NUMBER|PROTO|PRNUM|MEANING|RUSMEAN|PHN|AKO|REFERENCE
1157|*pằtằi|2681|comb of a loom|гребень ткацкого станка|padi|pằtằi|Nam 240.
1158|*pɨ̀ńə̀k|1680|kitchen|кухня|puək [puəkh]|pɨ̀ńə̀k, pɨńəp|Nam 271, KED 817.
1159|*ər-|2682|enough, sufficiently, nearly|достаточно, почти|əl-čhu|əru, əro|Nam 360, KED 1146.
1160|*kàrm-|727|1 to keep, preserve 2 to wash the dead, bury|1 хранить 2 обмывать покойника, хоронить|kam-čhu- 'to hide'|kàrm- 1, 2|Nam 22, KED 50.
1161|*sòt-|2086|to throw out, pour out, empty|выбрасывать, выливать, опустошать|\Is:ot-\i|sòt-|Nam 310, KED 990.
1162|*òrái|1581|door, gate|дверь, ворота|orä (arch.)|òrái|Nam 380, KED 1198.
1163|*ōr-|2517|completely, wholly|совершенно, полностью|oro-ǯi|ōró|Nam 380, KED 1198.
1164|*ak-su|6|heavy rain|ливень|aksu, əksu||KED 1080.
1165|*nōr-ra-|1532|be startled, frightened, terrified|пугаться|nolla-|nōrrá-|Liu 158, KED 348.
1166|*pak- ( ~ -ă-)|1823|boiling, bubbling|пузырящийся, кипящий|pagɨl- / pəgɨl- / pogɨl-||KED 703.
1167|*mìsí|294|a k. of gruel, mixed water and rice flour|вид каши, вода, смешанная с рисовой мукой|misi|mìsí|Nam 233, KED 690.
1168|*tói|2378|a measure of capacity (1/10 mal); measuring basket|мера емкости|twe|tói|Nam 161, KED 496.
1169|*thɨ- / *thə-|2602|1 reel, spool 2 to spin, turn round|1 катушка 2 крутить|\Ithe\i 1, thɨl- 2|thəi 1, thɨ̀r- 2|Liu 713, 718, KED 1704, 1724.
1170|*tùtə́n|2716|hill, elevation|холм, возвышенность|tudəŋ, tudək|tùtə́n|Nam 163, KED 503.
1171|*sam-|2725|mackerel|макрель|sam-čhi||KED 905.
1172|*à'ók|2729|marsh-mallow|алтей аптечный или лекарственный (Althaea officinalis)|\Iauk\i|à'ók|Nam 340, KED 1076.
1173|*turumaki|2731|overcoat|плащ|turumaki||KED 504 (says "a compound noun" - but the components are unclear).
1174|*kɨ̀rɨ́s|2737|vessel|сосуд|kɨrɨt [kɨrɨs]|kɨ̀rɨ́s|Liu 98, KED 236.
1175|*nūb-|638|to wash in limewater, bleach|мыть в известковой воде|nūp- (nuw-)||KED 365.
1176|*kòmá-b-|1031|to be thankful, appreciate|быть благодарным, ценить|komap- (komaw-)|kómáp- (kómáw-)|Nam 47, KED 141.
1177|*kjəru-|477|to compete, contend|состязаться, соревноваться|kjəru-||KED 111.
1178|*muk|1338|1 jelly 2 coarse flour (left in the sieve)|1 желе 2 грубая мука (остающаяся в сите)|muk 1, mugəri 2||KED 652, 668.
1179|*kūr-|987|to blow|дуть||kūr-|Nam 62.
1180|*tjə́r|355|temple|храм|čəl|tjə́r|Nam 155, KED 1441. Kor. > OJ tera (*tiárà), see JLTT 545. {Cf. also Chur. taj-ra id.}
1181|*pắrh|636|fly|муха|phāri|phắr, phắrì|Nam 462, KED 1730.
1182|*sə́ri|1956|interval, space|интервал, промежуток|səri (arch.)|sə́rì|Nam 299, KED 936.
1183|*tər-mi|2766|counter, scruff|затылок, загривок, шиворот|təlmi||KED 449.
1184|*ò'ắ-|317|whole, complete|целый, быть целым||ò'ắ-n, ò'ắr-|Nam 381.
1185|*ə̀'uí-|457|to be broad, wide, extensive|быть широким, протяженным||ə̀'uí-|Nam 364.
1186|*hòk-|2000|small, few|||hòk-|Nam 492.
1187|*mìčhɨ́-|1297|to reach, come to|достигать|mičhi-|mìčhɨ́-, mičh-|Liu 346, 348, KED 693.
1188|*čjàkái-|264|groin, inguinal region|пах, паховая область|čagämi|čjàkái'jám|Nam 419, KED 1372.
1189|*omi|71|land sink, pool|впадина (заполненная водой), лужа|omi||KED 1200.
1190|*čămh|2765|oak-tree|вид дуба|čham-namu|čhăm-nam'u|Liu 692, KED 1571.
1191|*kár|2767|1 peaked hat 2 rain-cover for a hat|1 конусообразная шапка 2 покрытие для шапки (для защиты от дождя)|kok:al 1, kal-mo 2|kòs-kár 1|Liu 73, KED 45, 134. For the component kòs- cf. *kás 'hat' (although vowel variation is not  clear).
1192|*hɨ̀rɨ̀-|2768|to flow|течь|hɨrɨ-|hɨ̀rɨ̀-|Nam  496, KED 1890.
1193|*supuk-|1948|to heap up, heaping up|нагромождать, накладывать с верхом|subuk-ha-, sobok-ha-|supuk-|Liu 474, KED 1003.
1194|*māi|975|falcon|сокол|\Imǟ\i|māi|Nam 206, KED 596.
1195|*čə̄ŋ ( ~ *čjə̄ŋ)|2770|chisel|зубило|čə̄ŋ||KED 1450.
1196|*jə̄r-|2771|to weave, tie together|ткать, связывать||jə̄r-|Liu 566.
1197|*oku|628|a k. of fish-trap basket|корзина, сачок для ловли рыбы|ogu||KED 1195.
1198|*kə̀sɨ́r-|737|to oppose, defy|противостоять, пренебрегать|kəsɨrɨ-|kə̀sɨ́r-|Liu 42, KED 85.
1199|*tàsí|2384|again|опять, снова|tasi|tàsí|Liu 195, KED 386.
1200|*ɨrɨm|446|clematis berries, akebi seed|плод акабии|ɨrɨm||KED 1285.
1201|*tìp|2783|straw|солома|čip|tìp|
1202|*pằńằ-|1870|to crush, break|ломать, разламывать|pasu-|pằńằ-|Nam 242.
1203|*nɨrə-|2547|female deer, doe|косуля, важенка|nɨrəŋi||KED 366.
1204|*tìp(h)-|2801|1 to carry a cane, stick 2 walking stick|1 нести палку, шест 2 посох, палка|čip- (čiph-) 1, čiphäŋi 2|tìp-  1|KED 1538, 1559.
1205|*č(j)ōŋ|270|slave|раб|čōŋ|čjōŋ|Nam 433, KED 1483.
1206|{*iŋa|643|warp threads|нити утка|iŋa|iŋa|Nam 402, KED 1370.}
