"NUMBER","PROTO","PRNUM","MEANING","RUSMEAN","TURC","TURCNUM","MONG","MONGNUM","TUNG","TUNGNUM","KOR","KORNUM","JAP","JAPNUM","REFERENCE"
 631,"*i̯ā́ga ( ~ -i)",   0,"a k. of disease","вид болезни","*īg", 956,"",   0,"*(x)iag-",1064,"",   0,"*ia ~ *ai", 825,"Cf. Bur. jogšo- 'to ache, nag'. Turk. *īg is perhaps a result of secondary narrowing < *(i)ēg. In TM there exists also an apparent derivative *iagsi- 'to sneeze' which is very similar to PT *aksɨr- (*agsɨr-) id. (see ЭСТЯ 1, 194-195). This may be either an old derivative, phonetically distorted in Turkic, or an independent onomatopoeic root."
 632,"*i̯ā́gi",   0,"fat","жир","*jāg",  28,"*eɣükü, *öɣekü",  29,"*iag-ǯakta", 238,"",   0,"",   0,"ТМС 1, 337 (TM-Turk.), АПиПЯЯ 282. A Western isogloss."
 633,"*i̯ā́ga",   0,"to fall over, shake","переваливаться, трястись","*iāg-", 298,"*(h)egeji-",2103,"*iaga-",1657,"",   0,"",   0,"A Western isogloss. Despite some confusion in Turkic, should be kept distinct from *ḗga 'rise' (q.v.)."
 634,"*i̯ā́k`V",1296,"light, white","светлый, белый","*Āk",  91,"*jagaɣan",1839,"*ixere",1075,"*ikɨr-", 712,"*áká-",  60,"АПиПЯЯ 110, 277. The final vowel is not quite clear: some languages point to *-i or *-e, others - rather to *-a."
 635,"*i̯ā́tá ( ~ -t`-)", 333,"to give, gift","давать","*(i)ātag",1329,"",   0,"",   0,"*tā-", 945,"*átápá-", 117,"Korean demonstrates a frequent vowel elision. Phonetically a good match would be PTM *iata 'ritual pollution, desecration in child-birth', but the meaning appears too specialized."
 636,"*p`i̯oli ( ~ -ĺ-)",1487,"fly, midge","муха, мошка","",   0,"*hilaɣa-n",2096,"*pulmi-kte",2336,"*pắrh",1181,"",   0,"Mong. and Kor. reflect a common derivative *p`i̯oli-gV."
 637,"*i̯obo ( ~ *i̯ubi)",2042,"near, come near","близкий, приближаться","",   0,"*ojira", 110,"*ibē-",1631,"",   0,"",   0,"A Mong.-Tung. isogloss."
 638,"*ŋi̯ŏbu",   0,"to pour","лить","*ju(b)-", 213,"*jeɣü-le-", 916,"*ńiabe-",1097,"*nūb-",1175,"",   0,"ТМС 1, 352. It is tempting to compare also Evk. ńewte, Evn. ńewte 'spring, well' (*'washing or pouring place') and perhaps also OJ mjiwo 'water-way, seaway' (if mji- is to be analysed as 'water', the -wo part stays completely obscure)."
 639,"*i̯ude", 864,"to imitate, to simulate","подражать, имитировать","*öd-kün-", 851,"",   0,"",   0,"",   0,"*əja(n)si", 743,"A Turk.-Jpn. isogloss; but cf. \U*adV,\u \U*idV\u, with a possibility of interaction."
 640,"*úk`u ( ~ -k-)", 219,"kin, clan","род","*uk", 965,"*(h)ug",2169,"*uK-",2419,"",   0,"*úkárà",1701,"Дыбо 15."
 641,"*i̯oĺe", 441,"food","пища","*(i)aĺ, *(i)aĺ-a-", 109,"*öl", 249,"*ulī-",1545,"",   0,"",   0,"A Western isogloss."
 642,"*umV ( ~ *o-)",  60,"to drink","пить","",   0,"*umda", 225,"*um(i)-",  30,"*mà-",  20,"",   0,"Poppe 69, KW 457, АПиПЯЯ 45, 285, 290. Korean has a frequent initial vowel loss. Despite Doerfer MT 40, Rozycki 168, the Mong. form (attested already in the Secret History) cannot be a tungusism."
 643,"{*i̯uŋi}",1718,"weave (nets), net","ткать (сети), сеть","{*öŋük}",2014,"*(h)öɣesi", 475,"*inŋi-",1083,"{*iŋa}",1206,"",   0,"A Mong.-Tung. isogloss. The TM form must go back to *iŋ-ni- with a suffix (Mong. -ɣ- does not point to a cluster in PA)."
 644,"*i̯òpe", 684,"to cover; to wear","покрывать; носить (одежду)","",   0,"*ibeɣe-",2038,"*upsi",1342,"*psɨ́-", 898,"*ə̀p-",1038,"Korean has a frequent initial vowel reduction."
 645,"*i̯ằpV",   0,"to bend, turn; hook","гнуть, поворачивать; крюк","*ebir-",1407,"*eb-",  48,"*oboka",1622,"",   0,"*àpùkuà",1367,"ЭСТЯ 1, 500. The Turkic form is hard to separate, although one would rather expect a back vowel (*iab-) here. There indeed exists a PT root *(i)abɨ- 'to bend, fall, swing' (Tat. avu- 'to bend, fall', Oyr. abɨ-, Tuva aa-t-tɨn- 'to swing', Kirgh. oo- 'to bend on one side, fall, swing, also in a play', oon- 'to roll, as a dog', Kaz. awu-, awɨn-, avɨ-t-qu- 'id.', Nogh. avɨ-, avna-, avda- 'id.', Bashk. aw-, awn-, awδ- 'id.', KBalk. aw-, awan-, awda- 'id.', Karaim avd-, Kum. avun-), whose relationship to *ebir- is not quite clear. {Cf. PE *uvə-ʁ- (-a-) 'to turn upside down, to tilt, round'}"
 646,"*i̯op`érV ( ~ *i̯ap`órV, -ŕ-)",   0,"horn","рог","",   0,"*eber",  45,"*opora",  88,"*s-pɨ́r",  43,"",   0,"АПиПЯЯ 46, 291. One of the cases with "prefixed" s- in Korean body part names (cf. also *s-pjə́ 'bone', *s-kòrí 'tail')."
 647,"*i̯ŏ́de",   0,"skin, to tan","шкура, дубить шкуру","*ed-",1339,"*(h)ideɣe",1339,"*(x)odinsa",1524,"",   0,"",   0,"Лексика 377. A Western isogloss."
 648,"*i̯ṓle", 934,"to hang on (smth.), hang on hook","вешать (на что-л.), висеть на крюке","*īl-", 296,"*elgü-", 263,"*ol-", 326,"*ori", 790,"",   0,"SKE 178, EAS 106, Poppe 76 (Turk.-Mong.; assumption of Mong. being borrowed from Turk., see Щербак 1997, 120, is improbable). Turk. has a somewhat unexpected narrowing: *īl- instead of *ẹ̄l-; however, the etymology still seems probable (despite Doerfer's categorical refusal: "lautgesetzlich unmöglich"; see TMN 2, 214)."
 649,"*i̯òmke",   0,"to crawl, move","ползти, двигаться","*Emgek-",1254,"*ömkeri-, *önkeri-",1227,"",   0,"",   0,"*ùnkə̀k-",1104,"For possible TM reflexes see under *ṑnV; cf. also PTM *uŋki- 'send' (ТМС 2, 277-278)."
 650,"*i̯òre", 312,"male, young male","самец, молодой самец","*ẹr-kek",  50,"*(h)üreɣe",2144,"*ur", 859,"*óràpí", 789,"*ə̀tə", 359,"The Turkic forms should be kept apart from the reflexes of *ēr < *ā́ri q.v."
 651,"*i̯ṑt`íkV",   0,"a k. of berry","вид ягоды","",   0,"",   0,"*ōkta", 426,"*òtắi", 246,"*ìtí(n)kuà", 299,"Accent in Korean is irregular. An Eastern isogloss; cf. Yak. oton 'berry' (isolated in Turkic, but perhaps archaic). {Cf. Drav. *at-i 'fig'.}"
 652,"*i̯ùbú",1160,"to be hungry, exhausted","быть голодным, истощенным","",   0,"*öje-",1184,"*(x)ob-", 472,"*īb-, *ìbúr-", 481,"*ùwá-", 356,"Ozawa 184-185. Korean has a "verbal" low tone."
 653,"*i̯úb[u]",1925,"to dig, hole","копать, яма","*oba",1541,"",   0,"*(x)ub-gā", 858,"",   0,"*úwa-", 678,"ЭСТЯ 1, 403 (Turk.-Tung.). The vocalism is not quite secure: the diphthong must be reconstructed because of Jpn. *-w-, but in Turkic one would rather expect *ɨba in this case (perhaps *ɨba > *uba > *oba because of later vowel assimilations)."
 654,"*i̯uda",2020,"ornament","украшение","",   0,"",   0,"*udī-",1526,"",   0,"*aja", 528,"A Tung.-Jpn. isogloss."
 655,"*i̯udi(rV)", 327,"to choose","выбирать","*üdür-",1252,"*ödü-", 884,"",   0,"",   0,"*iàr- ~ *aìr-",1103,"The Jpn. form must be derived < *idar- < *idi-ra-. Mong. reveals a causative meaning here: *'make choose' > 'instigate, urge'."
 656,"*i̯ŭdu",   0,"wonder, supernatural","чудо, сверхъестественный","*ɨduk",1612,"*id-",1677,"*(x)odu",1874,"",   0,"*i / *ju",1330,"Ozawa 52-53, 177-181. Despite Щербак 1997, 120, not a borrowing in Mong. < Turk. The Middle Jpn. itiko 'virgin consecrated to a deity, sorceress' (with a later form itako id.), which is compared by Miller (1985, 148) directly with the Mong. form, should be treated as a secondary distortion of *i-tu-kua (lit.) 'sacred girl'."
 657,"*i̯ugerV",   0,"enclosure for cattle","загон для скота","*ögür",1637,"",   0,"*ugi(r)-",1902,"*ur-",1061,"*bəri",1365,"Martin 227 (Kor.-Jpn.). Original vocalism is somewhat uncertain; a diphthong must be reconstructed to account for loss of *-g- in Jpn. (where *bəri < *uəri < *i̯ugVri)."
 658,"*i̯úgu",1823,"up, above","верх, наверху","*jüg-", 372,"*öɣe-, *ög-se-", 598,"*ug-", 737,"*ùh", 618,"*ú-pa-", 557,"EAS 146-147, Poppe 60, Rozycki 222 (Mong.-Tung.), Martin 247, Menges 1984, 291, АПиПЯЯ 15, 81, SKE 284.  This is a well known Altaic root, and the Mong.-Tung.-Kor. match seems undeniable. Doerfer first tried to abolish the obvious Mong.-Tung. parallel by attempting to postulate the original meaning in Mong. as "opposite" (see TMN 1, 168-169), then included it into his list of Mong.>Tung. borrowings (Doerfer MT 25): both positions are certainly untenable. However, the Turkic and Japanese reflexes here are not devoid of problems. The Turkic reflex reveals an exceptional preservation of *i̯u- as jü-  (regularly *ɨg- would be expected) - which may be explained by the inner Turkic confusion of the synonymous roots *jüg- and *jok- ( < *ŋi̯ṑk`è q.v.). The Japanese match can be (and has been traditionally) explained as a compound of *u- 'top' with *pa (*ba) 'place' (v. sub *bi̯ŏ̀ga). However, in case of a compound we would rather expect *u-m-pa. It should be also noticed that the form *úpa- itself is very frequent as a first component of compounds, while the root *ú- alone is never attested. This all may mean that the Japanese form actually reflects a different root (with a medial labial consonant), or a merger of PA *i̯ugu with some different root. Such a root may be perhaps discovered in TM (*ebu-ri- 'to lift, raise', see ТМС 2, 471) and Mong. (Kh. övx- 'to rise'), with a provisional reconstruction of PA *ébu {(*épu)}."
 659,"*i̯úle", 646,"to measure, compare","мерить, сравнивать","*ül-, *öl-č-", 475,"*üli-", 393,"*ül(k)e-", 509,"*ə̀rkùr", 301,"",   0,"Note the widespread velar suffixation and the identity Mong. *üliger = Kor. *ə̀rkùr."
 660,"*i̯ùlò",1144,"hollow, hole, intestine","полый, дыра, внутренность","*oluk", 968,"*(h)olugaj", 904,"*ül-",1081,"",   0,"*ùruà", 837,"Turkic and Mongolian reflect a common derivative *i̯ùlò-kV."
 661,"*i̯ùme ( ~ -o)",   0,"to tie, strap, belt","затягивать, ремень","",   0,"*(h)umaji-",2090,"*(x)üm-", 935,"*ùmɨ̀i-", 921,"*ə̀mpí", 739,"SKE 286, EAS 117. Korean has a usual verbal low tone. The Jpn. form reflects fusion with an original labial suffix (*ə̀mpí < *i̯ùme-bV = Mong. *umuji-). Cf. also \U*i̯umi.\u"
 662,"*i̯umi",   0,"a k. of clothing","вид одежды","*(i)öm", 969,"*emü- (*ömü-)", 369,"*(x)im-",1082,"",   0,"",   0,"Лексика 478. A Western isogloss. In TM a reconstruction *üm- is also not excluded; if this is the case the root should be reconstructed as *i̯ume and would be just a specialization of *i̯ùme 'tie, belt': 'girdled clothes'."
 663,"*i̯úmu",   0,"a k. of fruit or berry","вид плода или ягоды","*imiti ( ~ *ɨmɨt)",1499,"",   0,"*uma-kta",1735,"",   0,"*úmái",1274,"The Jpn. word is usually derived from Middle Chinese moj 'plum', but the problem here is the same as in the word for 'horse' (see *èŋu): inexplicable initial u- in Japanese. The matches in TM and Turkic may provide an alternative Altaic explanation of Jpn. *úmái."
 664,"*i̯umu", 645,"to help, gather","помогать, собирать(ся)","*im-",1774,"*öm-",1858,"*umī-",2095,"*umur-",1121,"",   0,"A reliable common Altaic root; a small problem is fronted *im- instead of the expected *ɨm- in Turkic."
 665,"*i̯ŭ́ne",1833,"notch (on arrow)","зарубка (на стреле)","",   0,"*oni", 454,"*ün-", 580,"*ònắi", 440,"",   0,"VEWT 362, Цинциус 1984, 43. The Kor. word is regarded as borrowed from Mong. in Lee 1964, 192, which is somewhat dubious (-ă- is unexplainable). See also notes to *i̯ū́ńa and *i̯ańu."
 666,"*nìŋi",   0,"burden, load","ноша, груз","",   0,"",   0,"*niŋu-",2416,"*ni(ŋ)-", 774,"*nì", 672,"Martin 227. An Eastern isogloss."
 667,"*i̯uńŋu ( ~ -a)",1198,"to breathe, smell","дышать, нюхать","*ɨn-tɨk",1144,"*(h)oŋguli-",1112,"*uńŋu-",1336,"",   0,"",   0,"A Western isogloss."
 668,"*i̯ùjŋula", 172,"to weep, howl","рыдать, выть","*ɨjŋala-", 597,"*ujila-", 511,"",   0,"",   0,"*ùnàr-", 474,"An onomatopaeic root, but with a rather precise phonetic matching between Turkic, Mongolian and Japanese."
 669,"*i̯upo",1299,"to be ashamed, taken aback","стыдиться, приходить в замешательство","*ubut",1850,"*ubaj",1932,"*üb-",2170,"",   0,"*əpəpə-",1516,"All languages reflect the root with different derivational suffixes; the simple verbal stem is perhaps preserved only in Manchu."
 670,"*ūre",   0,"formerly, ancient","в старину, древний","*ür ( ~ *ör)",1309,"*orai",1295,"*ūri-",1487,"",   0,"*bətə-",1688,"Cf. *i̯uŕo (the two roots are very similar, but clearly distinguishable)."
 671,"*i̯ū́ŕgi (?)",   0,"fat; brain","жир; мозг","*ǖŕ", 192,"",   0,"*irg[ü]",  55,"",   0,"",   0,"A Turkic-Tungus isogloss; phonetically a good match, but semantics raises some doubts. {? Cf. PE *uqru- 'fat, blubber'}"
 672,"*i̯ùru",2073,"joy","радость","*ɨra",1777,"*urma",1863,"*uru-",2099,"",   0,"*ùrià-",1456,"One of numerous common Altaic terms of emotion."
 673,"*i̯úrù",1202,"to gather, crowd","собирать(ся), толпа","*irk-",1866,"*ir-, *irge-",1948,"*urū-",2180,"*ur",1148,"*ú(n)tì",1520,"KW 209, Martin 228, Lee 25-26. Cf. Old Koguryo \I*uš\i (see Miller 1979, 17)."
 674,"*i̯úse", 491,"to grow, sprout","расти, прорастать","*ös-", 572,"*ös-", 486,"*üse-", 110,"*ìsàk", 480,"",   0,"Poppe 108. In Kor. one has to suppose a secondary reduction *jə̀sVk > *ìsàk; otherwise the correspondences are regular."
 675,"*i̯ū̀ge",   0,"to knead, press, crush","месить, мять, ломать","*ög-", 960,"*uɣur", 896,"*ǖ(g)-",1067,"",   0,"",   0,"A Western isogloss. Cf. \U*p`i̯ōpo.\u Despite TMN 2, 151, Chag. oɣur and other late attested Turkic forms are most probably < Mong. (see Ligeti 1954, 110)."
 676,"*i̯ū̀ču",1919,"to become free, retire, disappear","освобождаться, отступать, пропадать","*ɨč-",1213,"",   0,"*ōs-",1250,"",   0,"*us-", 969,"Cf. also Kalm. usχə- 'to become free' (KW 452) - if not < Turk. The Jpn. form can be alternatively compared with MKor. irh- 'to lose'."
 677,"*ṓč`é", 491,"bad, anger","плохой, злоба","*ȫč", 729,"*öče-",1488,"*(x)uč- ( ~ -š-)", 790,"",   0,"*ə́ntə́-",1608,"Mong., Turk. and Jpn. reflect a common reciprocal derivative *ṓč`é-ĺV- 'to be inimical (towards each other)', on which see above."
 678,"*i̯ū́du",  47,"to lead, direct","вести, направлять","*ɨ̄d-",1214,"*udu-",1186,"",   0,"",   0,"",   0,"A Turk.-Mong. isogloss."
 679,"*i̯ŭ̀ni",1198,"to live, rest","жить, отдыхать","",   0,"*ün-ǯi-",1719,"*in-", 381,"*nūi", 595,"*ìnə̀-tí", 268,"MKor. has a frequent initial vowel reduction."
 680,"*i̯ū́t`e",   0,"thick liquid","густая жидкость","*ȫt",1264,"*öte-",1234,"*üt-",1447,"",   0,"",   0,"A Western isogloss. Ramstedt (SKE 79) compares Kor. jət 'candy, taffy', but MKor. has consistently jə́s here."
 681,"*ī́k`è", 321,"to be insolent, angry, flamed up","быть дерзким, раздраженным, сердиться","*ēke- (~ ī-)", 750,"*(h)egde-", 663,"*ikē-", 812,"*ìkɨ́i-", 730,"*íká-r-", 644,"See SKE 68 (in Kor. cf. also igɨrə-ǯida 'to act up, put on airs'). One of the numerous common Altaic verbs of emotion. Semantic match between Turkic, Mongolian and Japanese is straightforward ("to be angry, indignant"). In TM one has to suppose a shift > "to be insolent, obscene" > "sing obscene songs, blackguard" (Manchu), with further generalization > "sing" in other languages. In Korean we see a different semantic shift > "to put on airs, be haughty" > "to overcome"."
 682,"*īĺa",1633,"to fry, burn","жарить, жечь","*ɨ̄ĺ(č)", 129,"*ila-", 762,"*(x)ila-",2274,"",   0,"",   0,"A Western isogloss; cf. perhaps Jpn. *asai 'sweat' (?)."
 683,"*īĺbi",2062,"fish bait","приманка для рыбы, наживка","",   0,"*(h)ilbeɣe-sün", 899,"*īlbī",1076,"",   0,"*i(n)sa-r-", 833,"There may be more than one root here. Jpn. has, besides *i(n)sar-, a synonymous *asar- 'to fish'. One of the two Jpn. words may be alternatively compared either with TM *ŋisū- 'to bring the killed animals from the hunt' or TM *ŋusu 'fishing-rod', with a provisional reconstruction of PA *ŋisV or *ŋusV."
 684,"*ī́ĺi",   0,"work, craft","работа, ремесло","*īĺč", 689,"*üjile",1503,"*(x)ilga-", 745,"*īr", 630,"*isa-bə, *ísá-m-", 565,"EAS 109. Mong. üjile < *ilü-le; Mong > Man. uilen, see Doerfer MT 119, Rozycki 222). {Cf. PE *ulima- 'to make, work'}"
 685,"*ī̀na",   0,"younger sibling","младший брат или сестра","*ini", 465,"",   0,"*īnan", 505,"*àńằ",1007,"*ànî",1253,"Vovin 1993 (Jpn.-Kor.).  Cf. also MKor. àńắm 'family', àńí 'child'. The Korean reflexes raise some doubts: tone does not correspond to TM, medial -ń- is also irregular (unless it was palatalized in àńí before -i, and other forms were changed by analogy); see a discussion in Martin 1996, 67-68, Robbeets 2000, 116-117. In Japanese *'younger brother' > *'brother'; with the introduction of *ətə 'younger brother' ( < *i̯ore 'young male') *ani changed its meaning to "elder brother"."
 686,"*ī́re",   0,"to come, enter","приходить, входить","*ẹ̄r-", 302,"*ire-",  18,"*ī-", 289,"",   0,"*ítá-r-", 220,"Poppe 117 (Mong.-Tung.), KW 209, АПиПЯЯ 293-294. In Jpn. one could (following Ozawa) compare *ír- 'to enter', but the latter should be rather compared with Kor. tɨr- id. (see \U\I*tire\u),\i while *ítá-r- is also a perfect phonetic match for PA *ī́re. Turk. reveals variants *ēr- and *īr- ( < *īre-?). Cf. also Koguryo \I*i-\i 'to enter' (Lee 37, Menges 1984, 267)."
 687,"*ī́ŕu", 569,"trace, furrow","след, борозда","*īŕ / *ɨ̄ŕ", 752,"*(h)iraɣa-", 665,"*iru-n", 814,"*ìráŋ", 733,"",   0,"EAS 112, KW 209, Poppe 81, Lee 1958, 113, ОСНЯ 1, 251. Despite Doerfer's (TMN 2, 53) doubts ( "allerdings zweifelhaft" ), the comparison seems completely justified."
 688,"*ī̀rú",   0,"omen, divination","знамение, гадание","*ɨr- / *ir-", 974,"*irwa", 909,"*īrme-",1088,"",   0,"*ùrá", 840,"KW 219, Владимирцов 181."
