NUMBER|PROTO|PRNUM|MEANING|STPRO|CHU|KOR|PAL|ALU|CHFUNC|KOFUNC|ALFUNC|IM|BOG|RKS|NRS|YFA|PAK|COMMENTS|NIOD|NIODNUM|EXT
574|*ʒaba-|0|использовать, употреблять|*java-|jaˊa-|java-|java-|java-|||ǝnˊ-nˊava-tkǝn 'пусть воспользуется' (337), java-lqiv- (297)|950|56|||327|25, 250|||723|
575|*ʒabaɫ|429|зад, сзади (место) 1, позади 2, поздний, последний 3|*javaɫ|jaˊaɫ noun 1, jaˊacǝ adv. 2|javaɫ 1, javal-ǝŋ-qal 2, javal-ken adj. 3|javaɫ 1, javac̨/c-ǝŋ-qal 2, javac̨-ken adj. 3|javac/l-ǝŋ-qal 1, javaˋc(-ǝŋ) 3|jaˊacǝ adv., jaalʔaˊt-, pʔo-jaˊace-n 'зады, место сзади шатра, служащее для жертвоприношения' (124)|javal-ǝŋ-qal, javal-ken|javac/l-ǝŋ-qal, javaˋc, javac-cǝʔǝ-n, malˊ-lˊavalˊ|951|56|||327|29, 250, 53, 219, 221, 234|Надо отметить алют. avaqqa 'потом, позже' (malˊ-avaq(qa), ava(qqa)-jucɣa) (ЯФА 303, 50). Чук. Jaat-laˊut 'звезда Вега' (Богораз 56).||0|
576|*ʒịbạʒ|788|шуга (крошки льда на воде)|*jīvājī||jivaj (III)|jivej, ivej|||||1021|||||212, 249|||0|
577|*ǝʒbit|0|заказ 1, заказывать 2|*jǝvit||j(ǝ)vit 1, jǝviˊt-, -jvit-, -nvit-* 2||jǝviˋttǝ, jǝvit- 1, jǝvit-, -evit- 2||jǝvit-ǝlhǝ-n||1105||137|80|332||||0|
578|*-ǝʒbǝ-|0|интенсив 1, сильнее, сильно 2|*-j(i)vǝ-|-jwǝ-, T-jiwǝ-, TT-iwǝ- (I) 1|-jvǝ- (I) 1|-jvǝ- (I) 1, nǝ-jiu-ha, nǝ-ju-ha 2|-jvǝ- 1||||73|||||85, 122, 142|&||1136|
579|*ʒafšɨ-|455|повторяться циклично (о времени) 1, позапрошлый год 2, позавчера 3, на будущий год 4, начало сезонного года 5|*jāwšī-|jawren(a) 2, jaˊwrǝna-k loc. 4, jawrǝn-taˊɣǝn 5|jawje- 1||joti-quli-tɣivi 2, joti-quli-thǝlu 3||||954, 990|58|371||330||В чук. значение слова - 'сезонный год', а в алютоpском - 'позапpошлый год'. В алютоpском втоpая часть слова - основа 'дpугой', а тpетья - основа 'год'. У чукчей "сезонный год начинается с окончания лета" (Богораз 58).||245|
580|*-ʒiffi-|0|вдоль по 1, протяженность 2|*-jiwwǝ-|-jikwi- 1|-jewwǝ-ŋ (II) adv. 1|-jiw(win) 2|||||60|||||16|||0|
581|*ʒụbbạ " ~ *ʒobba "|468|гагара|*jūvvā " ~ *jovva "|joˊkwajo "|jova-jow ", juvaˊ-juw* " (II)||juvva-juv "||||1068|64|84|245|332|208|РККРС 92 соответствует НРС.||0|
582|*ka-ɣъrŋъ-n|0|отверстие 1, устье 2, вход в нору 3|*ka-ɣъrŋъ-n|kaɣǝrɣǝ-n, kaˊ-ǝrɣǝ-n 1|kaɣǝjŋǝ-n 1, 2, wanvǝ-ka-ɣǝjŋǝ-n, wanvǝ-ka-ŋǝ (!) 3|kaɣǝrŋǝ-n 1, 2|kaɣǝrŋǝ-n 1, 2||||1117|66||29|333|252, 211, 31|Во второй части представлен суффикс *-ɣъrŋъ-n, означающий 'отверстие' (17).||0|
583|*kị-mịtʁạ|0|кладь, товар 1, пожитки, вещи 2, одежда 3|*kī-mīthā|ki-miˊtʔɛ-n, (+АБ) ki-mitʔǝ-n 1, 2|ki-mithǝ-n, ki-mitha 1, 3|ki-mithǝ-n 3, ki-mitha-w pl. 2|ki-mitʔa 2|||kimitʔa-cqǝ-julɣ-at- 'класть вещи'|1250|76|298, 388, 575|109|337|252|См. вторую часть *-mịthạ'предмет, вещь'.||0|
584|*tku-|362|кончаться, истребляться; кончать|*tku-|(t)kuˊ-|(t)ku-|kuˋ-kkǝ|(t)kuˋ-kki|||-tku-lqiv-|2468|77|||399|253|Представлен как вторая часть в сложном глаголе *ǝplǝ-tku- 'кончить(ся)' (1015).||591|
585|*kalal|0|горбуша|*kalal|kalal|kalal||||||1133||||||||0|
586|*kạLạʁǝ̣|784|злой дух, черт 1, идол 2|*kālāhǝ̄|kɛɫʔǝ, kɛlʔɛ-, -kɛl(ǝ) 1|kala, kalahǝ- 1|kalˊak 2|kalaʔaŋ 1, kalak(a) 2|kɛcɛ-ɣiniw coll., kɛlɛˊ-tku- 'говорить подобно духу', notasqǝ-kaˊlat (II !) 'духи тундры'||ta-kalaka-ŋǝ-lʔat-, kala(k)-aŋǝ-lʔǝ-n 'волшебный дух' (34)|1204, 1203|68|627||333, 334|24|||0|
587|*kaɫɨ-ro-|0|хвастаться 1, щеголять 2|*kaɫɨro-|kaleroˊ-, kalɣotkeˊ- 1, kacetkeˊ- 2|kaɫejo-, kaleˊjo- 1||||||1135|66||105|||Чук. (АБ) rǝ-kalǝ-ro-w- 'значить', kalǝ-ro- 'показаться'. Ср. *kacʁa- 'забавляться, радоваться' (1993).||0|
588|*kạlị- "|215|пестрый 1, рисунок 2, рисовать, писать 3, книга 4, пестрая нерпа 5|*kālī- "|kɛliˊ-kɛl " 2, kɛliˊ-(tku-) 3, kɛliˊ-lʔǝ-n 1, 5, kɛli-lʔɛˊt- 1|kali- (III) 1, 3|keli- 1, 3, keli-kel " 4, keli-lhǝ-n 5|kaliˋ-kki* 1, kali-kal " 2, 4, kali-lʔǝ-n 5|kale-jocɣǝn 'ранец', kɛliˊ-lʔǝ-n, kɛli-lʔɛt-, (АБ) kɛli=cɣǝn 'карандаш'||kalˊi-cit- (314), kalˊi-cit-(ǝcʔǝ-n), kalˊi-tku-, kalˊi-tǝlˊŋǝ-cʔǝ-n, kali-tǝlŋǝ-lʔǝ-n 'читатель',qe-kalˊi-lˊʔǝ-n|1205|68||, 45|334|254, 239, 50|Удвоение согласного показателя инфинитива в алют. замечательно, оно указывает на ударность -i- в данном случае, что может указывать на историческое *-ịʒ-. В пал. keli-c̨it- (ЯПК 255).||0|
589|*kil|0|пуп|*kil|kiˊlkil " (kelkeˊl-gǝpǝ abl.)|kil-kil "|kalˊelˊ|kaliliˋ, kalˊilˊi||пал. kalˊelˊ|kaliliˊ, kalˊilˊi|1258, 1205|75|464||334|252|||0|
590|*kilim[ɣ]ǝ- (~ ɨ)|0|бабочка 1, длинноногий комар 2, личинка 3|*kilim[ɣ]ǝ- (~ ɨ)|~ kǝmǝlɣǝ-qaj (АБ) 3|kilimjen 2|kelmɣǝ-n 1|||||1256|||||209, 255|||0|
591|*tǝnɣǝp|0|остаток пищи в зубах 1, ковырять в зубах 2|||||tǝnɣǝp 1, t-tǝnɣǝp-at-, tǝnˊɣǝp-tǝva-tku- 2|||tǝnˊɣǝp-tǝva-tku- (50)|||||402||||0|
592|*škɨɫɨ-|780|тереть, точить 1, оселок 2, натирать 3, мазать, красить 4, краска 5, тереться, коснуться боком 6|*kɨlɨ-, *ɨna-škɨɫɨ-|keleˊ-kwu-n (II) 2, ena-rkeˊtǝ-, (АБ) ena-rkele- 4, ena-rkeˊle-cɣǝ-n 5|kele- (II) 1, enˊaˊ-jkece- 3, ena-jkele- 4||inˊa-tkici- 4, (t)kici- 6|ena-rkeˊtǝ-, ena-rkeˊle-cɣǝ-n||enˊaˊ-jkece- 3|1183, 424|67, 20|254, 20|240|332, 398||Чук. ena-rketǝ- это развитие "enarkec-.||0|
593|*kuɫi- (~ ụ)|346|ложка|*kuci-neŋ(e)|||kuc̨ineŋ(e), (wlq)-kucinaŋ|kucinaŋ(a)||||||||303, 341|24, 230|||0|
594|*ǝkɫǝ-|947|маленький, мелкий|*kǝɫ-|kǝl-|kǝc-, kǝl-|kǝlˊ-|kǝl-||kǝc-hǝl 'талый снег', kǝlˊ-qajuju 'молодой олень'||1165||570, 466|||254|В пал. kǝlˊ-lˊilˊŋ-n 'икpинка'. Сp. также сложение *kǝ̣ɫ-ɫǝ̣ɫạ 'бусина', буквально "маленький глазок" (595).||0|
595|*kǝ̣l-ɫǝ̣ɫạ < *ǝ̣kl-ǝ̣ɫɫạ|238|бусина, бисер|*kǝ̄ɫ-ɫǝ̄ɫā|kǝlǝlɛˊ=|kǝlˊ-lˊǝlˊ(a) (III)|kǝlˊ-lˊilˊa|kǝlˊ-lˊǝlˊa||||1283|71|||338|282|Буквально "маленький глазок".||0|
596|*ǝ̣kcạb|233|хариус|*kǝ̄cāv|kǝˊcaw|k(ǝ)cav (III)|kǝcew|kǝcaˋvvǝ, k(ǝ)cav-||||1166|71|||340|207|||0|
597|*škъɫab-; *škǝɫe-|499|бежать 1, гнаться за 2, отгонять, прогонять 3, волочить за собой 4|*škъɫav-; *škǝɫe-|(r)kǝlaˊw-, kǝcaw-cʔaˊt- intens. 1, (r)kǝlɛˊ- 2, (r)kǝl-teˊl- 4|(j)kǝɫav-, klav-, kǝlˊavǝ-lˊhat- (II?) , (j)kǝlavǝ-lhat-* (III) 1, (j)kǝɫe-ɫhet-, (j)kǝleˊ-lhet-*, kǝceˊ-chet-* 2|klˊ(h)avǝ-lˊhat-, klahvǝ-lˊhat- 1, -tkǝle- 2|(t)kǝlav-, (t)kǝlˊavǝ-lˊʔat- 1, (t)kǝla-(lʔat-) 2, (t)kǝca-(cʔat-) 3|kǝcaw-cʔaˊt-, am-kǝcaˊwca 'бегом', kǝlɛ-lʔɛt-|imci-jkici-* 'покрывать полозья нарты кромкой льда' (67), ena-jkǝla-lhat-ɣǝjŋǝ-n 'погоня' (372)|(t)kǝlˊavǝ-lˊʔat-, kǝlˊav-cit- (311), (t)kǝla-lʔat-, (t)kǝca-(cʔat-), ɣa-tkǝca-cʔal-laŋ (30)|281, 282|71, 72|24, 88|334, 399, 398||228, 239, 86|Пал. klˊav-c̨et- 'бежать на перегонки' (ЯПК 252). Чук. maka-rkǝl-tel- 'солнце катится по краю горизонта (волочит подгузник)' (Богораз 90). См. *ъrkъɫˊ-ab- 'спешить, торопиться' (1150).||0|
598|*ǝ̣kcịmạ|234|почка (анатомическая)|*kǝ̄cīmā|kǝcimɛˊ=|k(ǝ)cim(a), kǝcime= (III)|kc̨iˋmme, kcime-, kc̨ema-qal sg.|k(ǝ)ciˋmmǝ, kǝcim(a)-|(АБ) nǝ-ɣcim-jaw 'горький'|||1175|71|||340|253, 211|&||0|
599|*ǝkcɨca-: *tˊa-kcɨca-ŋ-|0|причмокивать|*tˊa-kcɨca-ŋ-|caɣcecaˊŋ-|cakcecaŋ-||||||104|7|||||||0|
600|*ǝkluke|0|воронья ягода|*kǝluke|klukɛˊ=|k(ǝ)luk(e)||||||1287|67|||||В чук. (АБ) 'клюква'.||0|
601|*kilbeʒ|0|праздник оленних рогов|*kilvej|kiˊlvɛj (kilweɣ-ti pl. АБ)|kilvej||||||1259|75|||||||0|
602|*kъlbъ- "|996|надрез 1, делать надрез, зарубку 2|*kъlvъ- "|kǝˊlvǝ-kǝl " (II) 1|kǝlvǝ-(tku-) (I, II) 2||kǝlvǝ- 2|||hiŋ-kǝlvǝ-lʔǝ-n 'курносый' (432)|1288|72|239||339||||0|
603|*kǝ̣lɣǝ̣-|239|запрячь 1, распрячь 2|*kǝ̄lɣāt-|kǝlɣɛˊt- 1, kǝlɣǝˊ-tvǝ- 2|kǝlɣat- (III) 1, kǝlɣǝ-tva- 2|kǝlˊɣet- 1, kǝlɣǝ-tva- 2|kǝlɣat- 1||||1280|71|||338|26, 254, 81|||0|
604|*kǝcɣǝ-|235|темя (у зверя) 1, косынка 2, наповал 3|*kǝcɣ[e]-|kǝcɛˊ-kwu-n, kǝcɛˊ= 1, kǝcǝ-kwǝn (АБ) 2|kǝcɣǝ-nmǝ- (< -tmǝ-) 3||||||1169, 1171||247||||В чук. довольно регулярное развитие "Tɣǝ-K > TǝK, Форма с сингулятивом вместо аффикса 'покрытие' образована вторично. В коp. пpедставлено наpечие, но буквально написано 'убивать по темечку'.||0|
605|*kǝlɣǝ- "|0|зарубка, ступенька, резьба|*kǝlɣǝ-||kǝlɣǝ (I)||kǝlɣǝ-kǝl "||||1279||||338||||0|
606|*kạlˊʁịʒ "|519|шейный позвонок|*kālˊhī "||kalˊhi, kalhi-(kal) " (III)||kalˊhi-kal ", kalˊhi-n||||1207||389|105|334||||0|
607|*kъlʁa "|0|борщовник, пучка горькая|*kъlha "||kǝlha "|kǝlha-kǝl ", qǝlha-ql "||||||||||231, 201, 43|Слово фиксируется только в ЯПК, здесь может быть и -lˊh-.||0|
608|*kǝcʁǝ-mkǝ-n|208|мелкий голец|*kǝchǝ-mkǝ-n||kǝchǝmkǝ-n, kachǝmkǝ-n|kǝchǝmkǝ-n|||||1124|||||207, 254|Слово осложнено аффиксом собирательности мелких предметов *-ǝ̣mkǝ̣-n (836).||0|
609|*kạltị|217|личинка овода, комар, бабочка 1, жук, насекомое 2|*kāltī|kalce= (АБ) 2|aŋul-kalti (III) 1||kalti-kal " 2|kalce-lɣǝn|||1206||||334||||0|
610|*kulte- "|0|шкура морского зверя|*kulte- "|kuˊltɛ=, quˊltɛ=|kulteˊ=, kulteˊ-kul* "|kulte-kul ", kult-in poss., qolta=|kulta=||||1366|88||110, 113|341|25, 254|||0|
611|*ʒeq-|0|сразу, тотчас, ведь, тогда же|*jaq-|jawmaˊt- 'ободриться', jʔɛˊqqǝj, jʔǝˊqqǝj 'разве, или же, а не то', naˊqam 'но, однако'|jaqam, jaqam-hat|jaq|jaˋqqi, jaˋqqe, jaˋqqǝ-qun, jaˋqqǝm, naqaˋm|||jaqqǝ-cʔam-qun (355)|945, 86|58, 60|||326, 357|126|||0|
612|*kǝ̣ltǝ̣-|240|связывать, завязывать|*kǝ̄ltǝ̄-|kǝltǝ- (I), (II)|kǝltǝ- (III)|kǝltǝ-k (I), kǝlˊtǝ-tku-|kǝltǝ-, kǝlˊtǝ-tku-|||kǝlˊtǝ-tku-|1286||||338, 377|225, 84|||0|
613|*kъlˊka-k "|0|раковина, ракушка|*kъlˊka-k "|kǝlka-kǝl "|kǝlˊka|kǝlˊkak|||||1281|71||||14|-lk- > -lˊk- закономерно.||0|
614|*kǝccǝ- (~ ъ)|800|высиживать яйца 1, гнездо 2|*kъccъ-|kǝtcǝˊ- (II) 1, kǝtcǝɣ-ɣoˊlɣǝ-n, (АБ) kǝtcǝɣ-jolɣǝ-n 2|kǝccǝ-jolɣǝ-n 2||kǝccǝ-julɣǝ-n 2||kǝccǝ-jolɣǝ-n|kǝccǝ-julɣǝ-n|1167|74|||340||||0|
615|*keɣǝ(t)-, *keɣ-ril-|209|кисть руки 1, ладонь 2, запястье 3, кулак 4|*keɣǝ-t-(mǝ-)|kɛˊɣǝ-nmǝ-n, kɛɣǝ-nmǝ= 1, (+АБ) 4, kɛɣ-riˊl= (+АБ) 2|keɣǝˊ= 2, kaɣǝˊ-tkǝn, keɣǝ-tkǝ= (I) 1, 2, keɣ-il-ɣu-n, keɣ-iˊl-u-n 3|keɣ-, keɣǝt=lǝŋǝn, keɣǝ-t/сqǝ= 1|kaɣǝ=, kaɣǝ-lˊqǝ-k loc. 2, a-ko-ki neg. adj.||keɣǝˊ-tqǝ= 'верхняя сторона ладони' (103)|kaɣǝ-lˊqǝ-k loc.|1193|69|187, 152|121, 103|333|252, 211|*keɣ-ril- 'ладонь', буквально 'скелет/ костяк pуки'.||0|
616|*keɣ-šiɫ-|0|ладонь 1, горсть 2|*keɣ-šiɫ-|kɛˊɣ-ril- 1|kew-jǝchǝ-n 2||||||1193|92|||||Буквально "кpыло руки" и "содержимое руки".||0|
617|*-bǝlŋǝ-|0|взаимное действие||-wǝlɣǝ-, -uulɣǝ- (I)|-vǝlŋǝ- (I)|-vǝlŋǝ- (I)|-vǝlŋǝ-|wǝlɣǝ-p- (II) 'швырять что-либо в кого-либо' (162)||||46||127|332|82, 225|ГКЯ 209.||0|нив. v=.
618|*ške(ʒe)-|475|тереть 1, растирать 2, мазать (в сложениях) 3, камень для растирания, точильный брусок 4|*ške(je)-|(r)keɣe- (II) 1, ena-rke- (II) 3, keɣeˊl-ukwun 4|keˊje- (I) 1||ina-tkav- 2||||2257, 1191, 1195|67||120|321||В чук. глагольной основе задний ряд под влиянием глагола с практически тем же значением *škɨɫɨ- (592).||0|
619|*keri- (~ *-š-)|0|надрезать, делать зарубки, оставлять метки|*keRi- (~ *-j-)||keji-(tku-) (I), keˊjǝ-*||||||1199||239|121|||На прачук. уровне не отмечено глагольных основ с *-ʒ- конечным, с другой стороны, даже если более верной является форма из РКС, также запрещены контексты AʒI, это значит, в данном случае здесь может быть только *-r- или *-š-. Это доказывает и эскимосское Чап. заимствование kešimnak 'точило' (< *kǝri-).||0|
620|*kuʒul (-ụ-)|778|бухта, заводь, угол бухты 1, глубокая река без перекатов среди узких берегов, проток 2|*kujul|kuul-wɛˊɛm 2|kuˊjul (qojol-*) 1||||||1378, 1362|78||114|||КРРКС 46. Уникальный контекст для *-ʒ- между полными огубленными гласными. Нечто похожее разве что наблюдается в сложении *qạʒ-ụʒụ 'теленок, олененок' (739).||0|
621|*ǝkʒe=|0|пятка|*kǝje=|k(ǝ)jɛ=|k(ǝ)je- (I)|kje=|k(ǝ)ja=, kǝja-ŋa|kǝja-cɣeˊw-, -ɣɣa-cɣew- 'топать ногами' (72)||k(ǝ)ja-caŋci-cqu- 'наступать на пятки', kǝj-ilŋǝ-n 'жила под пяткой, щиколотка'|1273|72|||338|210, 252|||0|
622|*ǝkʒu-|78|бодрствовать, бодрствующий 1, пробуждаться, просыпаться 2|*kǝju-, *kǝjev-|kǝju-lʔɛˊt-, -ɣɣu-lʔɛt- 1, kǝj-ɛˊw-, -ɣɣɛw-, (АБ) r-ɣjɛw- caus. 2|k(ǝ)ju- 1, k(ǝ)j-ev- (I) 2|kjev-ǝk 2|k(ǝ)ju- adj. 1, k(ǝ)j-av- 2||||1276, 1271|72|||338|225, 252, 82|Ср. *ǝckeʒu- 'разум, мысль; прийти в себя' (186).||0|
623|*kiʒlǝ-t " (~ ị)|0|тесто, толкуша 1, лепить 2|*kijlǝ-t "|kilit 1, (АБ) kilit- 2||kilǝ-kil " 1|||||1257|||||252|Молл 52.||0|
624|*koʒlo-|255|огромный|*kojlo-|kolo-, kolǝk adv.|kolˊo-||kolˊo-me||||1318|76|||||Ср. чук. междометие ɣoˊco 'ого-го, какой огромный' (Богораз 47).||0|
625|*kịʒmǝ̣-|0|медленный, медлительный 1, медлить 2, медлительность, помеха 3|*kījmǝ̄-|kiˊmǝ- 1, kim-ɛˊw-, kimǝ-cʔɛˊt- 2, kiˊmǝ-kim " 3|kimǝ- (III) 1, qimeˊt-* 2||kīmǝ- 1|kimǝ-cʔɛˊt-|||1260|75||206|337||||0|
626|*keʒnV-|0|носок ноги 1, пинать ногой 2|*kejnV-|kaɣno= 1|||kena-(cqu-), kenˊa-cqu- 2|||kenˊa-cqu-|1129, 1197, 1200|66|||336||||0|
627|*kạʒŋǝ̣-n|212|медведь|*kājŋǝ̄-n|kɛˊjŋǝ-n|kajŋǝ-n (III)|kejŋǝ-n|keŋǝ-n|||keŋǝ-ɣili-|1201|69|||337|203, 254|||0|
628|*koʒŋъ-n|0|кружка, чашка|*kojŋъ-n|koˊjŋǝ-n|kojŋǝ-n|kojŋǝ-n|kujŋǝ-n|kojŋoˊ-ocɣǝ-n 'судок для посуды', tʔa/ǝ-koˊjŋǝ-n 'литая трубка из олова' (147)|||1316|76|||341|253|||0|
629|*kakaco|955|кедровка, сорока|*kakaco||kakac(o)|kakaco-n, -kakac(o)|||||1132|||||208, 252, 282|||0|
630|*em-ʒi-|988|сесть на мель|||emji-||amji-||||||222||297||Вторая часть данного сложения *-ʒi- 'трогать, касаться', см. *(š)ǝʒi- (493).||0|
631|*kuk-(le-)|213|яма, выемка 1, рыть яму 2, одноглазый 3|*kuk-|kuˊkǝl 1, kuwlɛ- (+АБ) 3|kok-jo- 2||kuk-julɣǝ-n 1|||kuk-julɣǝ-n, -lwǝn|1364, 1317|79|||341, 324, 33||Ср. с увулярным *ququ- 'vulva' (1611).||0|
632|*kuke-ŋe|257|котел 1, варить в котле 2, кипеть, как в котле 3|*kuke-ŋe|kukɛˊ-ŋǝ 1, kukɛ-lʔɛˊt- 3|kuke-ŋe 1, kuke-jvǝ- 2|kuke-ŋe 1, kuke-jvǝ- 2|kuka-ŋa 1, kukevǝ-lʔat- 2|kukɛ-lʔɛˊt-||kuka-lwǝn, kukevǝ-lʔat-|1363|77|||341, 22|28, 226|||0|
633|*kạkkụk|0|сердце рыбы|*kākkūk||kakkuk|kekkuk||||||||||207|||0|
634|*kamaka|0|злой дух, мамонт|*kamaka|kaˊmak|kamak|kemek(e), kamak|kamak, rǝnnǝ-kamak||||1141|66|||402|23, 282|Чук. oˊk-kamak 'деревянный идол, амулет в виде маленькой фигурки человека, грубо вырезанного из дерева или кожи' (Богораз 114).||0|
635|*kamam-|0|мягкий 1, пух 2|*kamam-|||kamamǝ-č̨ɣǝ-n 2|kamam- 1|||mǝ-kamam-|1210||||334|209, 252|См. keml    В пал. буквально "мягкий волос".||0|
636|*kạm(ạm)ʁụ-|923|ступня 1, обувь до колен 2, олень, у которого задние ноги в "белых чулках" 3|*kāmāmhū-|kɛmuɣɛˊ=, (АБ) kɛmǝɣɛ= 2, keˊmɣe-kem " 3|kamamho-t du. 1|kememhu-n 1|||||1215, 1184, 1143|67|563|||210, 255|||0|
637|*kạm[ị] "|0|юкола, целиком вяленная кета|*kām[ī] "||kama-kam "|kemi-kem "|wil-kam||||||||424|207|||0|
638|*kamɨ-, *kamakra-|0|шевелиться, двигаться 1, вырываться, отбиваться 2, реять, парить 3, барахтаться 4|*kamɨ-|kamaɣraˊ- 2, (АБ) 4, kame-jɣ(ǝn)- 3|kaˊme-, kamakja- 1||||||1145, 1142|66||107, 106|||В чук. втоpая часть слова значит 'ветеp'.||0|
639|*kạmạkạ|992|жук|*kāmākā||kamak|kemek(e)|kamak||||1141||||334|23, 282|||0|
640|*tkъm-, *kǝ̣mʁụ-|738|свернуться клубком 1, сидеть скорчившись 1a, клубок, комок, клубень 2, круглый (о шаре) 3, съедобный клубень 4|*tkъm-; *kъm "|(t)kǝˊm-(ǝt-) (II) 1, kǝmǝ-tvaˊ- 1a, kǝˊm-kǝm " (II) 2, kǝˊmcek 4|(t)kǝmǝ-tva- 1, kǝmhaˊ-tvaɣal- 1a, kǝmhuk 2, kǝmhu- 3 (III), kǝmcek (II) 4|kǝmhu-, kmhǝ- 3 (I), kǝmcek(a), kǝmc̨ek (II) 4|(t)kǝmǝˋ-kki 1, kǝmkǝm ", kǝmhu(lˊ-) 2, kǝmcik 4|||kǝmhulˊ-, (t)kǝmǝ-lʔat- (301)|1304, 1305, 1300|72|748|117|339, 399|24, 221, 252, 129, 282|Ср. *kъmʁъ-ɣbъ- 'камень' (1818).||0|
641|*ǝ̣k-mịŋǝ̣-, *ǝ.k-|242|ребенок 1, родить (о человеке) 2|*kǝ̄-mīŋ-, *kǝ.-|kmiˊŋǝ-n, kǝ- (I) 1, kmiŋ-et- 2|k(ǝ)miˊŋǝ-n, kǝ- (III) 1, kmiˊŋ-at- 2|kmiŋǝ-n 1, kmiŋ-et- 2|k(ǝ)miŋǝ-n, kǝ- 1, kmiŋ-at-*|kǝ-jiˊkwǝn 'линия потомства', kǝˊ-nmǝ- 'лишать детей (важенку)', kŭ-wiˊ-t- 'иметь умирающих детей', k-rɛt 'группа детей (сыновей)', kǝ-n-joˊ-ran 'детские ясли', kǝ-n-jo-veˊcvǝn 'детская площадка'|kǝmiˊŋǝ-chǝ-n|kǝ-ɣǝntit- 'няньчить детей', kǝ-piri- 'держать ребенка (на руках)'|1293|76||116|333, 339|80, 252, 227, 240|||0|
642|*kạmcạ- (< *kạmɫˊạ-)|783|кудрявый 1, покрытая кустарником местность 2|*kāmɫˊā-|kamca= , kamcaˊɣtǝ vaˊlʔǝn (+ АБ) 1|kamca- (III) 1, ɣa-kaˊmca-lin* 2|||kamcaˊ-rɣǝ-lʔǝ-n|||1144|66||46|||Слово, по-видимому, родственно *kǝmli " 'сбившаяся в комок шерсть'.||0|
643|*kemci-t-|218|растеряться, путаться, сбиваться 1, раздумывать, недоумевать 2|*kemci(с)-|kɛmciˊc-(ɛw-) 1, ciŋ-kɛmciˊt- 2|kemciˊc-(ev-) 1, 2|||kɛmcic-|kemcic-||1208, 209|69, 12|260|121|||||0|
