NUMBER|PROTO|PRNUM|MEANING|CHE|ING|BCB|COMMENT
642|*ɦāꭓḳ́i > *ɦāhḳ́i|1624|iron|ēčig|äšk|ʕajhḳĭ|    3d class in all languages. The word has a complicated phonetic history. The original form \I*ɦāꭓḳi\i was already in PN transformed (through assimilation) into \I*ɦāhḳ́i,\i which is directly reflected in Bacb. \Iʕajhḳĭ\i (notation of Kadagidze; Matsiyev has \Iajħḳ,\i and Desheriyev - \Iʕajħḳ\i). In Checheno-Ingush the word obtained a common diminutive suffix *-ḳ: \I*ɦāhḳ́i-ḳ,\i with further (regular) palatalisation > \I*ʔāč̣iḳ.\i This form, with assimilation and reduction, yielded Chech. \Iēčig\i (obl. \Iäčka-\i < \I*ʔāčiḳe-\i) and Ing. \Iäšk.\i
643|*kōč̣ ( ~ -ǯ)|1628|pack-saddle|kož|kož||    4th class in Chech., 6th class in Ing. Obl. base \I*kōč̣e-\i ( ~ -ǯ-), cf. Chech. \Ikȫža-,\i Ing. \Ikožo.\i
644|*=aħ-|621|to be (get) frost-bitten|=aħ-ō|=oħa-be||
645|*ǯʡormak ( ~ -a-)|1630|strap, thong|žʕormak|||    The word also means 'a piece of leather wherein the stone is put (a detail of the sling)'. It is attested only in Chech., but has probable parallels in EC languages.
646|*qaw|628|arable land, field|qa|qa|qaw|    Obl. base \I*qawe-\i (cf. Chech. \Iqe-,\i Ing. \Iqajwa\i). 3d class in all languages.
647|*ʔārʁ(a) ( ~ ʕ-)|1633|a low mountain ridge|raʁ|arʁa||    4th class in Chech., 3d class in Ing. Obl. base \I*ʔārʁe-\i (Chech. \Irēʁa-\i).     Nakh forms (at least Chech. \Iraʁ\i) may be actually borrowed from Iranian, cf. Osset. \Iraʁ\i 'mountain ridge' < \I*rāga-\i (Pers. \Irāɣ\i etc.), see Abayev 1973, 344. But most probably there was a merger of the genuine root and the Iranian loan.
648|*ʔāsṭi(n)|1635|1 hoe, mattock 2 instrument for planing wood|ästa 1,2|äst 2|asṭĩ 2|    4th class in all languages. Cf. also Cheb. \Iāsti,\i Lev. \Iǟsti,\i Shar. \Iēsti\i etc.
649|*gōtan|1636|plough|gōta|gota||    Obl. base \I*gōtana-\i (cf. Chech. \Igōtana-\i). Bacb. \Igutan\i id. has an aberrant vowel and is obviously borrowed from Georgian (Georg. \Igutani\i 'plough').
650|*moq|1637|1 harrow 2 plough|meqa 1|maqa 1|moq 2|    The attested forms (Bacb. is cited from Matsiyev's dictionary) reflect a normal PN paradigm \I*moq,\i \I*maqe-,\i with shift of the obl. base to direct in Chech. and Ing. 6th class in all languages.     Nakh > Osset. \Imäq(q)ī\i 'network upon which hay is being stacked' (see Abayev 1973, 95).
651|*-lꭓa-na|641|yesterday|selꭓana|selꭓan||    PN \I*(p)sa-lꭓEna\i is opposed to \I*si-psara\i 'yesterday night', so the component \I*-lꭓEna\i means either 'day' or 'yesterday' (in general). \I-lꭓE-\i here may be contracted from \I*dVlꭓE-,\i which would be a regular correspondence for Av. \Inoƛ:\i and Darg. \I*duk:i\i / \I*dak:.\i The etymology of \I*(p)sa-\i ( < \I*(p)sarV-\i) see under \I*śwĔrV.\i     In PN there also exists a root \I*tꭓa\i 'today' (Chech. \Itaꭓa-na,\i Ing. \Itaꭓa-n\i  'today' as a secondary development < \I*tꭓa-na,\i Chech. \Itꭓo-wsa,\i Ing. \Itꭓowsara\i  'tonight', Bacb. \Itꭓa\i 'today', \Itꭓa-bus\i 'yesterday night' [ = Chech. \Itꭓowsa],\i  \Itꭓujnŏ\i 'in the daytime'). This may well be an early development < \I*lꭓa\i (cf.  an analogous phenomenon in the 1st p. pl. pronoun \I*tꭓo\i).
652|*duq̇|1638|yoke|duq̇|duq̇|duq̇|    3d class in all languages. Obl. base \I*duq̇a-\i (Chech. \Iduq̇a-,\i Ing. \Iduq̇o\i id.); the Ablaut stem \I*daq̇-\i is preserved in plural: Chech. \Idaq̇q̇a-,\i Ing. \Idowq̇a-\i < \I*daq̇-bV-.\i
653|*baħen|644|wooden shovel|bäħa|baħa||    6th class in both languages. Cf. also Cheb., Khild. \Ibeħẽ,\i Shar. \Ibeħã\i etc.
654|*ꭓerꭓ|1642|curry-comb|ꭓerꭓ|||    Attested only in Chech., but having probable external parallels.
655|*ħaq- / *ħēq-|1644|to rub, smear; to sweep|ħaq- / ħēq-|ħaq- / ħeq-|ħaq- / ħeq-|    The root demonstrates the usual PN Ablaut (term. -a-, dur. -ē-). In PN this is most probably a result of merging two PEC roots (\I*=Vwq̲V\i and \I*HărqV\i).
656|*nŏꭓ|1646|plough|noꭓ|nuꭓ||    3d class in both languages. Obl. base \I*naꭓo-rV-\i (Chech. \Inaꭓara-,\i Ing. \Inoꭓaro\i).
657|*=āc-|662|1 to mow 2 to work hard, be exploited|=āc- 2|=ac- 2|=ac- 1|    A PN derivate is \I*cēl\i 'hoe' ( < *'sickle, scythe'), reflected in Chech. \Icel\i (\Icēla-\i), Ing. \Icel;\i however, Bacb. \Icel\i 'scythe' is rather to be considered a loan from Georg. \Iceli\i 'scythe'.
658|*ko(w)|1650|a bunch of wheat mown by one sweep of a sickle|ko|||    Obl. base \Iko-na-.\i Attested only in Chech., but having probable external parallels.
659|*ʔēs|1652|1 a bundle of 3 sheaves 2 a bundle of 4 sheaves|ös|es||    4th class in both languages. Obl. base \I*ʔēsu-\i (Chech. \Iȫsa-,\i Ing. \Ieso\i); the vowel ö in the Chech. direct base is a result of later vowel levelling.
660|*lāʒi ( ~ -c̣-)|1653|a heap of wheat sheaves|lēza|läza||    4th class in Chech., 3d class in Ing.
661|*ꭓōla|1655|haystack|ꭓōla|ꭓol||    3d class in Chech., 6th class in Ing.
662|*ʁāma|1656|1 haystack 2 haycock|ʁāma 1|ʁama 2||    4th class in both languages.
663|*ħett ( ~ -ē-,-ṭṭ)|1657|threshing-floor|ħätt|ħett||    4th class in Chech., 3d class in Ing. Obl. base \I*ħatte-rV-\i (~-ā-,-ṭṭ-), cf. Chech. \Iħättara-,\i Ing. \Iħattaro.\i
664|*ʔārŁ-|1658|to thresh|ār-|ard-|arl-|    In Bacb. arl- is Kadagidze's notation; Matsiyev has arλ-. A direct derivate from this verbal stem is PN \I*ʔārŁV:\i Chech. \Iēra\i 'threshing-floor; grain lying upon it', Ing. \Iɔrda-l\i 'sheaves ready for threshing; cattle working on the threshing-floor'.
665|*b(ɦ)al-|1663|hill||balam||    Attested only in Ing. (with a frequent suffix -Vm), but having probable external parallels.
666|*laʔ ( ~ -ā-,-ʕ)|1664|mountain pass|||laʔ (Matsiyev)|    Attested only in Bacb., with probable external parallels.
667|*bōḳ|1669|lump, excrescence|bog|bog||    Obl. stem \I*bōḳa-\i (Chech. \Ibōga-\i) / \I*bōḳi-\i (Ing. \Ibego\i). 4th class in both languages.
668|*ʡadurV|1675|mountain stream (after rain or thawing)|ʕowr-aš|||    The Chech. form is a pluralis tantum. The reconstruction is tentative (without Bacb. it is impossible to establish whether PN had here *-d-, *-b-, *-g- or *-w-, as well as the precise PN vowel quality and quantity).
669|*-Vḳ|2277|1 a diminutive suffix 2 deverbative nominal and adjective substantivator|-Vg 1, -rg, -nig 2|-Vg, -lg 1|-Vḳ 1, -ri-ḳ  2|    An extremely productive common Nakh suffix (usually diminutive, but in some cases neutralized).
670|*for-d ( ~-ṭ)|1679|sea|hord|ford||    6th class in both languages. Abayev (1,485-486) thinks that the Nakh forms are borrowed from Ossetian (\Ifūrd\i / \Iford\i 'big river, sea'). But the Ossetian word has no Iranian or IE etymology (see Abayev ibid.), whereas the NC etymology of the Nakh word ( = Av. \Iraλád\i etc.) is quite clear - therefore it is obvious that the Ossetian word is borrowed from Nakh.
671|*ħāst ( ~ -ṭ)|1680|spring|ħast|ħast||    Obl. base \I*ħāstu-\i (cf. Chech. \Iħosta-;\i in Ing. \Iħasto\i with vowel levelling). 3d class in Chech., 6th class in Ing. For vowel length cf. the Pharch. form \Iħāst.\i
672|*stiḳe-l (~sṭ-)|1683|sky|stigal|sigale||    4th class in both languages.
673|*ma|2272|a prohibitive particle ("do not...")|ma|ma|ma|
674|*č̣ič̣ ( ~ -ǯ)|1684|amulet (stone)|č̣iž|||    Cf. perhaps also Chech. \Ič̣ižarʁa,\i Ing. \Ič̣inžarʁa\i 'elder-berry'.
675|*tꭓi|1694|1 dew 2 hoar-frost|tꭓi 1|tꭓi-r 1|tꭓi-r 2|    3d class in all languages. Ing. and Bacb. reflect a suffixed form \I*tꭓi-r.\i
676|*law|1699|snow|lō|lɔ|law|    3d class in all languages. Obl. base \I*lawV-\i (Chech. \Ilaj-,\i Ing. \Ilajwo\i). Cf. also Lev. \Ilwō,\i Akk. \Ilaw\i id.
677|*jīs|1700|hoar-frost|jis|jis||    4th class in both languages. Obl. base \I*ʔāse-rV-\i (Chech. \Iēsara-,\i Ing. \Iasaro\i).
678|*sa|1708|1 light; eye-sight 2 dawn 3 to dawn|sa 1|sa-ꭓila 3|sa-ꭓiλno 2|    3d class in Chech. Obl. base \I*si-\i (cf. Chech. \Isi-n,\i dat. \Isi-na\i).
679|*sṭab(ʡ)V / *bʡastV|1709|1 autumn 2 spring|bʕästē 2|bʕästi 2|sṭabo 1|    The Chech.-Ing. form is metathesized and has a *-jV-suffix (without it cf. Chech. \Ibʕästa\i 'in spring'). Vowel length is not clear.
680|*doħa|1710|spring|||doħa|
681|*ʡa|1711|winter|ʕa|ʕa|ʕa|    3d class in all languages. Obl. base \I*ʕane-\i (cf. Chech. \Iʕäna-,\i Ing. \Iʕano\i). Cf. also Akk., Pharch. \Iʕa.\i
682|*ʡūq̇V|1713|morning twilight|ʕǖq̇ē|ʕüjq̇ē||    4th class in both languages. The Chech. and Ing. forms contain a *-jV-suffix (with another suffixation cf. Chech. \Iʕǖq̇a-na\i 'before dawn').
683|*ʡūrV|1715|morning|ʕǖrē|ʕujra|ʕur-dna|    4th class in all languages. The Nakh languages reflect two forms: \I*ʕūrV-jV\i (Chech. \Iʕǖrē,\i Ing. \Iʕujra,\i Bacb. (Desheriyev) \Iʕĳre\i) and a suffixed form \I*ʕūr-dV\i (Bacb. \Iʕur-dna\i 'morning', \Iʕur-dẽ\i 'in the morning', \Iʕur-d-lũ\i 'morning (adj.)'; Chech. \Iʕurrē\i 'in the morning' = Bacb. \Iʕurdẽ\i).
684|*hin-ca / *hin-ʒa|1718|now|hinca|hanz|inc|    Cf. also Lev., Shar., Khild. \Ihinca\i id.
685|*bʡo|1720|troops, army|bʕo|bʕu|bʕö (Matsiyev)|    5th class in Chech., 5/6th class in Ing., 6th class in Bacb. Obl. base \I*bʡa-\i (cf. Chech. dat. \Ibʕa-na,\i Ing. erg. \Ibʕe-wo\i). Cf. also a suffixed form in Bacb.: Bacb. \Ibuħ\i ( < \I*bʕo-ħu\i) 'war, quarrel'.
686|*baŁ- ( ~ -l-)|1722|1 shoulder 2 shoulders|bel-š 1|bel-až 1|bali 2|    4th class in Chech., Ing., 3d class in Bacb. The Bacb. form is attested only in Kadagidze's dictionary, thus in PN both *-Ł- and *-l- are possible. The Chech.-Ing. form (cf. also Pharch. \Ibeləž,\i Cheb. \Ibališ,\i Shar. \I beliš\i etc.) is an historical plural. Another suffixed form (built from the same root) is \I*bal-Vm\i > Chech. \Ibolam\i 'shoulder (from neck to arm), Ing. \Ibalam\i 'shoulder'.
687|*čabu ( ~ -w-)|1725|wound|čow|čow||    Cf. also Chech. (in Uslar's notation) \Ičauw\i id. 4th class in both languages. Obl. base \I*čabu-ne-\i ( ~ -w-), cf. Chech. \Ičewna-,\i Ing. \Ičowno.\i
688|*t-ōꭓ-|1726|to beat, hit|tōꭓ-|toꭓ-|toꭓ-|    The stem \I*t-ōꭓ-\i is terminative; the durative counterpart \I*t-ē-b-ꭓ-\i is preserved in Bacb. \Itepꭓ-.\i An old Ablaut stem \I*-ārꭓ-\i with another preverb (*d-) is probably reflected in Chech. \Idarꭓ-ō\i 'wounded (person)' (the semantic correlation 'to hit' - 'to wound' is quite usual in NC languages).
689|*=ōꭓ- / *=ēꭓ-|1727|to be destroyed, damaged|=ōꭓ-|=oꭓ-|=oꭓ-|    The durative stem \I*=ēꭓ-\i (with regular Ablaut) is preserved only in Bacb. \I=eꭓ-.\i
690|*host ( ~ f-,-ṭ)|1728|mark (on cattle's ear)|host|fost||    3d class in both languages.
691|*mʡic̣- ( ~ -ʕ-,-ʒ-)|512|snout||mʕiz-arg||    Attested only in Ing., but having probable external parallels.
692|*dol ( ~ -Ł)|1731|cubit|dol|dol|dol|    3d class in all languages. The Bacb. word is attested only in Kadagidze's notation, thus both *-l and *-Ł are possible in PN.
693|*šo|1732|span|ša|šu|še|    4th class in Chech., 6th class in Ing., 3d class in Bacb. We must reconstruct two variants for PN: \I*še\i (reflected in Bacb.) and \I*šo\i ( > Ing. \Išu\i). The vowel of the obl. base \I*ša-ni-\i ( > Chech. \Iše-n\i) in Chech. had influenced the direct base (instead of \Išo\i it became \Iša\i). The variation \I*šo\i / \I*še\i in PN perhaps should be explained by a special development of early PN \I*šʷe\i ( < PEC \I*č̣wimħV\i).
694|*doš|1734|word|doš|doš|doš|    3d class in all languages. Obl. stem \I*daši-,\i cf. Chech. \Ideša-,\i Ing. \Idešo,\i Bacb. plur. \Idaš-ni\i ( = Chech. \Ideš-na-š\i).
695|*moq ( ~ -ō-)|1735|song|||moq|    Isolated in Bacb., but having probable external parallels.
696|*ʔāc̣ ( ~ ɦ-, -ʒ)|1737|voice, sound|az|ɔz||    3d class in Chech., 4th class in Ing. Obl. base \I*ʔāc̣u-\i (Chech. \Iōza-,\i Ing. \Iɔzo\i), whence secondarily the vowel in the Ing. direct base.
697|*pħa|1741|vendetta|pħa|pħa||    5th class in Chech., 6th class in Ing. Obl. base \I*pħa-ne-,\i cf. Chech. \Ipħäna-,\i Ing. \Ipħano.\i
698|*ʁo|1742|help, support|ʁo|ʁo||    3d class in both languages. Obl. base \I*ʁo-ne-\i (Chech. \Iʁöna-,\i Ing. \Iʁono\i).
699|*nus|1745|daughter-in-law, sister-in-law|nus|nus|nus|    Obl. base \I*nasi-\i (Chech. \Inesa-,\i Ing. \Ineso,\i Bacb. plur. \Inase-r\i).
700|*l-aʔ-|1747|to want, to wish|laʔ-|l-|l-aʔ-|    Historically *l- here is not a prefix, but the root (with reduction < \I*=i(n)Ł̲ʷ-\i), while *-aʔ- is a suffix. Therefore the Ing. form \Il-a\i (pres. \Il-ow\i) which looks as a contraction, may be in fact an archaism (without the laryngeal suffix -aʔ- present in Chech. and Bacb.).
701|*sēsa-ḳ|1748|wife|sēsag|sesag||    Cf. also Ing. (in Imnaishvili's notation) \Isjēsag.\i In early PN \I*šēs-\i would be expected; \I*sēs-\i is a result of assimilation (regular).
702|*nobc|1749|1 bride-groom 2 son-in-law|nuc 1,2|najc 2||    Obl. stem \I*nabci-\i (Chech. \Inewca-,\i Ing. \Inajco-\i); in Ing. the obl. base passed to direct.
703|*ʒamV|1750|best man|zam-ō|zam-e||
704|*marq̇V-|1752|whirligig, humming-top||marq̇ilg||    Attested only in Ing.; possibly an irregular development of PEC \I*ṗVrḳV-.\i
705|*ʡen|1753|shadow|ʕin-daʁ|ʕi, ʕin-darʁa|ẽ|    3d class in all languages. Imnaishvili gives also for Chech. a variant \Iʕĩ,\i and for Bacb. - \Iʕẽ\i (if the Bacbi form is \Iẽ,\i as written down by Matsiyev and Kadagidze, then the correspondence is irregular: Bacbi should preserve ʕ- < *ʡ-). For the second part of the compound Chech. \Iʕin-daʁ,\i Ing. \Iʕin-darʁa\i see under PEC \I*=HĭGĀ̄.\i
706|*dād(a)|1756|father|dā|da|dad|    Cf. Bacb. (in Desheriyev's notation) \Idād\i (probably pointing to long *ā).
707|*wašo, *jašo|1760|1 brother 2 sister|waša 1, jiša 2|woša 1, jiša 2|waš 1, jaš 2|    Not clear is the voicing in plural forms: Chech. \Iwežarĳ,\i \Ijižarĳ;\i Ing. \Iwežarĳ,\i \Ijižarĳ;\i Bacb. \Iwažar,\i \Ijažar\i < PN \I*w-aže-r(V),\i \I*j-aže-r(V).\i
708|*ʔāŁi|1763|prince, master|ēla|äla|ālĕ|    Cf. Bacb. in Matsiyev's notation: \Iaλe\i (also by Desheriyev: \Ial\i), Ing. (Imn.) \Iǟla,\i Cheb. \Iāle,\i Khild. \Iēlĕ\i etc.
709|*ḳanat|1766|young man, boy; hero|ḳant|ḳant|ḳnat|    Obl. base \I*ḳanate-\i (Chech. \Iḳenta-,\i Ing. \Iḳanto,\i Bacb. \Iḳnati-\i). The most archaic form is preserved in the Cheb. form \Iḳanat;\i other Chech.-Ing. dialects reduced it to \Iḳant,\i but Bacbi - to \Iḳnat.\i
710|*ʔamgi-r ( ~ -ḳ-)|1768|one of several wives|emgar|engar||   The Nakh word has a quite solid EC etymology; that is why the Osset. \Iämɨǵɨr\i / \Iämigir\i must be certainly regarded as a loan from Nakh (despite Abayev 1958, 147-148).
711|*ħāša|1769|guest|ħāša|ħaša|ħaš, ħašĕ|    Obl. base \I*ħāši-\i (Chech. \Iħēša-,\i Ing. \Iħäšo\i).
712|*lōlu|1770|neighbour|lūla-ꭓō|lɔla-ꭓo||    The vowel difference between Chech. and Ing. is explained by the former paradigm: dir. base \I*lōlu\i ( > Chech. \Ilūla-\i), obl. base \I*lālu-\i ( > Ing. \Ilɔla-\i). The root is used also in an adverbial function: Chech. \Ilūla,\i Ing. \Ilala\i 'in the neighbourhood'.
713|*ʔārλi|1772|1 ungelt 2 ram|ēra 1|ärh 1|ajrλ 2|    Cf. also PN \I*ʔūrλ\i > Chech., Ing. \Iurh\i 'testiculi'. \I*ʔūrλ\i and \I*ʔārλi\i are probably historically parts of one paradigm: direct stem \I*ʔūrλ,\i obl. stem (with regular Ablaut) \I*ʔārλi-.\i
714|*bōra(-n)|1775|brown|bōra|bora||
715|*musṭi-n|1778|sour|müsta|mista|musṭĩ|    Cf. also Cheb. \Imustĩ,\i Lev. \Imüstĩ\i etc. The pure base can be seen in Chech. \Imust-dan\i 'make sour', Bacb. \Imusṭ-dalar\i 'get sour'.
716|*ꭓ-ārc-|1780|1 to turn, overturn (intr.) 2 to change|ꭓarc- 1|ꭓarc- 1|ꭓarc- 2|    Cf. pres. Chech. \Iꭓärca\i / \Iꭓorcu,\i Ing. \Iꭓɔrc\i (all pointing to *-ā-). The durative stem \I*ꭓērc-\i is attested in Chech. \Iꭓerc-\i (pres. \Iꭓörcu\i), Bacb. \Iꭓerc-.\i
717|*=aq̇i-na|675|thin, emaciated|=eq̇ana|||    Attested only in Chech., but having probable external parallels.
718|*sṭam-u(n) /-i(n)|1784|thick, dense|stomma|soma|sṭamĩ|    Cf. the pure root \I*sṭam-\i in Chech. \Istam-dan,\i Bacb. \Isṭam-dar\i 'to thicken'. Cf. also Cheb. \Istamũ,\i Shar., Itumk., Khild., Akk. \Isomma\i 'thick'.
719|*=arsṭ-|1786|to fatten, become fat|=arst-|=arst-|=arsṭ-|    Chech. pres. \I=erst-a.\i Cf. also the derivate adjective (participle): Chech. \I=ersta-na,\i Ing. \I=ersta\i 'fat'.
720|*=arc̣-|1787|naked, bare|=erzina|=erzana|=arc̣inŏ|    The pure stem is preserved in Bacb. \I=arc̣-dalar\i 'to become naked, take off clothes'. PN \I*=arc̣i-no\i is historically a participial form.
721|*q-arc̣-|1789|1 to roast 2 to roast (grain)|qarz-|qarz-|qarc̣-|    Chech. pres. \Iqorzu,\i Ing. \Iqorz.\i The durative stem \I*q-ērc̣-\i is retained in Bacb. \Iqerc̣-.\i
722|*ꭓ-ōbṭ-|1790|to soak up|ꭓūd-||ꭓoṗṭ-|    Chech. reflects only the terminative stem; Bacbi, besides \Iꭓoṗṭ-,\i has also the durative \Iꭓeṗṭ-\i < \I*ꭓ-ēbṭ-.\i     The same root is contained in two common Nakh derivates:     a) \I*b-ōṭi-n\i 'raw' (Chech. \Ibǖda,\i Ing. \Ibĳda\i /irregular: \Ibeda\i would be expected/, Bacb. \Iboṭĩ;\i cf. also Cheb. \Ibwōdĩ,\i Shar. \Ibū(j)di\ĩ etc.);       b) (with reduplication) \I*ṭāṭi-n\i 'wet' > Chech. \Iṭēda,\i Ing. \Iṭäda,\i Bacb. \Iṭaṭẽ\i (cf. also Cheb. \Iṭadẽ,\i Shar. \Iṭēdã\i etc.). The pure stem \I*ṭāṭ-\i can be seen in Chech. \Iṭād-ō\i 'to soak, become/make wet', Bacb. \Iṭaṭ-dar\i id., \Iṭaṭ-al\i 'liquid'.
723|*lujsṭi-n|1791|dense, close, thick|lüsta|lista|jupsṭĩ|    The Bacb. form goes back to \I*ljuwsṭi-\i < \I*lujsṭi-\i (cf. Chech. dialectal forms like Shar. \Ilujstĩ,\i Khild. \Ilwistĭ\i).
724|*=il-|1793|to wash|=il-|=il-|=il-dar|    Bacb. \I=il-\i (by Desheriyev and Kadagidze).
725|*=uq̇i-n|1800|thick (of liquids), dense|=üq̇a|=iq̇a|=uq̇ĩ|    Cf. also Cheb. \I=uq̇ĩ,\i Shar. \I=ujq̇ĩ,\i Lev. \I=üq̇ĩ\i etc. For the pure root cf. Chech. \I=uq̇-dan,\i Bacb. \I=uq̇-dar\i 'to thicken, make dense'.
726|*=ēṭu-n|796|flat|=ȫda|=eda||
727|*t-arλe-n|1803|similar, equal|tera|tara|tarλe-nŏ|    The pure stem \I*t-arλ-\i can be seen in Chech. \Itar-dan\i 'to place, to fit', Bacb. \Itarλ-dar\i 'to compare', \Itarλ-dal-\i 'to be similar'.
728|*ʔāṭṭi-n|1804|right|ättū|ätta|aṭṭĩ|    The Chech. form contains a suffix (\Iättū\i < \I*ʔāṭṭi-w\i).
729|*ʔārŁi-n|1806|left|ärrū|ärda|arlĩ|    Chech. \Iärrū\i < \I*ʔārŁi-w\i (cf. \Iättū\i 'right' < \I*ʔāṭṭi-w\i). Cf. also Chech. Shar., Itumk. \Ierhi,\i \Ierha,\i Bacb. (in Matsiyev's notation) \Iarλiwꭓ\i 'left' (Kadagidze: \Iarleꭓ\i 'to the left, leftwards').
730|*luri-n|1811|severe, dangerous|lüra|lira||
731|*jāqi-n ( ~ *jēqa-n)|1816|undernourished, with not enough fat|jēqa|||    Attested only in Chech., but having probable Lezghian parallels.
732|*=ɦiwʔ|2319|four|=iʔ|=iʔ|=ʕiwʔ|
733|*pꭓi(ʔ)|2320|five|pꭓiʔ|pꭓiʔ|pꭓi|    Vowel shortness is seen in the Chech. obl. base \Ipꭓeʔa-na-.\i
734|*jalꭓ ( ~ -ā-)|2321|six|jalꭓ|jalꭓ|jetꭓ|    Vowel length is unknown. For Bacbi Imnaishvili writes \Ijatꭓ,\i but Kadagidze, Matsiyev and Desheriyev write \Ijetꭓ.\i
735|*worλ|2322|seven|worh|worh|worλ|
736|*ʔiss|2324|nine|iss|ĳs|iss|    -js- in Ing. is not quite clear (a special development of *-ss?).
737|*ʔiṭṭ|2325|ten|itt|itt|iṭṭ|
738|*ṭq̇a ( ~ -ā)|2326|twenty|ṭq̇a|ṭq̇o|ṭq̇a|    Ing. \Iṭq̇o\i either presupposes PN \I*ṭq̇o\i (connected with \I*ṭq̇a\i by Ablaut), or else is a suffixed form < \I*ṭq̇a-w(V\i). Original vowel length is unknown.
739|*šu|2289|you (2d p. plur.)|šu|šu|šu|    For the short vowel in PN cf., e.g., Chech. dat. \Išu-na.\i The PN ergative can be reconstructed as \I*ʔašV\i (Chech. \Iaša,\i Bacb. \Iajš;\i Ing. \Iɔša\i has been transformed on analogy with \Iɔꭓa\i 'we').
740|*ni-c̣q̇ (*ni-c̣H)|1820|strength, power|nic̣q̇|niz|nic̣q̇|    5th class in Chech., 6th class in Ing. and Bacb. Cf. also Shar. \Inic̣ʁ\i id.
741|*s-iꭓe-n|1821|quick, swift|siꭓa|siꭓa||    Cf. the pure stem in Chech. \Isiꭓ-dan\i 'to hasten'.
742|*ḳa-l(e)|2242|down, below (adv.)|ḳel|ḳal|ḳiḳel|    In Bacb. the root is reduplicated; cf. also Bacb. \Iḳiḳlĩ\i 'lower'.
743|*ħa-lꭓa ( ~ -ā-)|2236|in front, before|ħalꭓa|ħalꭓa|ħatꭓ(ĕ)|
744|*=u / =a|1824|to be, is (an auxiliary verb)|=u|=a|=a|    The auxiliary verb "to be", used only in the present tense. The -u-vocalism in Chech. is probably secondary (\I*u̲-i\i > \I*w-u\i in the first class, whereas \I*-i\i > \I-a\i in other classes).
745|*=a-|1826|to do, to make, to give birth|=a-n|=e|=a-r|    A "rootless" verb (because of the loss of original laryngeal consonant) with vocalic alternations (cf. Chech. \I=a-n,\i pres. \I=o,\i Ing. \I=e,\i pres. \I=u\i etc.).
746|*=āꭓ-|1827|to live|=āꭓ-|=aꭓ-|=āꭓ-|
747|*=aw- ( ~ -ā-)|1834|1 to lose 2 to get lost, be lost|=ā- 1|=a 2|=aw- 2|
748|*q̇uw|1836|thief|q̇u|q̇u|q̇uw|    Obl. base \I*q̇u-ne-\i (cf. Chech. \Iq̇üna-,\i Ing. \Iq̇uno\i). A more archaic oblique base had been \I*q̇awV-,\i whence with suffixation PN \I*q̇awV-la:\i Chech. \Iq̇ajla-=āꭓa,\i Ing. \Iq̇ajla-aꭓa\i 'to conceal', and, with an early contraction, PN \I*q̇ōlV\i (obl. \Iq̇ālu-\i) 'theft' > Chech. \Iq̇ōla,\i Ing. \Iq̇ɔl\i (reflecting the oblique stem; cf. also Cheb. \Iq̇ālu,\i Shar., Khild. etc. \Iq̇ōlu\i), Bacb. \Iq̇ol\i (Matsiyev: \Iq̇olo,\i Desheriyev: \Iq̇ole\i).
749|*ʔēc-|1840|to take|ēc-|ec-|ec-|    Cf. also with a preverb: PN \I*l-āc-\i 'to take, catch, hold' (Chech. \Ilāc-,\i Ing. \Ilac-,\i Bacb. \Ilac-\i).
750|*ħabs-|1842|to look (plur.)|ħows-||ħaps-|    Vowel length unclear. Cf. also dur. \I*ħēbs-\i > Chech. \Iħīs-,\i Bacb. \Iħeps-.\i The Bacbi meaning is cited according to Matsiyev and Desheriyev; Kadagidze gives the meaning 'send' (a mistake?).
751|*ꭓāṭṭ-|1843|to ask|ꭓatt-|ꭓatt-|ꭓaṭṭ-|    The PN length is established on basis of forms like Chech. pret. \Iꭓätti-ra\i and Ing. pres. \Iꭓɔtt,\i pret. \Iꭓätta-d.\i The durative stem is \I*ꭓēṭṭ-\i > Chech., Ing. \Iꭓett-,\i Bacb. \Iꭓeṭṭ-.\i
752|*=āq- / *=āqq-|1853|to take away, take out, pull out|=aqq-|=aqq-|=aq-|    Vowel length is established on basis of forms like Chech. pret. \I=äqqi-ra\i (Ing. \I=äqqa-b\i), Ing. pres. \I=ɔqq.\i
753|*=ōbλ- ( ~ -l-,-Ł-)|1855|to pull, stretch|=ūl-|=uwl-||    Absence of the Bacb. parallel does not allow to choose between PN *-λ-, *-l- or *-Ł-.
754|*ꭓarč̣- ( ~ -ǯ-)|1856|to choose|ꭓarž-|ꭓarž-||    The Ing. form points to PN *-a- (cf. pres. \Iꭓorž,\i pret. \Iꭓerža-d\i); long -ā- in Chech. (pret. \Iꭓärž-ira\i) is therefore secondary, due to the influence of the regular durative counterpart \I*ꭓērč̣-\i (Chech. \Iꭓerž-\i).
755|*ꭓēbc-|1857|to change|ꭓīc-|ꭓuwc-||    Ing. \Iꭓuwc-\i is an analogical building after the present \Iꭓuwc\i (Chech. \Iꭓǖcu\i < \I*ꭓēbcu\i).
756|*laħ-|1859|1 to rake up, shovel up 2 to touch|laħ=ō 1|loħa=e 1|laħ- 2|    Cf. also Bacb. laħ-dar 'to gather (fruits)' (Chech. laħ=ō has this meaning, too). The durative stem is *lēħ- > Chech. lēħ=ō, Bacb. leħ-, leħ-dar.
