NUMBER|PROTO|PRNUM|MEANING|ABK|ABA|ADG|KAB|UBK|COMMENT
203|*bǝLˊa|779|1 between, inside 2 near|a-bžˊaˊ-ra 1|bžˊa-ra 1|bLā-ʁa 2|bLā-ʁa 2|bLa- 1|    PAT \I*bǝžˊa-\i (also used as a preverb 'between, inside' = Ub. \IbLa-\i). In PAK the preverb \I*bLa-\i means 'past (smth.)'. Its original meaning must have been 'near', cf. \I*bLa-ʁaˊ\i 'near', and it has hardly any connection with PAK \I*bLa\i 'arm' q.v. In spite of some semantic difficulties we think that it is possible to relate PAK \I*bLa-\i 'near, past' to the Ub. and PAT forms (a semantic shift of 'inside' to 'environs').
204|*čˀˊačˀˊa|993|kidney|a-čˀˊaˊčˀˊa|čˀˊačˀˊa|zˊazˊǝj|zˊazˊaj|čˀˊāˊčˀˊa|    PAT \I*čˀˊačˀˊa\i (cf. also Abkh. Bzyb. \Ia-čˀˊaˊčˀˊ\i); PAK \I*zˊazˊǝˊjǝ.\i The Abkh. and Ub. form correspond very well to each other and can only go back to PWC \I*čˀˊačˀˊa\i (note that Ub. also has \Izˊazˊǝˊja\i 'kidney', borrowed from Ad.). However, the phonetic explanation of the PAK form is more difficult (we should also expect \I*čˀˊačˀˊa\i). Shagirov (1977, 200) divides the AK form into the root *zˊa- and a diminutive suffix *-zˊǝjǝ; but we should rather think of a contraction and assimilation \I*čˀˊačˀˊa-zˊǝjǝ\i > \I*čˀˊa-zˊǝjǝ\i > \I*zˊazˊǝjǝ.\i In any case, it is impossible to separate the PAK form from other WC forms.
205|*ʒV|780|1 reach 2 approach, come near|aˊ-na-ʒa-ra 1|ana-ʒa-ra 1|||qˀa-ʒǝ- 2|    PAT \I*na-ʒa-,\i \I*ʕa-ʒa-\i (with different locative preverbs; the second form is reflected in Abkh. \Iāˊ-ʒa-ra,\i Abaz. \Iʕa-ʒa-ra;\i cf. also Bz. \Iaˊ-naʒa-ra,\i \Iāˊʒa-ra\i).      The Ub. forms \Iqˀa-ʒǝ-\i 'approach', \Iqˀa-ʒ-\i 'near' contain the same root; it is also present in the postposition \I-ō-n-ʒa\i 'to, up to, towards' ( = Abkh. (n)ʒa, Abaz. -ʒa id.; see Dumeˊzil 1932, 75, 250-251). However, the element qˀa- is the Ub. preverb \Iqˀa-\i 'in hand(s), at hand' (so \Iqˀa-ʒǝ-\i means something like 'near at hand') and does not correspond directly to PAT \I*ʕa-,\i PAK \I*q:a-.\i          See also under PWC \I*šǝ\i ( ~ *sˊ-) about possible AK parallels.
206|*ǯˊǝ (/*čˊǝ)|781|salt|a-ǯˊǝˊkˀa|ǯˊkˀa|šˊǝʁw|šǝʁw|ǯˊǝ|    PAT \I*ǯˊǝ-kˀa\i (with a not quite clear second component: is it the singulative marker *-kˀǝ - \I*ǯˊǝ-kˀa\i < \I*ǯˊǝ-kˀǝ\i 'a grain of salt' ?). PAK \I*čˊǝ-ʁʷǝˊ\i (Shagirov 2, 142 must be right in equating the second component with \I*ʁʷǝ-\i 'dry, get dry'). It is not quite clear why the affricate in PAK had become unvoiced (perhaps a secondary dissimilation).
207|*kˀˊačˀʷǝ|312|short|a-kˀˊaˊčˀ||čˀˊačˀˊǝ|čˀas˔ˊ||    PAK \I*kˀačˀˊǝˊ.\i Identifying \I*kˀa\i as 'tail' and treating the PAK form as 'empty-tailed' (thus in Shagirov 2, 134) is obviously a folk etymology. The Abkh. word may be, but not necessarily is, an AK loanword (phonetic correspondences are quite regular here).
208|*b(ǝ)Lˊa|145|snake|||bLa|bLa||    PAK \I*bLa.\i
209|*ʒˊʷanVzʷV (~-zˊʷV)|995|1 spleen 2 rennet, abomasum|a-vanǝˊza 1|ʒanǝza 1|ǯˊanazˊ 2|||    PAT \I*ǯʷanǝza\i (~ -zˊ- - because the Bzyb. form is not known); cf. also Abaz. Ashkh. \Ivanǝza.\i The Ad. form \Iǯˊanazˊ\i points to PAK \I*ʒˊanazˊǝ.\i It is possible that we should compare also Kab. \Izˊanfa-n\i 'intestines (of animal); entrails'. This will support the reconstruction *ʒˊ (Ad. ǯˊ : Kab. zˊ), but we will have to reconstruct PAK variants \I*ʒˊanazˊǝ\i / \I*ʒˊanǝsʷa\i ( < \I*ʒˊanǝzʷa\i with different dissimilational processes).     A regular correspondence for PAK *ʒˊ would be PAT *ǯ (*ž) < PWC *ʒˊʷ. Therefore for PAT we must suppose a metathesis of labialisation: \I*ǯʷanǝza\i < \I*ǯanǝzʷa.\i The correlation PAT \I*ǯanǝzʷa\i : PAK \I*ʒˊanǝzʷa\i would unequivocally point to PWC \I*ʒˊʷanVzʷV.\i However, the Ad. form \Iǯˊanazˊ\i allows for still another possibility of reconstruction: PWC \I*ʒˊʷanVzˊʷV\i (regularly > PAK \I*ʒˊanazˊǝ\i > Ad. \Iǯˊanazˊ;\i > PAT \I*ǯʷanǝzˊa\i - since /see above/ *-zˊ- is also possible in PAT).     Pace Shagirov (1977, 277), it is absolutely impossible to analyze the PAT form as \I*ǯʷa\i + \I*nǝza.\i
210|*ƛˀˊʷa|121|thin|a-pˀaˊ|cˀa|pˀʷāčˀˊa|pˀās.ˊa|pˀcˀa|    PAT \I*čˀʷa\i (cf. also Abaz. Ashkh. \If˔a\i). PAK \I*pˀʡʷa-čˀˊaˊ.\i Only the second part of the PAK word corresponds to PAT \I*čˀʷa\i and Ub. \Ipˀcˀa\i (this peculiar correspondence - note that this is the only word with it, and likewise the only word in PAT with *čˀʷ and in Abaz. with f˔!- points unambiguously to the PWC  lateral *ƛˀˊʷ). The first component is not quite clear (perhaps it's PAK \I*pˀʡʷa\i 'place' - 'having thin places'?).     PAK \I*-čˀˊa\i is contained also in \I*psǝ-n-čˀˊaˊ\i 'light', \I*za-n-čˀˊaˊ\i 'straight' (originally *'light and thin', 'straight and thin').
211|*ča|416|abomasum, rennet|aˊ-ca|cara||||    PAT \I*cˊa,\i \I*cˊa-ra\i (cf. also Bzyb. \Iaˊ-cˊar,\i \Iaˊ-cˊǝr\i id.); PAT *cˊ may go back to *č or *cˊ.
212|*ɣˊǝ|785|1 swift 2 wind 3 air|a-ʁˊǝˊ 1||žˊǝ 3|zˊǝ 2||    PAK \I*žˊǝ.\i Shagirov (1, 201) compares the Abkh. word (presupposing PAT \I*ɣˊǝ\i) with \I-bʁa\i in Ad. \Ižˊǝ-bʁa\i 'wind', Kab. \Izˊǝ-bʁa\i 'strong wind'. However, PAK *ʁ can not correspond to PAT *ɣˊ, while on the other hand PAK *žˊ corresponds well to PAT *ɣˊ. Therefore (despite some semantic difficulties) we prefer to compare the first part of the Ad. compound with Abkh.
213|*pǝλ:ʷa|529|1 wind 2 blow|a-pšaˊ 1|pša 1|ja-pšˊa-n 2|ja-psˊa-n 2|tˀa-psa 1|    PAT \I*pǝša.\i PAK \I*pš:ˊa-\i (Bzhed. \I-pš:ˊa-\i) with different preverbs means both 'blow (in gen.)' and 'blow (of wind)'. The component \Itˀa-\i in Ub. is unclear; \I-psa\i < \I*-psʷa\i ( < \I*pǝλʷa\i) with secondary dissimilatory delabialisation. See Шагиров 1, 175-176).
214|*χIˊamǝlǝ-|325|worm|||ħāmlǝw|ħambǝlǝw||    PAK \I*ħamǝLǝ-wǝ.\i
215|*xʷa|786|worm|aˊ-χʷa|χʷa|||xa(nkˀˊǝˊ)|    PAT \I*xʷa\i (cf. also Bz. \Iaˊ-xʷa\i). In Ub. -kˀˊǝ is an archaic singulative suffix; the morpheme xa- by itself is used in compounds. In Adygh cf. perhaps  Kab. \Ixʷǝ-ps\i 'larva, grub'.
216|*λˊV|787|1 year 2 day|šˊǝ- 2|šˊǝ- 2|jǝ-λa-s 1|jǝ-λa-s 1||    PAT \I*šˊǝ-\i in compounds: Abkh. \Iaˊ-šˊǝ-bžˊ,\i Abaz. \Išˊǝ-bžˊa-n\i 'noon' ( < \I*šˊǝ-bǝža,\i see \I*bǝža\i 'half'); Abkh. \Iaˊ-šˊǝ-žˊ\i 'morning', Abaz. \Išˊažˊǝ\i 'early in the morning'.         In the AK word (\I*jǝ-λaˊ-sǝ\i) jǝ- is a pronominal prefix; meaning of the final component (-sǝ) is not quite clear (cf. *-sa in \I*paˊ-sa\i 'early'?). Shagirov's (1, 185) hypothesis of a Turk. origin seems, anyway, very improbable.     The original meaning of the root is not clear ('time' in general?). Note that the corresponding root in Avaro-Andian languages has the same range of  meanings.
217|*šˊʷA|146|year|aˊ-škʷs|skʷšǝ|||šʷa|    Ub. def. \Iaˊ-šʷa.\i PAT \I*šǝ-kʷǝsˊǝ\i : probably from earlier \I*šʷǝ-kʷǝsˊǝ\i with dissimilation (cf. also different dissimilations and metatheses in modern languages: Bz. \Iaˊ-sˊkʷsˊ,\i Abaz. \Iskʷšǝ\i). The meaning of the component -kʷǝsˊǝ is not clear. Abdokov (1973, 54) compared the Abkh. word with AK \I*jǝλasǝ\i 'year' which is improbable.
218|*k:ʷǝ (~*k:ˊʷ-)|793|carriage, vehicle|||kʷǝ|gʷǝ||    PAK \I*k:ʷǝ.\i
219|*tʷanǝ|471|any musical instrument|||||tʷanǝˊ|    Ub. tʷ- may go back to *t:ʷ- or *tʷ-.
220|*χʷǝ|799|sheep|||χʷǝ-|χʷǝ-||    Attested only within compounds: PAK \I*χʷǝ-bŁa\i 'sheep' (q.v.), \I*χʷǝ-rǝˊ-sʷa\i 'sheepskin' (Ad. \Iχʷǝrǝsˊˇ,\i Kab. \Iχʷǝrǝfa\i). Cf. also Kab. \Iχʷǝretˀ\i 'an exclamation for urging sheep'. The verbal root \I*χʷǝ\i 'to graze, breed' (despite Shagirov 2) is to be kept apart.     Since only the PAK form is attested, for PWC *χʷ, *χˊʷ or *χIʷ can be reconstructed.
221|*tǝ / *tˀǝ|805|ram|a-tǝˊ|tǝ|tˀǝ|tˀǝ|tˀǝ|    PAT \I*tǝ,\i PAK \I*tˀǝ.\i Glottalisation in PAK and Ub. is obviously secondary, although its source is not quite clear (perhaps it reflects the original laryngeal -ʔ- which had been lost in Inlaut). Another solution would be  comparing the PAK and Ub. root with a different EC stem (cf. PA \I*ritˀana\i [~-o-]  'lamb' > Botl. \Iretˀana,\i Cham. \Ijetˀana\i etc.) - which, however, seems rather  dubious (it is difficult to separate WC forms from each other).
222|*bǝŁˊʷa|809|a flock of sheep or goats|||-bɣa|-bža||    PAK \I*-bŁa\i present only in the compound \I*χʷǝ-bŁaˊ\i (see *χʷǝ). PAK -Ł- can only go back to PWC *-Łˊʷ-.
223|*nǝčˊǝ|2316|a ram slaughtered in honor of the guest|||nǝšˊǝ|nǝš|nǝčˊǝˊ|    The Ub. form corresponds to PAK quite regularly, and there are no reasons to suppose a loan (despite Shagirov 1977). Judging from the external evidence, the root must have originally meant "a two-year-old ram, a grown-up ram".
224|*sˊʷǝ(na)|810|lamb|a-sǝˊ-s|sǝ-s|sˊǝna|sˊǝna||    PAT \I*sˊǝ-sˊǝ\i (cf. also Bz. \Ia-sˊǝˊsˊ\i), pl. \I*sˊa-ra\i (Abkh. \Ia-saˊ-ra,\i Bz. \Ia-sˊaˊ-ra,\i Abaz. \Isa-ra\i); -sˊǝ is the common suffix for names of young animals. PAK \I*sˊǝnaˊ.\i         External evidence suggests that -na is part of the root; reason for its loss in PAT is not quite clear. The correspondence PAT *sˊ : PAK *sˊ points unambiguously to PWC *sˊʷ.
225|*k:ǝt:ǝ (~g-,-d-)|314|hornless (of horned domestic animals)|a-gdǝˊ|gdi||||    PAT \I*gǝdǝ\i (or \I*gǝdǝ-jǝ\i > Abaz. \Igdi\i).
226|*cˀˊakˀa / *kˀacˀˊa|820|1 bug 2 nit|a-kˀacˀaˊ 1|kˀacˀa 1|cˀāčˀˊa 2|cˀačˀa 2||    PAT \I*kˀacˀˊa\i (cf. also Bz. \Ia-kˀacˀˊaˊ\i); PAK \I*cˀakˀaˊ.\i The meaning of the PAK form could have been influenced by its folk-etymological analysis as 'louse' (\I*cˀa\i) + 'egg' (\I*kˀa\i), but external parallels leave no doubt that the bisyllabic structure is here original.
227|*bǝɣA|307|waist|aˊ-bʁa|bʁa|bɣǝ|bɣǝ||    PAT \I*bǝɣa;\i PAK \I*bɣǝ.\i See Shagirov 1962, 1977.
228|*k:ap:a|119|1 side 2 mountain slope|||čˊāpa 2|ǯāba 1||    PAK \I*k:ap:aˊ.\i
229|*žˊakˀˊa|833|beard|a-žaˊkˀˊa|žakˀˊa|žāčˀˊa|zˊāčˀa||    PAT \I*žakˀˊa,\i PAK \I*žakˀaˊ.\i The Abkh. form is usually considered as a loan from AK, because the word may be analysed in AK as 'tail (\I*kˀa\i) of the mouth (\I*žˊa\i)'. However, external correspondences for the root as a whole make us suspect that this may be a folk etymology; in the latter case - since the correspondences are fully regular - the root could be reconstructed as such for PWC. Still, Ub. \Ižākˀˊa\i 'beard' is certainly borrowed from AK (otherwise we should expect žˊ- in Ub.).     From WC the word was borrowed into neighbouring languages, cf. Osset. (Dig.) \Izakˀä,\i \Izekˀä\i 'chin, beard', \IMegr.\i bžakˀe 'beard' (for initial b- cf. Abkh. Samurz. (Marr) \Ia-bžaˊkˀˊa\i). See Abayev 1969, 285.
230|*bˊVbˊa|260|soft;shaggy 1 fluffy, downy|a-baˊba 1|baba 1|||dʷǝdʷaˊ|    PAT \I*baba.\i
231|*cˀˊǝ(nǝ)kˊa (/-kˀˊ-)|834|wart|a-kˀancˀǝcˀǝˊra|cˀǝnkˀˊra|q:am-cˀǝčˊ|ħam-cˀǝrāčˀa||    PAT \I*cˀˊǝnkˀˊǝ-ra\i / \I*kˀˊancˀˊǝ-ra\i (cf. also Bzyb. \Ia-kˀancˀˊǝcˀˊǝˊr,\i Ashkh. \Ikˀancˀǝra\i); PAK \I*-cˀǝka\i / \I*-cˀǝraˊkˀa\i (meaning of the component: Ad. \Iq:ām-,\i Kab. \Iħam-\i is unclear).     An expressive root with metatheses and some irregular changes; however, obviously archaic (cf. external data).
232|*parǝpalǝ-|849|moth|a-parpalǝˊkˀˊ|||||    Attested only in Abkh., but with sound PEC parallels.
233|*bǝbǝ|850|dust 1 bubble 2 blister 3|aˊ-bǝb||psǝ-bǝb 2|psǝ-bǝb 3||    PAK \I*bǝbǝ\i (\Ipsǝ-\i "water").
234|*Łˊʷa|129|1 rib 2 side 3 (preverb) by side of|aˊ-va-ra 2|ʒa-rta 2|cā-ɣa 1|ʒā-ža 1|ʒa- 3|    PAT \I*ǯʷa\i in compounds \I*ǯʷa-rV(-ta)\i 'side' (Abkh. \Iaˊ-va-ra,\i Abaz. \Iʒa-rta\i), \I*ǯʷa-cˀǝs\i 'rib' (Abkh. \Ia-va-cˀǝˊs,\i Abaz. \Iʒa-cˀǝˊs\i); the morpheme *ǯʷa is also used as a preverb 'side, by side of' ( = Ub. \Iʒa-\i). PAK \I*-Ła\i in a compound \I*c:a-Łaˊ\i 'rib(s)' (\I*c:a-\i 'tooth, sharp edge'). The correspondence PAK *Ł (Ad. ɣ, Kab. ž) :PAT *ǯʷ (Abkh. v, Abaz. ʒ) : Ub. ʒ points only to PWC *Łˊʷ. The original meaning "rib" is preserved in PAT and PAK compounds.
235|*p:ǝ˜sa|242|eyebrow|aˊ-ǯˊǝ-mšˊ|ǯˊǝ-msa|nā-pca|nā-bʒa|bLa-msaˊ|    For PWC a compound \I*bǝ˜lV-p:ǝ˜sa\i (**'eye-hair') should be reconstructed. The first part is normally reflected in Ub. \IbLa-\i and PAK \I*na-,\i but in PAT replaced by an obscure component \I*ǯˊǝ-\i (PAT \I*ǯˊǝ-mǝsV\i). In Abkh. a further assimilation has occurred (\I*ǯˊǝ-ms\i > \Iǯˊǝ-mšˊ\i). The strong *p:- in PWC is suggested by the PAK form \I*-p:c:a\i < \I*-p:sa\i (PAK \I*na-p:c:aˊ\i).
236|*rV-pǝχa|856|lung|a-rpħaˊ|rapħa||||    PAT \I*rVpǝħa;\i historically the rV- is probably a prefix.
237|*bǝtʷa|245|sheep's spring-time hair|aˊ-btʷa|bčʷa||||    PAT \I*bǝtʷa\i (in Abkh. there exists also a secondary variant \Iaˊ-ptʷa\i).
238|*p:Vwa (~b-)|862|1 to breathe 2 breath||||bawa-n 1|bǝˊwa 2|    The word is lacking in Ad. (bawa- 'to kiss' is quite a different root, despite Kuipers 14), thus *b- or *p:- may be reconstructed for PAK, and, consequently, for PWC. Despite Shagirov 1,77 the Kab. word is certainly not a Turkic loan, and the Ubykh word - not a loan from Kabardian.
239|*p:aχ(I)a|864|steam|||pāχ|bāχa||    PAK \I*p:aˊχa.\i     See Shagirov 1,69 (Shagirov is right in thinking that Abaz. \Ibaχ\i is a Kabardian loan - pace Abdokov 1973,40; there is, however, absolutely no reason to consider the Adygh. root an Arabic loan).
240|*pǝšǝ-ta- (~ -s-)|865|to swell|||psǝta-||psta-|    Ub. 3d p. \Ia-pstaˊ-n.\i Dumeˊzil 1975 considers the Ub. word as a loan from Adygh., deriving the Adygh. verb from \Ipsǝ\i 'water'; Shagirov 2,36 also supports this etymology. It is possible, but seems to us less likely in view of the external evidence.         Since there are no AA parallels, it is impossible to distinguish between reconstructing *-š- or *-s- in the root.
241|*c:ʷapa|867|cradle|||||cʷāpaˊ|    Isolated in Ub., but with probable EC correspondences.
242|pIVqˀˊIV (~ -qˊI:-)|869|hat, cap|||pāʡʷa|pǝʡa|bIaqˀIǝˊ|    PAK \I*pVʡaˊ\i (labialisation of ʡʷ in Ad. is secondary, due to the labialising influence of p-). Voiced bI- in Ub. is irregular (probably *pI- > *pˀI- (under influence of glottalisation) > *bI- (dissimilation)). The correspondence PAK *ʡ : Ub. qˀ points either to PWC *qˀˊI or *qˊI:.
243|*padǝ|873|socks, stockings|||λa-pad|λa-pad||    PAK \I*λa-paˊdǝ\i (\I*λa\i "foot"). Ub. \Iλapaˊd\i "woolen socks" is probably an Ad. loanword (like Abkh. \Ia-klapad\i).     Shagirov (1977,251) derives \I*λapaˊdǝ\i from \I*λapa\i 'front part of the foot' + \I*da\i "to sew" which is quite improbable in view of the external evidence.
244|*pǝqʷV|876|1 plum 2 peach 3 fruit|a-pħʷaˊ/bħʷaˊ 1||pχa- 1,3|pχa- 1,3|pqǝ 3|    The PAK root \I*pχV-\i / \I*pχʷV-\i is present in several compounds: \I*pχa-gʷǝλǝ\i 'wild plum' (Ad., Kab. \Ipχagʷǝλ\i), \I*pχa-sˊħamǝsˊħa\i 'fruit'. With labialisation cf. Shaps. \Ipχʷǝ-sˊʷtˀa\i 'plum', \Ipχʷǝ-ca\i 'peach'. The PAK form \I*q:ǝ-pˀcˀaˊ\i 'plum' (Ad., Kab. \Iq:ǝpˀcˀa\i) is probably a modification of \I*pχ(ʷ)ǝ-pˀcˀa\i under influence of PAK \I*q:ǝcaˊ\i 'peach' which has a separate etymology (q.v.).     In Ub. the root means 'a k. of big plum'.     The WC languages have yet another root with close meaning, but without the initial labial: cf. Abaz. \Iħʷa-saˊ,\i Abkh. \Ia-ħʷa-saˊ\i 'wild plum' (in Bzyb. we have \Ia-pħʷasˊaˊ\i / \Ia-bħʷasˊaˊ\i - obviously, a result of merging \I*pǝħʷa\i 'plum' and \I*ħʷasˊa\i 'wild plum'); *-sˊa is a frequent component in names of plants. We could compare also Bzhed. \Iχǝrc\i 'peach' (as opposed to other terms with *q:- or *pχʷ-, see above). Although we can not absolutely exclude the possibility of a secondary loss of the initial labial in these forms (see Shagirov 2, 229), it is still possible to reconstruct a separate PWC root \I*χ(ʷ)V\i (or \I*χˊ(ʷ)V\i, \I*χI(ʷ)V\i ) 'wild plum' opposed to \I*pǝqʷV\i plum. This root (but not Abkh. \Ia-pħʷaˊ,\i pace Lomtatidze 1961, 116-117) could be compared to PL \I*χʷen:\i 'plum, wild plum' (Lezg. \Iχʷat,\i dial. \Iχʷad,\i Tab. \Iχut,\i dial. \Iχud,\i Ag. \Iχut,\i dial. \Iχur,\i \Iχud,\i  Rut. \Iχäd,\i Tsakh. \Iχon,\i Kryz. \Iχed,\i Bud. \Iχed\i).
245|*bǝʁ(I)a|877|1 rotten 2 having a bad eye-sight|a-bāˊ 1|bʕa 1|nā-bʁa 2|nā-bʁa 2||    PAK \I*na-bʁaˊ\i (*na 'eye'). The original meaning of the root was 'eye secretion, matter in the eye' which explains the divergence of meaning in PAT and PAK.
246|*pǝzˊa|880|ploughshare|a-pǝˊza|pǝza|cʷā-bza|vā-bʒa|cʷā-bzˊaˊ|    PAT \I*pǝza\i (cf. also Bzyb. \Ia-pǝˊza\i); PAK \I*cʷa-bʒaˊ.\i     The first part of the Adygh and Ub. compound, despite Shagirov 1977, 104-105, is connected neither with PWC \I*c:ʷǝ\i 'ox' (q.v.) nor with PWC \I*zʷa\i 'to plough' (q.v.), but reflects a separate PWC root (see under \I*Hrājc_ū\i). Again, pace Shagirov ibid., since the correspondence between Abkh. and Ad. here is quite obvious, it is impossible to connect the second part of the compound with PAK \I*bzǝ\i 'to cut' (q.v.). Finally, since Ub. has a palatal zˊ, the Ub. form (again despite Shagirov ibid.) can not be regarded as an Adygh loanword. The correspondence between PAK \I*-bʒa,\i PAT \I*pǝza\i and Ub. \I-bzˊa\i is quite regular.
247|*pʷV|882|spring|āˊ-pǝ-n|ʕa-p-nǝ|||wa-faˊ-da|    PAT \I*ʕa-pǝ-nǝ\i (-nǝ is a locative/temporal nominal suffix). The PAT and Ub. forms go back to a PWC compound \I*ʁˊIʷa-pʷV\i (\I*ʁˊIʷa-\i 'time, season' q.v.).
248|*(a)pˊ:ǝ|889|father|ab|aba|tǝ|āda|tʷǝ|    PAT \I*abV\i (cf. also Abkh. plur. \Iaˊba-cˇa\i); PAK \I*at:a,\i \I*t:ǝ\i (cf. also Ad. /in compounds/ \Iāt(a\i) ). Ub. def. form \Iaˊ-tʷ.\i     The correspondences are regular, thus it seems reasonable to accept Deeters's etymology (Deeters 1963,39), pace Shagirov (1, 56-57). Cf. also Meˊszaˊros 1934,208 (Abkh.-Ub.).
249|*bˊʷV|890|to sew|aˊ-ʒa-χ-ra|ʒa-χ-ra|da-n|da-n|-dʷǝ-|    PAT \I*ʒˊa-xǝ-\i (cf. also Abkh. Bz. \Iaˊ-ʒˊa-x-ra\i); PAK \I*da-\i (trans., cf. also \I*dǝ-\i intr. > Ad., Kab. \Idǝ-n\i). The same root served as a basis for PWC \I*bˊʷV\i / \I*bˊʷV-bˊʷV\i 'awl' > PAT \I*ʒˊaʒˊǝ\i (Abkh. \Iaˊ-ʒaʒ,\i Bz. \Iaˊ-ʒˊaʒˊ,\i Abaz. \Iʒaʒǝ\i), PAK \I*dǝdǝˊ\i (Ad. \Idǝdǝ,\i Kab. \Idǝd\i); Ub. \Idʷa\i 'needle'.
250|*qI:(ʷ)abIa|893|a heap of sheaves|||||qIabIaˊ|    Isolated in Ub., but having very probable external parallels.
251|*bǝžˊV|895|1 beetle 2 flea|a-bžǝˊ 1|bǝž 1|bžǝ-ʒa 3|bzˊǝ-ʒa 3||    In Abaz. there exists also a reduplicated form \Ibǝžbǝž.\i PAT \I*bǝžǝ,\i PAK \I*bžǝ-ʒaˊ\i (-ʒaˊ < PWC \I*ʒˊǝ\i 'flea, fly' q.v.). The correspondence PAK *ž : PAT *ž is only pointing to PWC *žˊ.     This root (for phonetic reasons) should be kept apart both from Ub. \Ižʷa(n)kˀˊǝˊ \i'flea' and from PAK \I*bžˊa\i 'bee'.     See Shagirov 1977, 91.
252|*bǝqˀV-wǝ (~-ǝ˜-)|897|1 post, log, pile  2 pilaster, post, pillar|a-bǝˊqˀʷ||p:q:aw|pq:ow, bǝq:ow||    PAT \I*bVqˀʷǝ\i (cf. also Bz. \Ia-baˊqˀʷ\i); PAK \I*bǝqˀ:aˊ-wǝ\i / \I*p:q:aˊ-wǝ.\i      Despite Klimov (1968, 292) there are no reasons to consider the Abkhaz form  an Adygh loan. Kumakhov's etymology (1964,126) - PAK \I*b(ǝ)q:aˊwǝ\i from \I*p:q:ǝ\i 'corpus, skeleton' - seems dubious, first of all because of the Kab. form \Ibǝq:ow\i (there's no parallel form \I*bǝq:ǝ\i 'skeleton' in Kab.). Very dubious is the comparison with Ub. \IbǝqˀIʷ\i 'thick' (Shagirov 2, 47).     Since there is no Ub. cognate, it is impossible to determine whether the first vowel in PWC was nasalized or not. Somewhat unclear is the status of the PAK *-wǝ: it is either a suffix (in this case \I*bǝq:aˊwǝ\i < \I*bǝq:ʷaˊ-wǝ\i), or part of the root which has yielded labialisation in Abkh. (\I*bVqˀʷǝ\i < \I*bVqˀǝwǝ\i).
253|*mVčˊV|898|1 millet (standing) 2 bread 3 to eat|a-čˊaˊ 2|čˊa-ra 3|mašǝ 1|maš 1||    PAT \I*čˊa\i 'to eat; bread, wheat' (cf. also Abkh. \Ia-čˊa-raˊ\i 'to eat', \Ia-čˊaˊ-ra-ʒ\i / \Ia-čˊa-rǝˊ-ʒ\i 'wheat' [lit. 'seed of bread']); PAK \I*mačˊǝˊ.\i     Despite  Shagirov (1, 268) PAK \I*mačˊǝˊ\i is not connected with PAT \I*mǝxǝ\i 'field, harvest' q.v. We prefer the older etymology of Rogava (1956, 34). The disappearance of *mV- in PAT must be explained by the fact that the root became verbal in PAT ('to eat') - and verbal roots can not begin with *m-.
254|*mǝcˊ:ǝ|903|wall|a-tʒaˊ-mc|||||    Cf. also Bzyb. \Ia-tʒˊaˊ-mcˊ\i id. (tʒa- "house, household"). Isolated in Abkh., but having probable EC parallels.
