"NUMBER","PROTO","PRNUM","MEANING","ABK","ABA","ADG","KAB","UBK","COMMENT"
 229,"*ž́aḳ́a", 833,"beard","a-žáḳ́a","žaḳ́a","žāč̣́a","źāč̣a","","    PAT \I*žaḳ́a,\i PAK \I*žaḳá.\i The Abkh. form is usually considered as a loan from AK, because the word may be analysed in AK as 'tail (\I*ḳa\i) of the mouth (\I*ž́a\i)'. However, external correspondences for the root as a whole make us suspect that this may be a folk etymology; in the latter case - since the correspondences are fully regular - the root could be reconstructed as such for PWC. Still, Ub. \Ižāḳ́a\i 'beard' is certainly borrowed from AK (otherwise we should expect ž́- in Ub.). §    From WC the word was borrowed into neighbouring languages, cf. Osset. (Dig.) \Izaḳä,\i \Izeḳä\i 'chin, beard', \IMegr.\i bžaḳe 'beard' (for initial b- cf. Abkh. Samurz. (Marr) \Ia-bžáḳ́a\i). See Abayev 1969, 285."
 230,"*b́Vb́a", 260,"soft;shaggy 1 fluffy, downy","a-bába 1","baba 1","","","dʷədʷá","    PAT \I*baba.\i"
 231,"*ć̣ə(nə)ḱa (/-ḳ́-)", 834,"wart","a-ḳanc̣əc̣ə́ra","c̣ənḳ́ra","q:am-c̣əč́","ħam-c̣ərāč̣a","","    PAT \I*ć̣ənḳ́ə-ra\i / \I*ḳ́anć̣ə-ra\i (cf. also Bzyb. \Ia-ḳanć̣əć̣ə́r,\i Ashkh. \Iḳanc̣əra\i); PAK \I*-c̣əka\i / \I*-c̣əráḳa\i (meaning of the component: Ad. \Iq:ām-,\i Kab. \Iħam-\i is unclear). §    An expressive root with metatheses and some irregular changes; however, obviously archaic (cf. external data)."
 232,"*parəpalə-", 849,"moth","a-parpalə́ḳ́","","","","","    Attested only in Abkh., but with sound PEC parallels."
 233,"*bəbə", 850,"dust 1 bubble 2 blister 3","á-bəb","","psə-bəb 2","psə-bəb 3","","    PAK \I*bəbə\i (\Ipsə-\i "water")."
 234,"*Ł́ʷa", 129,"1 rib 2 side 3 (preverb) by side of","á-va-ra 2","ʒa-rta 2","cā-ɣa 1","ʒā-ža 1","ʒa- 3","    PAT \I*ǯʷa\i in compounds \I*ǯʷa-rV(-ta)\i 'side' (Abkh. \Iá-va-ra,\i Abaz. \Iʒa-rta\i), \I*ǯʷa-c̣əs\i 'rib' (Abkh. \Ia-va-c̣ə́s,\i Abaz. \Iʒa-c̣ə́s\i); the morpheme *ǯʷa is also used as a preverb 'side, by side of' ( = Ub. \Iʒa-\i). PAK \I*-Ła\i in a compound \I*c:a-Łá\i 'rib(s)' (\I*c:a-\i 'tooth, sharp edge'). The correspondence PAK *Ł (Ad. ɣ, Kab. ž) :PAT *ǯʷ (Abkh. v, Abaz. ʒ) : Ub. ʒ points only to PWC *Ł́ʷ. The original meaning "rib" is preserved in PAT and PAK compounds."
 235,"*p:ə̃sa", 242,"eyebrow","á-ǯ́ə-mš́","ǯ́ə-msa","nā-pca","nā-bʒa","bLa-msá","    For PWC a compound \I*bə̃lV-p:ə̃sa\i (**'eye-hair') should be reconstructed. The first part is normally reflected in Ub. \IbLa-\i and PAK \I*na-,\i but in PAT replaced by an obscure component \I*ǯ́ə-\i (PAT \I*ǯ́ə-məsV\i). In Abkh. a further assimilation has occurred (\I*ǯ́ə-ms\i > \Iǯ́ə-mš́\i). The strong *p:- in PWC is suggested by the PAK form \I*-p:c:a\i < \I*-p:sa\i (PAK \I*na-p:c:á\i)."
 236,"*rV-pəχa", 856,"lung","a-rpħá","rapħa","","","","    PAT \I*rVpəħa;\i historically the rV- is probably a prefix."
 237,"*bətʷa", 245,"sheep's spring-time hair","á-btʷa","bčʷa","","","","    PAT \I*bətʷa\i (in Abkh. there exists also a secondary variant \Iá-ptʷa\i)."
 238,"*p:Vwa (~b-)", 862,"1 to breathe 2 breath","","","","bawa-n 1","bə́wa 2","    The word is lacking in Ad. (bawa- 'to kiss' is quite a different root, despite Kuipers 14), thus *b- or *p:- may be reconstructed for PAK, and, consequently, for PWC. Despite Shagirov 1,77 the Kab. word is certainly not a Turkic loan, and the Ubykh word - not a loan from Kabardian."
 239,"*p:aχ(I)a", 864,"steam","","","pāχ","bāχa","","    PAK \I*p:áχa.\i §    See Shagirov 1,69 (Shagirov is right in thinking that Abaz. \Ibaχ\i is a Kabardian loan - pace Abdokov 1973,40; there is, however, absolutely no reason to consider the Adygh. root an Arabic loan)."
 240,"*pəšə-ta- (~ -s-)", 865,"to swell","","","psəta-","","psta-","    Ub. 3d p. \Ia-pstá-n.\i Dumézil 1975 considers the Ub. word as a loan from Adygh., deriving the Adygh. verb from \Ipsə\i 'water'; Shagirov 2,36 also supports this etymology. It is possible, but seems to us less likely in view of the external evidence.     §    Since there are no AA parallels, it is impossible to distinguish between reconstructing *-š- or *-s- in the root."
 241,"*c:ʷapa", 867,"cradle","","","","","cʷāpá","    Isolated in Ub., but with probable EC correspondences."
 242,"pIVq̇́IV (~ -q́I:-)", 869,"hat, cap","","","pāʡʷa","pəʡa","bIaq̇Iə́","    PAK \I*pVʡá\i (labialisation of ʡʷ in Ad. is secondary, due to the labialising influence of p-). Voiced bI- in Ub. is irregular (probably *pI- > *ṗI- (under influence of glottalisation) > *bI- (dissimilation)). The correspondence PAK *ʡ : Ub. q̇ points either to PWC *q̇́I or *q́I:."
 243,"*padə", 873,"socks, stockings","","","λa-pad","λa-pad","","    PAK \I*λa-pádə\i (\I*λa\i "foot"). Ub. \Iλapád\i "woolen socks" is probably an Ad. loanword (like Abkh. \Ia-klapad\i). §    Shagirov (1977,251) derives \I*λapádə\i from \I*λapa\i 'front part of the foot' + \I*da\i "to sew" which is quite improbable in view of the external evidence."
 244,"*pəqʷV", 876,"1 plum 2 peach 3 fruit","a-pħʷá/bħʷá 1","","pχa- 1,3","pχa- 1,3","pqə 3","    The PAK root \I*pχV-\i / \I*pχʷV-\i is present in several compounds: \I*pχa-gʷəλə\i 'wild plum' (Ad., Kab. \Ipχagʷəλ\i), \I*pχa-śħaməśħa\i 'fruit'. With labialisation cf. Shaps. \Ipχʷə-śʷṭa\i 'plum', \Ipχʷə-ca\i 'peach'. The PAK form \I*q:ə-ṗc̣á\i 'plum' (Ad., Kab. \Iq:əṗc̣a\i) is probably a modification of \I*pχ(ʷ)ə-ṗc̣a\i under influence of PAK \I*q:əcá\i 'peach' which has a separate etymology (q.v.). §    In Ub. the root means 'a k. of big plum'. §    The WC languages have yet another root with close meaning, but without the initial labial: cf. Abaz. \Iħʷa-sá,\i Abkh. \Ia-ħʷa-sá\i 'wild plum' (in Bzyb. we have \Ia-pħʷaśá\i / \Ia-bħʷaśá\i - obviously, a result of merging \I*pəħʷa\i 'plum' and \I*ħʷaśa\i 'wild plum'); *-śa is a frequent component in names of plants. We could compare also Bzhed. \Iχərc\i 'peach' (as opposed to other terms with *q:- or *pχʷ-, see above). Although we can not absolutely exclude the possibility of a secondary loss of the initial labial in these forms (see Shagirov 2, 229), it is still possible to reconstruct a separate PWC root \I*χ(ʷ)V\i (or \I*χ́(ʷ)V\i, \I*χI(ʷ)V\i ) 'wild plum' opposed to \I*pəqʷV\i plum. This root (but not Abkh. \Ia-pħʷá,\i pace Lomtatidze 1961, 116-117) could be compared to PL \I*χʷen:\i 'plum, wild plum' (Lezg. \Iχʷat,\i dial. \Iχʷad,\i Tab. \Iχut,\i dial. \Iχud,\i Ag. \Iχut,\i dial. \Iχur,\i \Iχud,\i  Rut. \Iχäd,\i Tsakh. \Iχon,\i Kryz. \Iχed,\i Bud. \Iχed\i)."
 245,"*bəʁ(I)a", 877,"1 rotten 2 having a bad eye-sight","a-bā́ 1","bʕa 1","nā-bʁa 2","nā-bʁa 2","","    PAK \I*na-bʁá\i (*na 'eye'). The original meaning of the root was 'eye secretion, matter in the eye' which explains the divergence of meaning in PAT and PAK."
 246,"*pəźa", 880,"ploughshare","a-pə́za","pəza","cʷā-bza","vā-bʒa","cʷā-bźá","    PAT \I*pəza\i (cf. also Bzyb. \Ia-pə́za\i); PAK \I*cʷa-bʒá.\i §    The first part of the Adygh and Ub. compound, despite Shagirov 1977, 104-105, is connected neither with PWC \I*c:ʷə\i 'ox' (q.v.) nor with PWC \I*zʷa\i 'to plough' (q.v.), but reflects a separate PWC root (see under \I*Hrājc̲ū\i). Again, pace Shagirov ibid., since the correspondence between Abkh. and Ad. here is quite obvious, it is impossible to connect the second part of the compound with PAK \I*bzə\i 'to cut' (q.v.). Finally, since Ub. has a palatal ź, the Ub. form (again despite Shagirov ibid.) can not be regarded as an Adygh loanword. The correspondence between PAK \I*-bʒa,\i PAT \I*pəza\i and Ub. \I-bźa\i is quite regular."
 247,"*pʷV", 882,"spring","ā́-pə-n","ʕa-p-nə","","","wa-fá-da","    PAT \I*ʕa-pə-nə\i (-nə is a locative/temporal nominal suffix). The PAT and Ub. forms go back to a PWC compound \I*ʁ́Iʷa-pʷV\i (\I*ʁ́Iʷa-\i 'time, season' q.v.)."
 248,"*(a)ṕ:ə", 889,"father","ab","aba","tə","āda","tʷə","    PAT \I*abV\i (cf. also Abkh. plur. \Iába-ča\i); PAK \I*at:a,\i \I*t:ə\i (cf. also Ad. /in compounds/ \Iāt(a\i) ). Ub. def. form \Iá-tʷ.\i §    The correspondences are regular, thus it seems reasonable to accept Deeters's etymology (Deeters 1963,39), pace Shagirov (1, 56-57). Cf. also Mészáros 1934,208 (Abkh.-Ub.)."
 249,"*b́ʷV", 890,"to sew","á-ʒa-χ-ra","ʒa-χ-ra","da-n","da-n","-dʷə-","    PAT \I*ʒ́a-xə-\i (cf. also Abkh. Bz. \Iá-ʒ́a-x-ra\i); PAK \I*da-\i (trans., cf. also \I*də-\i intr. > Ad., Kab. \Idə-n\i). The same root served as a basis for PWC \I*b́ʷV\i / \I*b́ʷV-b́ʷV\i 'awl' > PAT \I*ʒ́aʒ́ə\i (Abkh. \Iá-ʒaʒ,\i Bz. \Iá-ʒ́aʒ́,\i Abaz. \Iʒaʒə\i), PAK \I*dədə́\i (Ad. \Idədə,\i Kab. \Idəd\i); Ub. \Idʷa\i 'needle'."
 250,"*qI:(ʷ)abIa", 893,"a heap of sheaves","","","","","qIabIá","    Isolated in Ub., but having very probable external parallels."
 251,"*bəž́V", 895,"1 beetle 2 flea","a-bžə́ 1","bəž 1","bžə-ʒa 3","bźə-ʒa 3","","    In Abaz. there exists also a reduplicated form \Ibəžbəž.\i PAT \I*bəžə,\i PAK \I*bžə-ʒá\i (-ʒá < PWC \I*ʒ́ə\i 'flea, fly' q.v.). The correspondence PAK *ž : PAT *ž is only pointing to PWC *ž́. §    This root (for phonetic reasons) should be kept apart both from Ub. \Ižʷa(n)ḳ́ə́ \i'flea' and from PAK \I*bž́a\i 'bee'. §    See Shagirov 1977, 91."
 252,"*bəq̇V-wə (~-ə̃-)", 897,"1 post, log, pile  2 pilaster, post, pillar","a-bə́q̇ʷ","","p:q:aw","pq:ow, bəq:ow","","    PAT \I*bVq̇ʷə\i (cf. also Bz. \Ia-báq̇ʷ\i); PAK \I*bəq̇:á-wə\i / \I*p:q:á-wə.\i      Despite Klimov (1968, 292) there are no reasons to consider the Abkhaz form  an Adygh loan. Kumakhov's etymology (1964,126) - PAK \I*b(ə)q:áwə\i from \I*p:q:ə\i 'corpus, skeleton' - seems dubious, first of all because of the Kab. form \Ibəq:ow\i (there's no parallel form \I*bəq:ə\i 'skeleton' in Kab.). Very dubious is the comparison with Ub. \Ibəq̇Iʷ\i 'thick' (Shagirov 2, 47). §    Since there is no Ub. cognate, it is impossible to determine whether the first vowel in PWC was nasalized or not. Somewhat unclear is the status of the PAK *-wə: it is either a suffix (in this case \I*bəq:áwə\i < \I*bəq:ʷá-wə\i), or part of the root which has yielded labialisation in Abkh. (\I*bVq̇ʷə\i < \I*bVq̇əwə\i)."
 253,"*mVč́V", 898,"1 millet (standing) 2 bread 3 to eat","a-č́á 2","č́a-ra 3","mašə 1","maš 1","","    PAT \I*č́a\i 'to eat; bread, wheat' (cf. also Abkh. \Ia-č́a-rá\i 'to eat', \Ia-č́á-ra-ʒ\i / \Ia-č́a-rə́-ʒ\i 'wheat' [lit. 'seed of bread']); PAK \I*m��́ə́.\i §    Despite  Shagirov (1, 268) PAK \I*m��́ə́\i is not connected with PAT \I*məxə\i 'field, harvest' q.v. We prefer the older etymology of Rogava (1956, 34). The disappearance of *mV- in PAT must be explained by the fact that the root became verbal in PAT ('to eat') - and verbal roots can not begin with *m-."
 254,"*məć:ə", 903,"wall","a-tʒá-mc","","","","","    Cf. also Bzyb. \Ia-tʒ́á-mć\i id. (tʒa- "house, household"). Isolated in Abkh., but having probable EC parallels."
 255,"*bə̃la (~-ĺ-)", 907,"1 ladder 2 funeral stretcher","","čʷə-mla 1","pχā-bLa 2","pχā-bLa 2","","    The Abaz. form goes back to \I*cʷə-məla,\i where cʷə- is probably the PAT verb root \I*cʷə\i 'to plane' ("planed ladder"). PAK \I*bLa\i (with \I*pχa-\i 'wood'; cf. also Kab. \Iqā-bLa\i id. with \I*qa\i 'grave'). The Adygh compound \I*pχa-bLa\i was also borrowed in Ub. \IpχabLa.\i §    The root has absolutely nothing to do with \I*bLa\i 'arm' or \I*bLa-\i 'to plait' (see Shagirov 2,20)."
 256,"*q̇́aba", 912,"ploughshare","","q̇́aba","","","","    Isolated in Abaz., but having very probable EC parallels."
 257,"*λ:V",2317,"three","χ-pa","χ-pa","š́ə","śə","śa ~ śə","    PAT \I*xə\i (cf. also Bzyb. \Ix-pa\i); PAK \I*š́:ə\i 'three' (cf. also Bzhed. \Iš́:ə\i), \I*š́:a\i 'thrice' (Ad. \Iš́a,\i Bzhed. \Iš́:a,\i Kab. \Iśa\i). The correspondence PAT *x : PAK *š́: : Ub. ś reflects only PWC *λ:."
 258,"*baba (~p:)", 917,"grandfather","bába","","","","","    Isolated in Abkh., but having EC parallels."
 259,"*naṭa", 927,"forehead","","","nāṭa","nāṭa","","    PAK *naṭá. One cannot agree with Kuipers' (1960,111) attempt to consider this stem an Adygh compound."
 260,"*q:ʷa", 939,"1 gorge, ravine 2 valley","","","q:ʷa 1,2","q:ʷa 1,2","qʷa 2","    PAK \I*q:ʷa.\i The Ub.-Ad. comparison see in Mészáros 1934,377, Shagirov 1,231 (where he also adduces Ub. \Iq̇Iʷa\i 'cave' and Abkh. \Ia-q̇ʷara\i 'rocky river bank' which should be kept apart). This root also should be separated from PAT \I*ḳʷarV\i 'ravine, river' (despite Shagirov ibid.) and from Ub. \Iq̇ʷadá\i 'gutter' (despite Abdokov 1973,55)."
 261,"*ḳaṗa", 184,"shin, shank; calf of leg","","","λa-č̣́āṗa","λa-n-č̣āṗa","","    PAK \I*ḳaṗá\i (in a compound with \I*λa\i 'foot, leg')."
 262,"*ŁaʁIʷa", 946,"jaw","a-c-lamħʷá","c-lamħʷa","","","LáʁIʷa","    PAT \I*cə-laməħʷa\i (a compound with \I*cə\i 'tooth'; cf. also Bzyb. \Ia-clamħʷə́\i); -mə- is a secondary insertion, probably due to the influence of PAT \I*ʒ́aməʕʷa\i 'cheek' q.v."
 263,"*q̇́ʷə", 948,"mouth","","","ʡʷə","ʡʷə","","    PAK \I*ʡʷə\i (presupposing PWC *q̇́ʷ-, *q́:Iʷ- or *q̇́Iʷ-)."
 264,"*ʁIanəc:a", 956,"hook","","","","","ʁIā́nca","    Isolated in Ub., but having good EC parallels."
 265,"*ƛ̣ə", 962,"back","","","č̣́ə-b","ṣ́ə-b","","    PAK \I*č̣́ə\i (in compounds with \I*bə\i 'thick part', \I*p:q:ə\i 'bone' > Ad. \Ič̣ə-pq:\i 'waist'). The PAK *č̣́ may go back to PWC *ƛ̣, *ƛ̣́ʷ, *č̣́ or *č̣ʷ; we prefer *ƛ̣ only on basis of the external evidence."
 266,"*nəq:Iə", 629,"armpit","","","","","nəqI","    Ub. qI may go back to PWC *qI or *q:I (although within WC we have no examples for *q:I > Ub. qI, this is exactly the expected reflex)."
 267,"*q̇ʷaq̇ʷa",  58,"hip-bones","a-q̇ʷáq̇ʷa","q̇ʷaq̇ʷa","","","","    PAT *q̇ʷaq̇ʷa."
 268,"*mc̣ʷV",1003,"1 part of the foreleg 2 young branch 3 foreleg","á-mać̣̌ 2","pə-m��̣ʷa 1","ṣʷā-λa 3","f̣ā-λa 3","","    PAK \I*c̣ʷa-λá\i (\Iλa\i 'foot'). PAT \I*mac̣ʷV;\i cf. also Abkh. Bzyb.  \Ia-pə́-mač̣\i "front side of femoral parts of hindlegs" ( = Abaz. \Ipə-m��̣ʷa\i). The meaning 'branch' in Abkh. (Abzh.) is obviously secondary."
 269,"*məʁa (~-ʁ́-)",1010,"handle","á-mā","mʕa","","","","    PAT \I*məʕa.\i"
 270,"*ḳ́əsə",1012,"little finger","a-na-ć̣̌-ḳ́ə́s","m��ʷ-ḳ́əs","","","q̇a(n)cʷa-ḳ́ə́s","    PAT \I*ḳ́əsə,\i used in a compound with \I*ma-cʷa\i 'finger' or \I*š́a-cʷa\i 'toe' - in Ub., also a compound with the same root (PWC \I*c:ʷa\i ~ \I*ƛ:ʷa\i). Cf. also Abkh. Bzyb. \Ia-na-ć̌-ḳ́ə́s\i 'little finger'; Abkh. \Ia-š́a-ć̣̌-ḳ́ə́s,\i Bzyb. \Ia-š́a-ć̌-ḳ́ə́s,\i Abaz. \Iš́��ʷ-ḳ́əs\i 'little toe'."
 271,"*ḱ:ʷac:(ʷ)V (~ǵʷ-)",1017,"1 shin 2 calf of leg","a-š́argʷáć̌ ́","","","","λa-ǵáca 2","    The Abkh. and Ub. form are in perfect correspondence. In both cases there is a compound with PWC \I*λ́a\i 'foot' (in Abkh. also a connecting morpheme -r-). The second consonant can also be reconstructed as *-c(ʷ)-."
 272,"*wṼč̣́V",1020,"empty, hollow","","","n��̣́ə","naṣ́","wəč̣́á","    PAK \I*n��̣́ə́.\i See Aбдоков 1973, 61, Шагиров 1977, 282. Somewhat uncertain is the status of the first syllable. It can be either reconstructed as \I*wṼ\i (with *w- possibly reflecting the old class prefixation), or Shagirov may be right in treating PAK *na- and Ub. wə- here as two different derivational morphemes."
 273,"*kʷəš(ʷ)V (~ *ḱʷ-)",1022,"1 mane 2 head's crown","a-kʷə́š̌ 2","","sakʷ 1","sokʷ 1","","    PAK \I*sákʷə.\i For PWC also *s may be reconstructed (since there are no Bzyb. data available). §    Despite Shagirov (1977) PAK \I*sákʷə\i can not have been borrowed from Ub. \Iša-q̇Iʷə\i 'hair on head' (for phonetic reasons); however, he must be right in  considering Ub. \Isakʷ\i as a loan from Ad. The Abkh. form can be compared if we assume a metathesis - which is rather common in roots of this type."
 274,"*kʷa", 487,"hip, thigh","","","kʷa","kʷa","","    PAK \I*kʷa.\i"
 275,"*məč̣ʷə",1025,"1 wood, firewood 2 coal","a-mč̣ə́ 1","mč̣ə 1","ṣ́ʷa-məč̣ 2","f̣a-məṣ́ 2","","    PAT \I*məč̣ə;\i PAK \I*c̣ʷa-mə́č̣ə\i (lit. "black (\I*c̣ʷa-\i) wood"). See Шагиров 1977, 2, 102 (where, however, PAK \I*c̣ʷa-\i is erroneously linked to \I*mac̣ʷa\i 'fire')."
 276,"*ḳ́anə",1026,"knucklebone","","","č̣́an","č̣an","","    PAK \I*ḳánə\i (in PWC both *ḳ and *ḳ́ may be reconstructed)."
 277,"*ṗV",1027,"extremity","-ṗə","-ṗə","","","-ṗa","    The root is present only in compounds: \I*λ́a-ṗV\i 'foot' (PAT \I*š́aṗə,\i Ub. \Iλā-ṗá\i) q.v., PAT \I*na-ṗə,\i Ub. \Iq̇ā-ṗá\i 'hand' q.v."
 278,"*χ́V",   6,"more","ájħa","a(j)ħa","nāh","naχ","ća-χ́","    PAT \I*(ajə)-ħa\i (with a reciprocal prefix); PAK \I*ná-χ́ə\i (with a deictic prefix na-). In Ub. ća- is a comparative prefix. See Shagirov 1,281 with literature (justly singling out the common WC root morpheme \I*χ́V\i "more"; however, Shagirov's linking this root with PAT \I*ħaraḳə\i 'high' is probably wrong)."
 279,"*ć̣ə",   7,"1 small bird 2 sparrow","a-c̣ə́-s","c̣i-s","","","","    PAT \I*ć̣ə-śə\i (cf. also Abkh. Bzyb. \Ia-ć̣ə́ś\i ) with a singular-diminutive component \I*śə;\i without it cf. the plural form \I*ć̣a-ra\i > Abkh. a-c̣á-ra, Bzyb. \Ia-ć̣á-ra,\i Abaz. \Ic̣ara.\i"
 280,"*ḳə",  12,"dark","","","ṣ́ʷə-n-č̣́ə","č̣ə-f̣","","    PAK \I*c̣ʷə(n)-ḳə́\i / \I*ḳə-c̣ʷə́\i (in Ad. Bzhed. both \Iṣ́ʷənč̣́ə\i and \Ič̣́əṣ́ʷə\i exist; cf. also both variants in Kab. \Iwə-n-č̣əf̣-\i / \Iwə-f̣ənč̣-\i 'to go out (as light)'). The root \I*ḳə\i is used within these two compounds with \I*c̣ʷə\i 'dark, black'; cf. perhaps also PAK \I*ḳa-ʁʷa\i / \I*ṗḳa-ʁʷa\i 'soot' (Ad. \Iṗč̣́aʁʷā-sa,\i Kab.  \Ič̣āʁʷa,\i \Ič̣aʁʷāsa\i) - a compound with \I*ʁʷa\i 'smoke'. See Kuipers 1975, 33, 52, 53."
 281,"*Ĺa-", 306,"to paint","","","La-","La-","La-","    PAK \I*La-.\i Since the PAK and Ub. forms correspond perfectly to each other, Shagirov's (1,242) complicated reasoning and reconstruction of the original meaning "good, to rejoice" seems absolutely unnecessary (to say nothing of linking the root with Abkh. \Ia-gʷə-r-ʁ́a-ra\i which is phonetically impossible)."
 282,"*bagʷə",  37,"scab, rash; pimple","","","bagʷə","bagʷ","bagʷə́","    Ub. \Ibagʷə́\i may be an Ad. loan (see Shagirov 1,71), but not necessarily so; nothing contradicts the genuine relation between the PAK and Ub. words.     Abkh. \Ia-bā\i 'rotten' has, of course, nothing to do with the root (pace Abdokov 1973,40)."
 283,"*xa",1032,"1 thread (in spindle,skein) 2 scrap of thread; fibre","a-χá 1","χa-c 2","","","","    Cf. also Abkh. Bzyb. \Ia-xá.\i In Abaz. - a compound with the singulative stem -c(ə)."
 284,"*laśʷV", 489,"wool","á-lasa","lasa","","","dašʷə́","    PAT \I*laśa\i (cf. also Bzyb. \Iá-laś\i). Correspondences are regular."
 285,"*kʷanəda (~*ḱʷ-)", 339,"bush, shrub","","","kʷānd","","","    Cf. also Bzhed. \Ikʷānda\i id. Shagirov's (1977) attempt to decompose the root must be considered unsuccessful."
