"NUMBER","PROTO","PRNUM","PSPEECH","MEANING","NEPALI","DERCOMM","COMMENTS"
 554,"lambha",   0,"","","",""," vide  \X0lamba.\x"
 555,"lambɨ",   0,"1) adv. 2) postp.","1) on a level plane","tira","[*lam 'road' + -bɨ anomalous derivative [< -bu 'at (same elevation)']","cf.  \X0lamba,\x \X0lamda,\x \X0lamtɨ.\x"
 556,"lamda",   0,"adv.","down below"," ũdho","[*lam 'road' + -da 'down at']"," cf.  \X0lamba,\x lambɨ, \X0lamtɨ.\x"
 557,"Lamdi:dza",   0,"n.","the ancestral Dumi homeland extending from the Rāva Kholā, above its confluence with the Tāp, up to the top of the Bāksilā ridge, excluding Sun%del, Simpānī and Mākpā","","[< *lam 'road']","vide  Section 1.2."
 558,"lamdɨ",   0,"","","",""," vide  \X0lamdu.\x"
 559,"lamdu",   0,"n.","road, way, path"," bāṭo",""," cf.  \X0lam.\x"
 560,"lamtɨ",   0,"1) adv. 2) postp.","1) above, upstairs 2) up to, up towards","1) ũbho 2) tira","[*lam 'road' + -ptɨ ̃ -tɨ 'up at']","cf.  \X0hoptɨ,\x \X0momtɨ,\x \X0tɨptɨ,\x \X0tsoptɨ,\x \X0thukkoptɨ;\x \X0lamba,\x \X0lambɨ,\x \X0lamda;\x \X0Hempa\x \X0akhusta?\x \X0-\x \X0De:l-lamtɨ.\x Where are you going? - Up to the village."
 561,"lamtɨ",   0,"to:to:  adv.","uphill"," ukālo.","[< lamtɨ 'above']",""
 562,"lamthi:nɨ",   0,"vi-1 lam thi:y/thi:","1) fall 2) hit the road, be on one's way","1) khasnu, laḍnu; 2) hĩḍnu.","[lam road, way + thi:nɨ stumble and fall]","2) \IAN\i \Ide:l-lamtɨ\i \Ibele\i \Ilɨkɨyi\i \Ilamthi:yəm\i I have gone off to loiter about in the village."
 563,"lamtsɨkö",   0,"n.","door"," ḍhokā, dahilo, dailo.","[also attested in Sasarkā; < lam 'way, path']",""
 564,"latnɨ", 862,"vt-2a lat-lats/las","take out, take off, remove, extract, remove, produce, hatch"," jhiknu, nikālnu",""," cf.  \X0lənnɨ\x \X0vt-4.\x"
 565,"la:so",   0,"","","",""," vide  \X0lu:.\x"
 566,"la:tnɨ",   0,"vt-2a la:t-la:ts/la:s","be enough for someone"," pugnu.","","reach someone or something; \IAN\i \Iala:tsənə\i It wasn't enough for me"
 567,"la:wo",   0,"","","",""," vide  \X0lu:.\x"
 568,"Leletsi",   0,"n.","household deity in the form of a horridly ugly long-haired person which, when displeased, causes fever, delirium and insanity"," Man Jhāʔkrī, Baresakhaṇḍī.","",""
 569,"lemma",   0,"n.","daydream, imagination","","[< *len 'day'; cf. Limbu lEndik 'daytime', lEnlEn 'all day long', lEndzya 'daytime snack']","cf.  \X0hodɨ,\x \X0syemma.\x"
 570,"lemnɨ", 432,"vi-3 li:m-lem","be sweet, taste sweet","","","cf.  \X0kha:nɨ,\x \X0lempɨ,\x \X0tsɨrnɨ.\x"
 571,"lemnɨ", 428,"vi-3 li:m-lem","1) grow, sprout, germinate, come up 2) spring, spring forth (said of a water at a source)","1) pahlāunu",""," 2) Nep. \Ibagnu.\i"
 572,"lempɨ",   0,"adj.","sweet"," guliyo.","[lem- < lemnɨ 'taste sweet' + -pɨ AP]","\IMomrim\i \Ikhi:m\i \Ilempɨ\i Honey is sweet"
 573,"lemtimsɨ",   0,"n.","the tree Bassia butyracea (also listed in botanical sources as Aesandra butyracea or Madhuca butyracea)"," ciurī","[< sɨ 'wood']",""
 574,"lennɨ",   0,"vt-2a lend/len-lents/les","swallow"," nilnu.","",""
 575,"lennɨ", 653,"vt-2a lend/len-lents/les","move, spill (liquid)"," sārnu.","",""
 576,"leńsinɨ", 395,"vr.erg.","change (esp. clothes)"," badalī garnu","","\IGu\i \Ilenstɨ\i I'll get changed; \IHammɨlʔa\i \Igu\i \Ihamlensti\i They're getting changed; cf.  \X0nenɨ\x \X0vt-1.\x"
 577,"leNghok",   0,"n.","throat","","","cf.  \X0toksɨ.\x"
 578,"leNnɨ",   0,"vt-3 liN-leN","smear on (mud or clay)"," lipnu","",""
 579,"lepnɨ",   0,"vt-2a lept/lep-liph/lip","1) glue, stick; 2) mend, fasten, patch.","","","1) cf.  \X0kepnɨ\x \X0vt-2a\x"
 580,"letnɨ",   0,"vt-2a let-li:ts/li:s","plant, sow"," ropnu",""," cf.  \X0Nyepnɨ.\x"
 581,"letnɨ", 812,"vi-3 li:ts/li:s-let","survive"," bāʔcnu.","",""
 582,"letnɨ", 863,"vt-4 li:d/li:t-li:ts/li:s-let","1) release, let go, let loose 2) so:m li:tnɨ (so:m 'breath' as third singular patient) exhale","1) choḍnu; 2) sās phirnu","","cf.  \X0potnɨ\x \X0vt-2a\x \X0(3),\x \X0thɨtnɨ\x  \X0vt-2a\x \X0(2).\x"
 583,"letnsunɨ",   0,"vt-6a li:sa-li:suy/li:su-li:sɨ-li:so","get rid off, cast out"," choḍī paṭhāunu.","[dimittively aspectivized letnɨ 'release, let go']",""
 584,"le:", 441,"n.","singing","","","in the lexicalized combination \Ile:\i \Ilɨnɨ,\i vide  \X0lɨnɨ\x \X0vi-4\x (3b)."
 585,"le:m", 436,"n.","tongue"," jibhro.","[also attested in Sasarkā ]",""
 586,"lə",   0,"interj.","all right, O.K."," la.","",""
 587,"ləkə",   0,"postp.","from"," bāṭa.","",""
 588,"ləmnɨ",   0,"vt-3 lum-ləm","look for, search, seek"," khojnu.","",""
 589,"ləmpa:nɨ",   0,"vt-3 lum-ləm + vt-4 pad/pət-pəts/pəs-pat","go about in search of something or someone.","","[allatively aspectivized ləmnɨ 'look for, search'; cf. i:npa:nɨ, hu:pa:nɨ, sunpa:nɨ ]",""
 590,"lənnɨ", 433,"vt-4 lənd/lən-lənts/ləs-lət","bring out, take out, remove"," nikālnu","[dir. < lənnɨ vi-5 'come out, emerge']"," cf.  \X0latnɨ\x \X0vt-2a.\x"
 591,"lənnɨ",   0,"vi-5 lənts/ləs-lo:-ləʔ-lən","come out, emerge"," niskinu",""," cf.  \X0lənnɨ\x \X0vt-4.\x"
 592,"ləntsɨp",   0,"n.","man, male"," lognemānche",""," cf.  \X0mi:n,\x \X0mitsɨm.\x"
 593,"lə-Nka",   0,"interj.","well all right then, well in that case O.K.","","[lə 'all right' + -Nka 'well then']",""
 594,"ləpa",   0,"n.","wrestling, wrestling match","","","cf.  \X0tsemsinɨ\x vr. (2)."
 595,"liʔi",   0,"n.","high mountain pass, ridge, mountain crest"," ḍāʔḍā.","[< litnɨ 'cut']",""
 596,"liʔkhotnɨ",   0,"vt-2a liʔkhot-liʔkhots/liʔkhos","(with third singular patient agreement with incorporated patient liʔi 'ridge') cut across a ridge, cross over a mountain, cut through a high pass (movement away from point of reference)"," ḍāʔḍā kāṭi lagnu.","[< liʔi 'ridge, any high pass' (Nep. ḍāʔḍā ) + khotnɨ ̃ khətnɨ 'take, take away' without apophony of stem vowel, lit. 'to take a ridge']","cf.  \X0liʔpitnɨ\x  \X0vt-2a;\x \X0Liʔkhoʔka\x (Nep. \X0Kāṭī\x \X0lagyaũ\x \X0)\x We cut across the mountain crest"
 597,"liʔpitnɨ",   0,"vt-2a liʔpid/liʔpit-liʔpits/liʔpis","(with third singular patient agreement with incorporated patient liʔi 'ridge') to come across a ridge, to cut across a ridge or mountain crest (toward the point of reference)"," yatā āundā ḍāʔḍā kāṭnu","[< liʔi 'ridge, any high pass' (Nep. ḍāʔḍā ) + pitnɨ vt-2a 'bring' (on a level plane)]"," cf.  \X0liʔkhotnɨ\x \X0vt-2a.\x"
 598,"liʔm",   0,"n.","side of a mountain, slope or face of a mountain.","","[liʔi 'mountain pass, ridge' + -m nom.sf.]",""
 599,"Liʔmbɨ",   0,"n.","Limbu","","","cf.  \X0SiriNpa.\x"
 600,"lim",   0,"n.","soft fibres (esp. as filling) for quilt, blanket or mattress; soft blanket"," pallā",""," cf.  \X0kaḿsinɨ.\x"
 601,"limtsəmi",   0,"n.","1) Miss; formal term of address for an unmarried woman 2) marriageable young man.","sus!rī","","1) cf.  \X0me:ʔmi\x"
 602,"linɨ",   0,"vi-3 liN-li","frolicsome aspectivizer 'prance about'","","","cf.  \X0mɨlinɨ,\x \X0tsumlinɨ,\x \X0wa:minɨ-ba:mlinɨ;\x vide  6.3.9."
 603,"litnɨ",   0,"vt-2a lid/lit-lits/lis","cut"," kāṭnu.","",""
 604,"litnɨ",   0,"vt-2a lit-lits/lis","turn around, turn over, overturn"," palṭyāunu.","",""
 605,"litnsinɨ",   0,"vr.non-erg.","turn over"," palṭinu.","[< litnɨ 'turn over']",""
 606,"li:", 636,"n.","penis"," lāḍo",""," cf.  \X0bha,\x \X0i:gdəm,\x \X0ka:diʔ,\x \X0tsirdəm.\x"
 607,"li:m",   0,"n.","sprout, shoot, bud"," ṭusā, munā.","[< lemnɨ vi-3 (1) 'sprout']",""
 608,"li:mtɨm",   0,"n.","cultivated plants.","","[li:mta 'it sprouts' < lemnɨ vi-3 (1) 'sprout, germinate' (Nep. pahlāunu ) + -m nom.sf.]",""
 609,"li:spu",   0,"n.","some species of bamboo suitable for making coyā"," coyā bāʔs.","[-bu 'bamboo']",""
 610,"li:tnɨ",   0,"","","",""," vide  \X0letnɨ\x \X0vt-4.\x"
 611,"lɨ",   0,"n.","sturdy large triangular woven basket, made of split bamboo (Nep. bāʔs or nigālā), open at the top, carried on the back and suspended from a wicker-strap lashed across the forehead, employed by porters for transporting freight or fieldhands in transporting and distributing manure or by women in carrying jugs of water and other household freight, etc.; a stick with a horizontal portion at the top, used in conjunction with the lɨ  both as a walking stick and as a support for the thoNga during rest pauses, the horizontal portion of the cane fitting neatly underneath the bottom of the triangular basket"," ḍoko.","",""
 612,"lɨʔɨ",   0,"n.","corpse"," lās!.","",""
 613,"lɨboʔo",   0,"n.","the language Nepali.","","[lɨ (Nep. ḍoko ) + boʔo language]",""
 614,"lɨboʔomɨl",   0,"n.","ethnonym denoting the Nepalis (viz., Bāhun, Chetrī ), those who speak lɨboʔo or Nepali.","","[lɨboʔo Nepali language + -mɨl plural]",""
 615,"lɨdzə, lɨdzəm", 813,"n.","millet"," kodo.","",""
 616,"lɨkdinna",   0,"adv.","the day after the day after the day after tomorrow, four days from now","","[lɨk < Tibeto-Burman *b-liy 'four' (Benedict 1972: 94); na < na:m sun]","Eastern Nep. \Ikānākarsī;\i cf.  \X0amnɨ,\x \X0aselma,\x \X0asina,\x \X0atina,\x \X0attha:mkuna,\x \X0na:mnɨ,\x \X0sɨmdinna.\x"
 617,"lɨmnɨ", 442,"vt-1 lɨm","boil something in water"," usinnu.","",""
 618,"lɨnɨ", 399,"vi-4 lo:-lɨ-lu","1) (inceptive pseudo-aspectivizer with infinitive) to commence, to begin, to start; 2) (conjugated impersonally) be felt unto someone, make itself felt unto someone; (conjugated personally) feel like, feel: 2a) \Iso:ʔwa\i \Ilɨnɨ\i be hungry unto someone; 2b) \Ikɨmin\i \Ilɨnɨ\i be thirsty unto someone; 2c) \Iso:ʔyəmbɨ\i ('famine') \Ilɨnɨ\i be in effect, be going on (of a famine); 2d) \Idi:r\i \Ilɨnɨ\i feel pleasure, enjoy, like; 2e) \Iminnɨ\i \Ilɨnɨ\i  to remember; 2g) \Idzuʔu\i \Ilɨnɨ\i feel cold 2h) \Ikhətn\i \Ilɨnɨ\i feel ashamed, be put to shame 3) perform, do (in lexicalized combinations): 3a) \Ibele\i \Ilɨnɨ\i goof around, loaf off 3b) \Ile:\i \Ilɨnɨ\i sing 3c) \Imintələlə\i \Ilɨnɨ\i be deeply engrossed in thought, be pensive 3d) (with \Igh\iɨmɨ\i spinning) twirl about, rotate along an axis","2) lāgnu","1) vide 6.3.12; \Isetnɨ\i \Iluyi\i They began to kill; \INyetnɨ\i \Ilo:\i It began to ache; 2d) \IO:ʔimsi\i \Idi:r\i \Ilo:\i I like to sleep; 2e) \IAminnɨ\i \Ilo:\i You remembered; \IO:minnɨ\i \Ilo:ta\i I shall remember; cf. \X0minnɨ\x vt-2a (2);  2f) \IAN\i \Iwəm\i \Ilo:ta\i I'm hot; cf. \X0wəm;\x 2h) cf. \X0ya:tnsinɨ;\x  3d) \Ighɨmi\i \Ilo:ta\i It's starting to spin; cf. \X0ranta,\x \X0rantam,\x \X0ri:nɨ\x vi-1.","Nep. 2d) \Iman\i \Ilāgnu\i 2h) \Ilāj\i \Ilāgnu;\i \I3)\i \Ibarālnu;\i 3c) \Isocāī\i \Igarnu,\i \Ivicār\i \Igarnu\i. For \Ilɨnɨ\i 'start' cf. perhaps Yamphu \Ili:ma\i id."
 619,"lɨnnɨ",   0,"vi-3 lɨnts/lɨs-lɨt","go under, pass under the horizon (of na:m 'the sun')","","","cf.  \X0gi:mnɨ\x \X0vi-1.\x"
 620,"lɨNkhɨ",   0,"n.","yeast, leaven","","","cf.  \X0a:rkɨ,\x \X0ɨmma,\x \X0poksim,\x \X0tsampɨ.\x"
 621,"lɨtnɨ", 438,"vt-2a lɨd/lɨt-lɨts/lɨs","tell someone"," bhannu.","",""
 622,"lɨtnɨ",   0,"vt-2a lɨd/lɨt-lɨts/lɨs","frolicsome aspectivizer for transitive verbs","","","vide  6.3.9."
 623,"loʔo", 402,"n.","large, edible frog"," pāhā",""," cf.  \X0bhorə.\x"
 624,"lolitnɨ",   0,"vt-2a lolit-lolits/lolis","overturn, flip something over; turn upside down; devastate, thoroughly upset.","","[< litnɨ vt-2a 'turn over']",""
 625,"lolitnsinɨ",   0,"vr.erg.","1) flip over (of a landed fish), 2) [myth., said of Ruwabhu ] turn oneself upside down, invert oneself (an act which Ruwabhu, who is both the planet Venus and the Rai Yggdrasil or Tree of Existence, which permeates and sustains all levels of the Universe with its roots in the underworld and branches in the heavens, will perform at the end of time when he is totally fed up and dissatisfied with mankind. When Ruwabhu does this, he will bring about the Ragnarok or total destruction of the world","","[< lolitnɨ 'turn upside down']","cf.  \X0lolitnɨ\x \X0vt-2a.\x"
 626,"lomdzom",   0,"n.","grain, cultivated foodstuffs","","","cf.  \X0li:mtɨm,\x \X0sura.\x"
 627,"lomthi:nɨ",   0,"","","",""," vide  \X0lamthi:nɨ.\x"
 628,"lopnɨ",   0,"1) vt-3 luph/lup-lop 2) n.","1) catch, seize, grab; pounce upon (said of wild animals and their prey) 2) hilt, haft, handle.","1) samāunu, samātnu, pakaḍnu","","1) cf.  \X0roNnɨ\x"
 629,"lop-pɨ",   0,"n.adj.","grabber, clutching, grabbing.","","[lopnɨ 'grab' + -pɨ AP]",""
 630,"lotnɨ",   0,"vt-2a lod/lot-lots/los","1) smear on (mud or clay), smear out, spread (of mud or other substance of fluidlike consistency) 2) smear out, erase, obliterate","lipnu","","cf.  \X0me:pnɨ.\x"
 631,"lo:phe:bhu",   0,"n.","a shrub or tree bearing red flowers, known in Nepali by the name tilke-ko rukh.","","[-bhu 'tree']",""
 632,"lo:tnɨ",   0,"vt-2a lo:d/lo:t-lo:ts/lo:s","plough (with həllɨ 'ploughshare' < Nep. hallo)","","","cf.  Nep. \Ihallo\i \Ijotnu.\i"
 633,"löʔ́lim",   0,"n.","earthquake","","[< litnɨ 'overturn']","\Itida:m\i \Ilöʔ́lim\i \Iho:\i There was a tremor (lit. a small earthquake came)."
 634,"lökhutntunɨ",   0,"vt-6a lökhutta-lökhuttuy/lökhuttu-lökhuttɨ-lökhutto","leave in a place, leave behind somewhere, abandon at a place"," choḍī rākhnu.","[this verb occurs only in a ponently aspectivized form]",""
 635,"lu", 429,"n.","rock, stone"," ḍhun%gā.","[also attested in Sasarkā ]",""
 636,"luknɨ",   0,"vt-2a lukt/luk-lukh/luk","gore, gouge, strike with the horns, kick with the hind legs"," hānnu.","","\IMom\i \Igorumʔa\i \IIm\i \Iluktɨ\i That bull gored him"
 637,"lum", 376,"n.","liver"," kalejo",""," cf.  \X0thɨtnɨ\x \X0vt-2a\x (2b), \X0tsuba.\x"
 638,"lumdima",   0,"n.adj.fem.","second born (offspring or sibling)","","","cf.  \X0lumdimi.\x"
 639,"lumdimi",   0,"n.fem.","(of a married female) second born (offspring or sibling)","","","cf.  \X0lumdima.\x"
 640,"lumdɨ",   0,"n.adj.masc.","second born (offspring or sibling)","","","cf.  \X0lumdɨse.\x"
 641,"lumdɨse",   0,"n.masc.","second born son","","","cf.  \X0lumdɨ.\x"
 642,"luNa",   0,"n.","(affectionate term of address between men) buddy, chum, pal.","","[< Limbu luNaʔ 'cross-cousin, i.e. cousin through maternal uncle or paternal aunt']",""
 643,"lupi",   0,"n.","a spherical earthenware jug about 46cm tall used as a receptacle for the fermentation of ɨmma 'millet beer' and a a coffin for infants who are squeezed into it and then buried far off in the jungle"," (māṭo-le baneko ) ghyāmpā.","",""
 644,"luta:bo",   0,"n.","stone or rock used as a hand-thrown projectile"," ḍhun%gā.","[also attested in Sasarkā; < lu 'rock']","\ILuta:bo\i \Iupha!\i Toss the stone!"
 645,"lu:", 427,"n.","awareness, mind, soul, spirit"," sāto","","(also la:so, la:wo); cf.  \X0hoNsa,\x \X0sa:yɨ.\x"
 646,"lyəknɨ", 437,"vt-3 likh/lik-lyək","lick"," cāṭnu.","",""
 647,"ma",   0,"","","",""," vide  \X0mama.\x"
 648,"maĩsi",   0,"n.","buffalo","","[attested in Sasarkā only; < Nep. bhaĩsī 'buffalo']","vide  \X0mesi.\x"
 649,"madhɨm",   0,"n.","female of an animal species.","","",""
 650,"mama", 616,"n.","mother.","","",""
 651,"ma:idzu",   0,"n.","1) wife of mother's elder brother; 2) wife of maternal uncle","","[< Nep. māĳu, māĳyu 'wife of maternal uncle']","1) cf.  \X0kiki\x \X0(1);\x \X02)\x [in Sasarkā only] cf. \X0kiki\x \X0(2).\x"
 652,"ma:ndɨ",   0,"postp.","without.","","",""
 653,"ma:Ngu",   0,"vi.irr. (inconjugable)","is not"," chaina.","[also attested in Sasarkā ]",""
 654,"ma:kum",   0,"n.","ginger"," ṭhūlo aduvā",""," cf.  \X0phiri:,\x \X0sibim.\x"
 655,"ma:ndɨ",   0,"postp.","without","","","cf.  \X0kəy.\x"
 656,"ma:si",   0,"n.","the lentil plant, lentils; pulse, dal"," masyān%, dāl.","[< Nep. masyāŋ, also attested in Sasarkā ]",""
 657,"ma:si",   0,"n.","bone marrow","","[< Nep. māsī 'bone marrow']","cf.  \X0ta:ktsi.\x"
 658,"ma:təy",   0,"adv.","only"," mātra, mātāi.","[< Nep. mātai ]",""
 659,"metnna",   0,"adv.","in that fashion, in that way"," tyaso, tyasarī","[me- < mom 'that' + -tnna 'in which fashion']"," cf.  \X0mwo:ho:tnna,\x \X0mwo:tnna,\x \X0tetnna.\x"
 660,"me:",   0,"part.","sentence-final assertive particle","","","\Isi:sti\i \Ime:!\i let's kill him!"
 661,"me:ʔe", 633,"n.","wife","","","cf.  \X0dumbo.\x"
 662,"me:ʔmi",   0,"n.","Missus, formal term of address for a married woman"," s!rīmatī","[< me:ʔe 'wife' + -mi fem.sf.]"," cf.  \X0limtsəmi.\x"
 663,"me:lam",   0,"n.","work"," kām",""," cf.  \X0duʔme:lam,\x \X0mɨnnɨ\x \X0vt-7\x \X0(11),\x \X0uʔu.\x"
 664,"me:Nə",   0,"adv.","1) just like that, just so, in that way, in that fashion 2) the more, all the more"," tyatikai","","cf.  \X0hi:tə.\x"
 665,"me:pnɨ",   0,"vt-2a me:ph/me:p-miph/mip","destroy, obliterate, ruin, spoil, mess up"," meṭnu",""," cf.  \X0bi:lnɨ,\x \X0həlnɨ,\x \X0loʔnɨ.\x"
 666,"me:si",   0,"n.","buffalo","","[also attested in Sasarkā; < Nep. bhaĩsī 'buffalo']","e.g. \Imesi-po\i \Isu\i buffalo meat."
 667,"Məkpa",   0,"n.","Dumi clan in Mākpā pañcāyat, whence the pañcāyat probably got its name","","","cf.  \X0sa:me.\x"
 668,"məkha:kpɨ",   0,"adj.","not bitter"," natīto.","[negative AP < kha:nɨ 'taste bitter']",""
 669,"məlɨsbhu",   0,"n.","the tree Macaranga pustulata or indica"," mālatā.","[ʔ< Nep. mālatā + -bhu 'tree']",""
 670,"mi", 613,"n.","fire.","","",""
 671,"mikirma",   0,"n.adj.fem.","fifth born (offspring or sibling)","","","cf.  \X0mikirmi,\x \X0tsenirma.\x"
 672,"mikirmi",   0,"n.fem.","(of a married female) fifth born (offspring or sibling)","","","cf.  \X0mikirma,\x \X0tsenirmi.\x"
 673,"mikɨ",   0,"n.adj.masc.","fifth born (offspring or sibling)","","","cf.  \X0mikɨse,\x \X0tsenɨ.\x"
 674,"mikɨse",   0,"n.masc.","fifth born son","","","cf.  \X0mikɨ,\x \X0tsenɨse.\x"
 675,"mikkhi:m",   0,"n.","tears"," āʔsu","[mik 'eye' + khi:m 'spit']"," cf.  \X0nukhil,\x \X0Nitso-siʔi.\x"
 676,"miksi", 612,"n.","1) eye 2) seed, pit, grain, corn","1) āʔkhā","[also attested in Sasarkā ]"," 2) Nep. \Idānā.\i"
 677,"milirma",   0,"n.adj.fem.","sixth born (offspring or sibling)","","","cf.  \X0milirmi.\x"
 678,"milirmi",   0,"n.fem.","(of a married female) sixth born (offspring or sibling)","","","cf.  \X0milirma.\x"
 679,"milɨ",   0,"n.adj.masc.","sixth born (offspring or sibling)","","","cf.  \X0milɨse.\x"
 680,"milɨse",   0,"n.masc.","sixth born son","","","cf.  \X0milɨ.\x"
 681,"mindiri",   0,"n.","common name for the leafless yellow parasitic creeper Cuscuta reflexa, known in Nepali as the ākās!belī","","","the name \Imindiri\i is used by women and by the uninitiated young men who have not learnt about the mythological symbolism of the plant; cf.  \X0Ri:be:m.\x"
 682,"minnɨ", 814,"vt-2a mind/min-mints/mins","1) realize, think; remember, ponder, contemplate, plot a scheme, think up a plan of action; 2) n., memory, remembrance (with a genitive construction as the complement of lɨnɨ  vt-4 (2e), q.v."," yād.","","\IAna\i \Idzuʔu\i \Iamɨndɨ?\i Do you realize it's cold out?"
 683,"mintələlə",   0,"n.","thought, contemplation, concentration"," socāī, vicār","[< minnɨ vt-2a think]"," in the lexicalized combination \Imintələlə\i \Ilɨnɨ,\i vide  \X0lɨnɨ\x \X0vi-4\x (3c)."
 684,"mi-opnɨ",   0,"n.","flint"," cakmak","[mi 'fire' + opnɨ vt-2a 'hop, spark, catch fire']"," cf.  \X0tsipuli.\x"
 685,"miri", 629,"n.","tail.","","",""
 686,"mitnɨ", 610,"vi-3 mits/mis-mit","die"," marnu",""," cf.  \X0setnɨ\x \X0vi-3,\x \X0setnɨ\x \X0vt-4.\x"
 687,"mitsɨm",   0,"n.","female, woman"," āimāī, svāsnīmānche",""," cf.  \X0ləntsɨp,\x \X0mi:n.\x"
 688,"mitsɨm-puma",   0,"","","",""," vide  \X0mori-puma.\x"
 689,"mi:n", 620,"n.","man, mankind","","","cf.  \X0ləntsɨp,\x \X0mitsɨm.\x"
 690,"mi:ndzɨkpɨ",   0,"n.","cannibal.","","[mi:n 'man' + dzɨ- 'eat' + -kpɨ AP]",""
 691,"mi:n-samtsu",   0,"n.","mankind, human being.","","[mi:n 'man' + samtsu 'speaking man']",""
 692,"mi:ntsu",   0,"n.","manchild, mankind, human being.","","[mi:n 'man' + -tsu < tsuʔu 'child']",""
 693,"mi:tsɨm",   0,"","","",""," vide  \X0mitsɨm.\x"
 694,"mɨdzɨnɨ",   0,"vi-4 mo:-mɨ-muy/mu + vi-4 dzo:-dzɨ-dzuy/dzu","keep on sitting, sit for a prolonged period, remain in a place.","","[duratively aspectivized mɨnɨ 'sit']",""
 695,"-mɨl",   0,"plural suffix","","","",""
 696,"mɨlinɨ",   0,"vi-4 mo:-mɨ-muy/mu + vi-3 liN-li","to go about one's business"," basī hĩḍnu.","[frolicsomely aspectivized mɨnɨ 'sit']","\Imo:liNa\i He went about his business"
 697,"mɨlɨtnɨ",   0,"vt-2a mɨlɨd/mɨlɨt-mɨlɨts/mɨlɨs","be up and about doing something, walk around doing, be busy"," garī hĩḍnu","[frolicsomely aspectivized mɨnɨ 'do']"," cf.  \X0tsumlinɨ\x \X0vi-3,\x \X0oplɨtnɨ\x \X0vt-2a.\x"
 698,"mɨm",   0,"n.","time of year; month"," mahinā.","",""
 699,"mɨmsti?",   0,"n.","arrow","","","cf.  \X0sirɨsa.\x"
 700,"mɨnɨ", 606,"vi-4 mo:-mɨ-muy/mu","sit, be, stay, locational 'to be'"," basnu.","","vide  5.4"
 701,"mɨnɨ", 631,"vt-6a ma-muy/mu-mɨ-mo","1) sisi mɨnɨ, observe the practice of sisi, i.e. the practice of sprinkling a bit of cooked rice onto the floor next to one's plate prior to commencement of any meal in order to feed and thereby appease any malicious spirits which might be in the house. Sisi  is performed again if anyone should enter the house or be heard rustling about outside during the course of the meal, thereby possibly unwittingly escorting a malevolent ghost to dinner from outdoors; the practice of sisi is also observed when eating out of doors on the road where the risk of being afflicted by a disincarnate spirit is greater  2) kakharɨ mɨnɨ, gargle, gurgle, esp. in preparing ti spit or to spew out phlegm 3) waʔwaʔ mɨnɨ, vomit, throw up, puke 4) bəllə mɨnɨ make haste, hurry 5) samsam [< sam spirit] mɨnɨ to exorcise, esp. to conduct a healing ceremony propitiate the deities (agent: naksö-sele) 6) tsili ('wrath') mɨnɨ lose one's temper","1) apsānī carāunu; 3) ulṭī garnu, vaman garnu","","1) Limbu \Ico:ʔco:ʔ\i \Imepma?\i \I;\i \I3)\i \IWaʔwaʔ\i \Ima:Nu\i I threw up; 4) \IBəllə\i \Imɨkti!\i Let's hurry!;  6) cf.  \X0botnɨ\x \X0vi-3\x \X0(2).\x"
