"NUMBER","PROTO","PRNUM","MEANING","CHIN","CHINNUM","TIB","BURM","KACH","LUSH","LEPCHA","KIR","KIRNUM","STLSNUM","COMMENTS"
 535,"*năm (m-)",   0,"smell","",   0,"\Imnam\i  to smell of, \Isnom\i, \Isnum\i (p. \Ibsnums,\i f. \Ibsnum,\i i. \Isnum(s\i)) to smell, \Isnam\i (p.\I bsnams,\i f. \Ibsnam,\i i. \Isnom(s\i)) id.","\Inamh\i to smell, LB \I*(s)namx\i; \Inam\i to stink.","\Imənam\H1\h\i odour, \Imənam\H3\h\i to smell, (H) \Inam\i to taste, to smell.","\Inam\i to smell of; give forth a smell, KC \I*m-nam\i.","\Inom\i (intr.), \Injóm\i (tr.) to smell","\I*nə̀m(-s)\i", 500,   0,"Cf. also Lush. \Ihnīm\i (\Ihnim\i) to smell, Mikir \Iiŋnim\i (intr.), \Inem-so\i slight smell; Bodo \Imanam\i (intr.); Miri \Inam\i (tr.); Vayu, Bahing \Inam\i (tr.); Kanauri \Istam-\i give forth smell; Rawang \Iphənam\i (tr.).  Sh. 38, 134, 411; Ben. 117. Cf. Austric: PAA *ńɨm 'taste', PAN *ñamñam id., *tañam 'tasty'."
 536,"*nam",   0,"female relative-in-law","",   0,"","(Ben.) \Imauŋ-hnam\i husband and wife (archaic).","\Inam\H1\h\i sister-in-law, (H) \Ikənam\i id.","","\Injóm\i a bride, also a daughter-in-law","",   0,   0,"BG: Garo \Inam-tśik,\i Dimasa \Iham\i daughter-in-law; Rawang \Iənam\i cousin, \Iənam\i-\Imɛ\i sister; Kanauri \Istem\i daughter-in-law; Magari \Iarnam\i maiden; Rgyarung \Isnom\i sister. Ben. 35."
 537,"*nə̆m", 829,"weave, cloth","紝\I *ṉəm,\i \I*ṉrəm\i to weave, 衽 \I*ṉəmʔ,\i \I*ṉəms\i skirts of robe, flaps, lapel.",6007,"\Isnam\i woolen cloth.","","","","","",   0, 537,"Peiros-Starostin 218. Cf. Tani: Shaiyang eki ra-nam 'bark'; Lepcha a-ńóm 'leaf'? Cf. PAN *añam 'plait' (? < ST, see Peiros 1998, 221)."
 538,"*nə̄m",   0,"sky","南 \I*nə̄m\i South.",1140,"\Ignam,\i \Inam-mkha\i heaven, sky, (?) \Inam\i  night.","\Inam\i sky (Luce).","","","","\I*nəm\i", 503, 947,"PG \I*nàm\i rain; Rawang \Inam\i sun; Trung \Inăm\H2\h-luŋ\H1\h;\i Kham \Inàm\i; Magari \Inam\i~\Inyam\i ; Chepang \Inyam\i sun; Vayu \Inomo\i sun, day; Bahing \Inam.\i Sh. 143; Ben. 148."
 539,"*năn",   0,"burn, torch","燃 \I*nhan\i burn.",4203,"","","\Išənan\H1\h\i a torch, a flambeau.","","","",   0,   0,""
 540,"*nɨănH",   0,"press","? \I*nran\i\Iʔ\i to work leather so as to make it smooth and soft; 碾 \I*nranʔ\i stone roller for grain.",8436,"\Inon\i (p. \Ignan,\i \Imnan\i) to press, \Inan\i the act of pressing.","","","","","",   0,   0,"Cf. \X0*nrē̆łH\x soft (q. v.)."
 541,"*năŋ",   0,"expel","攘 \I*nhaŋ\i expel; thrust aside; 襄 *snhaŋ remove",4981,"","\Ihnaŋ\i to drive along, drive away.","","","","",   0,   0,"Luce 74; Coblin 75."
 542,"*năŋ",   0,"give, bestow","饟 \I*snaŋ,\i \I-ŋʔ,\i \I-ŋs\i bring food to (e. g. workers in field).",8378,"\Ignaŋ\i (p. \Ignaŋ(s\i), i. \Ignoŋ\i) to give, to bestow, to confer, to allow, permit.","\Ihnaŋh\i to give, deliver over, transfer.","","","","",   0, 156,"Sh. 38; Luce 74. Here perhaps Kaike naŋ-pa 'full'."
 543,"*naŋ / *nak", 800,"inside, interior","",   0,"\Inaŋ\i the interior, the inside.","\Inak\i deep, \Iənak\i within, belonging to.","","","\Injŭŋ\i to be deep, to be intricate, as subject, learning","",   0,   0,"Trung \Irə\H3\h-năʔ\H1\h\i be deep. \iLuce 67."
 544,"*năŋ",   0,"dew","瀼 \I*ṉaŋ\i heavy with dew.",8074,"","\Ihnaŋh\i dew, frost, mist.","","","","\I*nə̀ŋ\i", 501,   0,"Luce 74."
 545,"[*naŋ]",   0,"elephant","",   0,"","","\Imənaŋ\H1\h\i mammoth, elephant.","","","",   0,   0,"BG: Dimasa \Ime-yuŋ,\i Garo \Imoŋ-ma\i; Midźu \Imon-yōŋ;\i ? Digaro \Ito-muin\i. Sh. 188, 189. Perhaps a variant (with a nasal prefix) of *lăŋH q. v.?"
 546,"*na / *naŋ",   0,"a k. of plant","",   0,"","\Ihnaŋh\i tuberose, land-lily.","\Iǯaŋ\H2\h-ńaŋ\H2\h\i rosemallow.","","\Ikă-njăŋ\i a turnip, Brassica rapa","",   0, 558,"Mat. 183. Originally probably 'plant with (big) leaves', cf. the word for 'leaf' in some TB languages: Idu *naŋ.2 'leaf', Kabui Naga ka-noŋ id., Tani *nə 'leaf', Naga *ńo id., KC *hnaʔ id."
 547,"*nā(ŋ)",   0,"past, ancient","曩 \I*ṉāŋʔ\i in past time.",5071,"\Igna-bo\i ancient, in old times.","","","","","",   0,   0,"Gong 56."
 548,"*nə̆ŋ(H)",   0,"follow, combine, repeat","仍 \I*nhəŋ\i be done repeatedly.",  86,"","\Ihnaŋʔ\i affix connective 'with, together with'.","\Inaŋ\H1\h\i follow, \Imənaŋ\i\I\H1\h\i companion, (H) \Išənaŋ\i adhere to, follow up.","","nóŋ walk, go","",   0, 938,"Garo \Isniŋ\i follow, imitate. Ben. 72."
 549,"*năŋH",   0,"oppose, impede","攘 \I*ṉaŋ\i\Iʔ\i oppose, disturb.",4982,"\Irnaŋ\i (p. \Ibrnaŋs\i) be checked, stopped, shut off.","\Inaŋ\i to choke, stop in the throat","","","","",   0,   0,"Sh. 38. Cf. Yamphu naŋma 'to defend, intercede'."
 550,"*nāŋH / *nāk",   0,"next day, time after now","乃 \I*nhə̄ʔ\i ( < \I*nhə̄ŋʔ\i) then, thereupon (?)",   5,"\Inaŋ\i morning, \Ignaŋ(s\i) the day after tomorrow.","\Imənak\i morning, LB \I*nakx\i; cf. also \Inaung\i the future, tomorrow.","\Išənaʔ\H3\h\i night, in opp. to day, \Imənaʔ\H3\h\i last night, \Inaʔ\H3\h\i evening.","\Inak-kum\i next year, \Inak-thai\i the day after tomorrow.","","*nak", 965,1072,"PG \I*nVŋ\HL\h\i. Luce 42, 67. \I\H\h\i"
 551,"*năp",   0,"morning, tomorrow","",   0,"","","\Imənap\H2\h\i the early morning.","KC \I*nap\i tomorrow.","nap night","",   0, 926,"Garo \Ikhĭnap-o\i tomorrow; Moshang \Ii-nap\i, Namsangia \Ini-nap\i id., Rawang \Inăp\i \Ini\i id. Sh. 444."
 552,"*nap",   0,"put on","",   0,"\Imnabs\i to put on.","\Iphiʔ-nap\i footwear.","","","","",   0,   0,""
 553,"*năp (s-)",   0,"mucus, slime","",   0,"\Isnabs\i mucus, snot.","\Ihnap\i mucus, snot,\i LB \I*snapx\i.","\Inep\H2\h\i the mucus of the nose.","\Ihnap\i  mucus of the nose, KC \I*hnap\i.","","",   0,   0,"PG \I*nap\i mucus; Kham \Inap\HL\h\i; Trung \Ińep\H1\h;\i Kaike \Inhap,\i Magari \Ināp.\i Sh. 38, 407; Ben. 35; Mat. 203."
 554,"*nər",   0,"mix","",   0,"\Isnor\i (p., f. \Ibsnor\i) to confound, mingle, mix, disturb.","","\Išənan\H3\h\i to mix, as salt and red-pepper, (H) \Inon\i to stir as a fire.","","","",   0,   0,""
 555,"*nār (s-)",   0,"sigh; (snore > ) nose","嘆 \I*snār(s\i) to sigh.",3360,"","","","\Ihnār\i nose.","","",   0, 259,""
 556,"*nə̆rH ( / *niə̆rH)",   0,"endure, suffer","忍 \I*nərʔ\i endure; cruel.", 588,"\Imnar\i to suffer, be tormented, \Igńer\i  to take pains with, to take care of.","","","","","\I*när\i to abstain, fast", 874,   0,""
 557,"*năt",   0,"heddle (of loom)","",   0,"","\Ihnat\i harness or heddles of a loom.","\Išiŋnat\H3\h\i the heddle bar of a Kachin loom, (H) \Isənat\i id.","KC \I*hnat\i heddle.","","",   0,   0,"Lakher \Ihna,\i Ao \Iənet\i weaver's stick. Sh. 410; Ben. 106."
 558,"*nat",   0,"spirit, devil","",   0,"","\Inat\i a nat, LB *natx.","\Inat\H3\h\i a spirit (possibly from Burm.).","","","",   0,   0,"Mat. 201. Cf. PAN *qanitu 'ghost, spirit'."
 559,"*nej (~ń-, -əj, -aj)",   0,"get, obtain","",   0,"\Irńe-d\i (p. \Ibrńed,\i \Ibrńes,\i f. \Ibrńed\i) get, obtain, acquire, meet with, find.","","","\Inei\i get, have, obtain.","","",   0,   0,"Bahing \Ine\i take. Ben. 66."
 560,"*nĕjH",   0,"near","邇 \I*ṉejʔ\i near.",4770,"\Ińe\i near, \Isnen,\i \Ibsńen\i to approach, \Ignen,\i \Ińen\i a relative.","\Inih\i near, LB \I*nix\i.","\Ini\H2\h\i near.","\Ihnai\i (\Ihnaiʔ\i) near.","","\I*né\i", 492,1322,"Thakali \Inye-se\i. Simon 19; Sh 37, 124; Ben. 65; Mat. 182. A probable derivate is OCh. 人 \I*nin\i person ( = Tib. \Ińen\i relative)."
 561,"*nējH", 854,"elder female relative","嬭 \I*nhrējʔ\i mother (Chu word according to Guangyun).",7617,"\Ia-ne\i father's sister; woman, female, (W) wife.","","\Ini\H1\h\i a mother-in-law.","\Ini\i a paternal aunt, any paternal female relation who belongs to the same generation as one's father.","\Injí,\i \Injí-kuŋ\i (\Injo-kuŋ\i) grand-mother","\I*ní\i", 482,   0,"Mikir \Ini\i; Tsangla \Ia-nye;\i Garo \Ima-ni;\i Kanauri \Iə-ne\i; Rgyarung \Iəni\i; Rawang \Iəni\i, Trung \Ia\H3\h-ni\H2\h\i aunt; Miri \Iənyi\i. Sh. 117; Ben. 69."
 562,"*nēkʷ", 764,"filth, dirt","尿 \I*nēkʷ-s\i urine.", 567,"\Ińog\i soiled, dirted, \Ińag-ńog\i filth, dirt.","\Inauk\i be dirty, foul, as water; not transparent, \Ihnauk\i to stir up, so as to make turbid.","\Iəbut\H2\h-ənoʔ\H2\h\i, (H) \Iəno\i dirt.","","","",   0,   0,"Luce 81."
 563,"*nēl (~ń-)",   0,"ill, aching","",   0,"\Ińel\i taken ill, sick.","","(H) \Ińin\i to feel heavy, \Ikəńin\i feel stiff and aching.","","","",   0,   0,""
 564,"*nĭmH",   0,"harvest, rainy season","稔 \I*ṉimʔ\i harvest, year.",3132,"","","\Ijənam\H1\h, lənam\H1\h\i the rainy season.","","","",   0,   0,"Cf. PAA *sənam / *sənɨm, SM *ma(j)-nim 'year' (see Peiros 1998, 226)."
 565,"*nĕw",   0,"a k. of worm","蟯 \I*ṉew\i (\I?ŋ̲-\i) intestinal worm.",4748,"","","(H) \Ikənu\i germs, grubs, minute worms.","","","",   0, 331,"Cf. Naga *nV 'snake' (?)."
 566,"*nɨ̄ (/*nɨ̄ŋ)",   0,"can, able","能 \I*ṉə̄,\i \I*ṉə̄ŋ\i be able, can.",1834,"\Inus\i be able.","\Inəuŋ\i potential, can, able to.","(H) \Inu\i be able, capable.","","","*nù good, right, permissible", 486, 692,"Cf. also Sulung a-niaŋ, Sichuan *nV 'good'."
 567,"*nɨ̆k (r-)",1143,"hide, conceal","匿 \I*nrək\i conceal.",1972,"\Ibrnogs\i hide, conceal.","\Ihnəuk\i\i to penetrate, dive into.","","","","",   0,   0,"Bod. 130; Peiros-Starostin 218."
 568,"*nV̄m",   0,"side, rib","",   0,"\Isnam-brag,\i \Isnam-logs\i bosom.","\Inam-rəwh\i rib.","","\Inēm\i the side betwen the top of the hip-bone and the lowest rib.","","",   0,   0,"  Luce 42."
 569,"*nēmH", 525,"soft","染 \I*namʔ\i (\I~-emʔ\i) soft, flexible.",1272,"","\Inu-ńam\i\Iʔ\i soft.","(H) \Inam\i be soft, fluffy or downy.","\Inēm\i soft, yielding; fine in texture; weak (as beer); KC \I*r-nēm\i.","","",   0,   0,"Sh. 411; Coblin 136."
 570,"*nɨ̆r",   0,"know, think","認 \I*nərs\i to acknowledge, admit, recognize [Han].",3633,"","","(H) \Inon\i to reflect, consider.","","","\I*ńir\i", 821,   0,"Cf. PAN *bener 'true, righteous, honest'."
 571,"*niə̄rH",   0,"press, trample","跈 \I*ṉə̄rʔ\i tread, trample.",6565,"\Ińer,\i \Imńed\i to tan, curry, dress.","\Inaj\i to knead with the hands, or trample to pieces with feet.","\Iənin\H2\h\i to press.","","","",   0,   0,"Thangkur \Ikhənai\i knead. Ben. 65."
 572,"*ni ( ~ -e(j))",   0,"petticoat, swaddling-clothes","",   0,"","\Ihnih\i napkin, strips of bamboo for weaving.","(Mat.) \Ini\H1\h, əni\H1\h, bəni\H1\h\i cloth worn during menstruation.","KC \I*-hni\i.","","",   0,   0,"Mikir \Ipini\i petticopat, apron; Moshang \Ini-sa\i; Banpara \Ini\i blanket. Sh. 441; Ben. 136; Mat. 183."
 573,"*nej",   0,"breast","奶 *nhrējʔ, *nhējʔ", 230,"","","","\Ihne\i to suck the breasts.","\Injen\i milk, breast","",   0,1203,"PG \I*ńe\HL\h\i milk, breasts. STEDT 202-205 *[n/ŋ]ye-n (with an addition of various forms from Tani, Naga, Tamang, Thakali, LB and Karen)."
 574,"*nej",   0,"penis","",   0,"","LB: Lahu \Inī\i penis.","(Mat.) \Iməne\H1\h\i penis.","","","",   0,   0,"Mat. 185, STEDT 317-319 *m-ney 'penis'. Cf. also Lakher \Ihnei\i 'copulate' and some other forms grouped in STEDT 355 together under *s-nay 'copulate', but probably not different from the present root."
 575,"*nemH",   0,"low","",   0,"","\Inimʔ\i be low, \Ihnimʔ\i to make low.","\Inem\H1\h\i low, not tall, \Išənem\H2\h\i  to lower.","\Ihniam\i low, short.","","",   0, 309,"Rawang \Iənem,\i \Iśənem\i. Sh. 402, 407. Ben. 74."
 576,"*nēŋ",  12,"how, where, interrogative pronoun","寧 \I*ṉēŋ\i why, how.",3394,"","\Inańh\i marker of special question.","\Igənaŋ\i\H3\h where?, \Igəniŋ\i\H2\h id.","","","",   0,1114,"Cf. also OCh. 那 \I*ṉāj\i how, what."
 577,"*n[ə]",  36,"time or place of, when","而 \I*nə\i particle by verbalizing, as, and yet, and. (?)", 433,"\Ina\i year (?); stage of life, age; when.","","(H) \Ina,\i \Ičəna\i to extend in time; cf. also \Ina\i loc. or abl. suffix.","\Iniaʔ\i at the time of; when; \I-na\i the place of or where, instrument of or for etc.","","",   0,   0,""
 578,"*nej (-t)",1339,"be, rest","",   0,"\Isńe\i (p. \Ibsńes,\i f. \Ibsńe,\i i. \Isńe\i ) to lean against, to rest on.","\Inĳ\i to live, LB \I*nĳ\i to settle.","\Init\H2\h\i to sit.","\Ini\i (\Iniʔ\i) to be, to go, KC \I*ni\i is.","\Injí\i to be; to be in a certain place; to exist","*nä̀(s)", 483,1031,"Kanauri \Ini\i is. Sh. 59, 134."
 579,"[*niə]",1144,"hair","而 \I*nə\i moustache, whiskers", 433,"","","","","","",   0, 427,"BG: Garo \Ikhəni\i, Dimasa \Ikhanai\i hair of head; Rawang \Iəni\i, \Itəni\i id.; Trung \Inăi\H1\h;\i Rgyarung -\Irni\i id. Sh. 404; Ben. 65."
 580,"*nĭj  (k-, -s, -ks)", 596,"two","二 \I*nĳs\i (~ -ts) two.",   8,"\Igńis\i two.","\Ihnać\i two, LB \I*ni(k\i)\Ix\i.","\Ińi\H1\h\i two.","\Ihniʔ\i two, KC \I*k-hnis\i.","\Injí\i two; \Injăt\i two","\I*ní(k)\i",1015,1314,"PG \I*ńiC\HL\h\i; BG: Dimasa \Igi-ni\i, Garo \Ig-ni\i; Moshang \Ia-ni\i. Simon 29, Sh. 37, 135, 411, 429; Ben. 16."
 581,"*nĭj",1066,"sun, day","日 \I*nit\i sun; day.", 139,"\Ińi\i sun, day, \Ińin\i day.","\Inĳʔ\i day, \Inĳ\i sun, LB \I*[n]ĳ(ʔ\i) day, sun.","\Išani\H3\h\i day.","\Ini\i sun, day, KC \I*k?-ni  \i","\Injí\i the sun; the day","\I*nə̀-lV\i", 485,1301,"Mikir \Iárni;\i Dimasa \Idi-ni\i today; Moshang \I-ni\i; Namsangia \Iŋyi\i; Kanauri \Iyone;\i Trung \Ini\H1\h.\i Simon 20; Sh. 37, 429; Ben. 31."
 582,"*nīk (~ń-)",   0,"block, oppose","? \I*ṉīt\i to block, stop up [MC].",8433,"","","","\Inēk\i to oppose, check, block.","","",   0,   0,""
 583,"*nĭkʷ",   0,"bean","菽 \I*snikʷ\i (~ \I*tikʷ\i) soybean.",2771,"","\Inauk\i beans, LB \I*snok\i.","\Inoʔ\H2\h-kju\H3\h\i beans.","","","",   0,   0,"Mat. 199; Coblin 39."
 584,"*nīkʷ", 682,"desire","惄 \I*ṉīkʷ\i hungry for, desirous.",6373,"\Igńog\i to desire, \Isńogs\i to envy.","","","","","\I*ńak\i 'ask, request' (?)", 822,   0,""
 585,"*nī(l)",   0,"gums","",   0,"\Irńil,\i \Isńil\i the gums.","","(Ben.)\I wa-nin\i (Assamese dial.).","\Ihni\i the gums; skin covering the root of the nail.","\Injăl,\i \Injel\i the gums (of teeth)","",   0,   0,"Mikir \Iso-ni\i; BG: Dimasa \Iha-rni,\i Garo \Iwa-riŋ\i (< \I*wa-rni\i); Kanauri \Istil\i; Thebor \Inyil\i. Sh. 134; Ben. 16; Bod. 149."
 586,"*niŋ ( ~ -iə-) (s-)",  13,"heart","",   0,"\Isńiŋ\i the heart.","\Ihnać\i the heart, LB \I*sni(k\i).","","KC \I*niŋ\i.","","\I*niŋ\i", 787,1145,"Ngente\I niŋ\i; Mikir \Iniŋ\i heart; Garo \Itəniŋ\i brains; Kanauri \Istiŋ\i; Rawang \Iəniŋ\i brains. Sh. 134; Ben. 79. Since the meanings 'heart, soul' and 'calm, tranquil' are often related, it seems possible to compare also OCh. 寧 \I*nēŋ\i be tranquil, at ease; cf. also Lush. \Iniŋ\i (\Inin\i) to get weary, tired [but cf. for the latter PAN *qeneŋ 'quiet, still, at rest']."
 587,"*nīŋ (s-)", 352,"year","年 \I*nhīn\i harvest; year.", 383,"\Irńiŋ\i old, ancient (of things); \Ina-niŋ\i last year.","\Ihnać\i year.","\Išəniŋ\i\I\H1\h\i year.","KC \I*Niŋ\i.","","*niŋ", 875,1340,"Tsangla \Iniŋ\i; Mikir \Iniŋ\i; Rawang \Iniŋ\i; Trung \Iaŋ\H3\h-niŋ\H1\h\i year; Miri \Inyiŋ\i-. Simon 26; Sh 38, 410; Ben. 79."
 588,"*nĭt (s-)",  69,"seven","七 \I*chit\i seven ( < *snhit ?).",   4,"","\Ikhu-nać\i seven.","\Isənit\H2\h\i seven.","KC \I*s-Nis\i.","","",   0,   0,"Limbu \Inu-si\i seven; PG \I*ńi(s\i) seven; BG: Garo \Isni\i, Dimasa \Isini\i; Rawang \Isănit\i, Trung \Isə\H3\h-ńĭt\H1\h;\i Kanauri \Istiś\i; Mantshati \Inyiź-i\i; Rgyarung \Iśnis\i, \I-śnes\i; Namsangia \Iiŋit\i; Andro \Isini\i. Sh. 123, 134, 411, 429; Ben. 16; Mat. 203."
 589,"*n(j)ot (~-uat)",   0,"twist","",   0,"\Isńod\i (p. \Ibsńad\i) to draw out and twist.","","\Inut\H2\h\i to strip and twist.","","","",   0,   0,""
 590,"*nŏ (~ń-)",   0,"wet, muddy (liquid)","濡 \I*ṉo\i moisten, soak, wet, glossy.",4459,"","","","\Inu\i (\Inut\i) be muddy (as liquid).","","",   0,   0,"Cf. PAN *lunaw 'soft watery mud'."
 591,"*nŏ",   0,"elder female relative","嬃 \I*snho\i elder sister.",7157,"","","\Inu\H4\h\i, \Igənu\H2\h\i a mother; a mother's sister.","\Inu\i a mother; a step-mother, a mother-in-law etc., KC \I*nu\i, \Ianu\i a mother.","\Inju,\i \Ia-nju\i an aunt, also applied to elder sister, wife","",   0,   0,"Moshang \Inyu\i mother; Banpara \I-nu\i id. Sh. 441."
 592,"*nŏ",   0,"wait, expect","需 \I*sno\i to wait, expect.",3694,"","\Inəwh\i to expect, await.","","","","",   0,   0,"Luce 29."
 593,"*nŏH", 569,"nipple, breast; suckle","乳 \I*noʔ\i nipple; milk, suckle.", 726,"\Inu\i to suck, \Inud,\i \Isnun\i to suckle.","\Inəwʔ\i breast, milk, LB *hnəw(ʔ).","","\Ihnu-tē\i milk, breast.","","\I*n[u]\i", 767,1202,"Kham nwīN; Tsangla \Inu\i milk; Trung \Inuŋ\H1\h\i nipple, breast, milk. Sh. 60; Ben. 100; Peiros-Starostin 216. STEDT 189-201 *s-nəw-[t/n] (with a variant *n(y)u[k/ŋ]). Cf. PAN *nunuH 'breast, milk' (Sag 4)."
 594,"*noj",   0,"break to pieces, crumble","",   0,"\Isno\i to reduce to small pieces, to crumble.","","","\Inoi\i small pieces, fragments.","","",   0, 325,""
 595,"*nŏk",   0,"disgrace, ridicule","辱 \I*nok\i  disgrace, shame.",1902,"","\Inauk\i to jest, joke.","","","","",   0,   0,""
 596,"*nŭk ( ~ -ŏ-)",   0,"egg, embryo","鮞 \I*ṉuk\i (but also \I*ṉə\i) eggs of fish.",7786,"","","\Inoʔ\H2\h\i a tadpole.","","","",   0,   0,""
 597,"*nuāk / *nuāŋ (s-)", 162,"pus","膿 \I*nhūŋ\i pus.",4542,"\Irnag\i, \Isnag\i matter, pus.","","","","","\I*nek\i", 497,   0,"PG \I*naC\HL\h\i pus; Kanauri \Istag\i pus. Simon 12; Sh. 134; Luce 63. Cf. PAN *nanaq 'pus' < ST? (Peiros 1998, 220)."
 598,"*nŭl ( ~ -ŏ-)",   0,"band, strap, strip","蕤 \I*ṉuj\i hanging bands of cap, 緌 \I*ṉuj\i tassel, free-hanging end of band, 踒 \I*snhuj\i strap on carrying for help in mounting.",7509,"\Isnal\i raw silk; yarn","","\In-non\H2\h\i long strips of shavings used as ornaments, (H) \Iunon\i id.","","","",   0,   0,""
 599,"*nŏr",   0,"push","",   0,"","","\Inon\H2\h\i push forward.","\Inor\i to push or thrust (with the head as cattle).","","",   0,   0,"Trung \Inɔl\H1\h\i to push."
 600,"*nV̆t",   0,"burn, set fire","爇 \I*ṉot\i to burn.",7965,"","","\Inat\H2\h\i to set fire to.","","","",   0,  83,"Cf. Jiarong kə-nɔt 'burn'. Cf. PAN *qinit 'heat, warmth'."
 601,"*nə̆wH", 851,"younger sibling","孺 \I*ṉos\i child.",4405,"\Inu-bo\i a man's younger brother, \Inu-mo\i  the younger sister of a female.","","\Igənau\H1\h\i younger sibling.","\Inau\i younger sibling; a child, young child, KC \I*nao\i.","","",   0,   0,"Garo \Ino\i younger sister. Sh. 408; Ben. 63; Coblin 54."
 602,"*n[ɨ̆]ŋ",   0,"push","扔 \I*nhəŋ\i to pull, push.", 247,"","? \Iŋaŋ\i pull, draw, drag.","\Inoŋ\H3\h\i, \Igənoŋ\i\I\H3\h\i to push.","? \Ihŋoŋ,\i \Ihŋok\i to push, thrust, strike with the elbow.","\Injáŋ\i to move, to shake, to vibrate","",   0,   0,"Luce 72."
 603,"*nrăH ( / *nrăk, *nrăŋ)",   0,"woman","女 \I*nraʔ\i woman, lady, girl, 娘 \I*nraŋ\i young lady, woman.",  43,"\Ińag\i woman.","","\Iənaŋ\H4\h\i a daughter of a chief.","","","",   0,1325,"Simon 11; Peiros-Starostin 218."
 604,"*n(r)[iə̄]k",   0,"blame, humiliate","眲 \I*ṉrə̄k\i, \I*ṉəks\i look on with contempt, disdain.",6225,"","","(H) \Inik\i to humiliate.","\Inēk\i cause to bear the blame.","","",   0,   0,""
 605,"*nrē̆łH",   0,"soft","",   0,"\Imńen\i flexible, supple; \Imńel\i to tan (of hides).","\Inajʔ\i be loose, not firm.","","\Inēl\i soft (as skin), \Inel\i flexible, supple, pliant.","","",   0,   0,"Sh. 75. The root tends to be confused with \X0*nɨănH\x to press (q. v.), hence the comparison with OCh. \I*nranʔ\i, see Bod. 77, Coblin 146."
 606,"*n(r)ə̆j",   0,"red, shame","怩 \I*ṉrəj\i ashamed.", 890,"","\Ini\i be red; LB \I*(s\i)\InVj\i.","","","","\I*ńu[n]\i (?)", 820,1099,"Gyarung \Ikəwurni\i red, \Itərni\i gold. Ben. 46, 91."
 607,"*nrɨ̆w (-k)",   0,"mix","糅 \I*ṉrus\i mixed.",7251,"\Irńog\i (p. \Ibrńogs,\i f. \Ibrńog\i) to trouble, stir up.","\Ihnauh\i to mix, mingle.","","","","",   0,   0,"  Luce 25."
 608,"*n(r)ĭ",   0,"soft, smooth, slippery","膩 \I*nrĳs\i fat, slippery.",4257,"\Isńi,\i \Isńin\i soft, smooth, tender.","\Ińi\i be even, be level.","\Iməni\H2\h\i be soft (also \Ińa\i\H2\h).","","","",   0,   0,"  Luce 12."
 609,"*nru ( ~ -o, -aw)",   0,"buy, price","",2822,"\Ińo\i (p., i. \Ińos\i) to buy.","","\Imənu\H1\h\i a price, cost.","","","",   0,   0,"Cf. perhaps OC 貿 \I*mrō(ʔ\i)-s ( ~ \I*mrū(ʔ\i)-s) 'to barter' < *m-nru ? ( = Jnp. mənu)."
 610,"*nŭ",   0,"tread, trace","蹂 \I*ṉu\i, \I*ṉuʔ,\i \I*ṉus\i tread, trample.",4309,"","","\Ikənu\H4\h\i a pattern of carving or embroidery.","\Ihnu\i to print, a mark.","","",   0,   0,""
 611,"*nŭ",  36,"soft, young","柔 \I*nu\i soft, mild, gentle, 揉 *nu make pliable, twist, knead.",1275,"","\Iənu\iʔ, \Inuh\i be soft, \Inuʔ\i be young, tender, delicate. LB \I*nux\i; \Ihnuh\i to soften.","(H) \Inu\i be soft, tender, slack, as a rope; \Ino\H2\h\i be soft, as a blade.","\Ino\î the young of animals, birds etc.; young, soft, tender, KC \I*-no\i.","","*ní- // *nú- new (?)", 493,  77,"Rawang \Inu\i. Sh. 408; Ben. 63; Coblin 136. Cf. also: Kanauri nyūg, Mĳi mu-gu-niw, Manipuri anou-ba 'new'."
 612,"*nualH",   0,"soft","耎, 軟 \I*norʔ\i soft, weak, 懦 \I*ṉōrʔ\i, \I*ṉōrs\i (~ \I*ṉōjʔ,\i \I*ṉōjs\i) weak.",5815,"","","(H) \Inoi\i be soft, tender; be limp.","\Ihnual\i to lose its hardness (as steel).","\Injól\i to be soft, bad (applied to iron), to be hard, troublesome to cut (said of wood)","",   0,   0,""
 613,"*nuam",   0,"satisfied, pleased","",   0,"\Inom\i (p. \Inoms\i) be satisfied.","\Inwam\i be submissive, complacent.","\Inum\H2\h\i become quiet, calm.","\Inuam\i (\Inom\i) be comfortable, pleasant, \Inuam\i to wish, want, like.","","",   0,  53,"Cf. also Garo nam-a, Rabha nem-a 'good'."
