"NUMBER","PROTO","PRNUM","MEANING","CHE","ING","BCB","COMMENT"
358,"*m(ɦ)ar",1057,"snot","mar","mera","","    The word is homonymous (as a result of secondary contaminations): in Chech. with \Imar\i 'muzzle',in Ing. - with \Imera\i 'nose' (PN different roots: \I*mar\i and \I*maro\i respectively). This explains the apparent irregularity of correspondences."
359,"*“ett (--,-ṭṭ)",1059,"herpes, eczema","“tt","“ett","","    Obl. stem \I*“att-ar-\i (Chech. \I“attara-,\i Ing. \I“attaro\i). Vowel length unknown. 4th class in Chech. and Ing."
360,"*p“a (-)",1060,"horse's dung","p“a","p“a","","    Obl. base \I*p“au-\i (Chech. \Ip“oa-;\i Ing. with vowel levelling \Ip“ao\i). 6th class in Chech., 5th class in Ing."
361,"*m(ɦ)V (-ʕ-)",1063,"snot, mucus from the nose","m-alg","","","    An expressive suffixed form (with suffixes *-il+iḳ)."
362,"*m(ɦ)q",1064,"rust","mqa","muq","","    The PN paradigm should be reconstructed as \I*m(ɦ)q\i ( > Ing. \Imuq\i), \I*m(ɦ)qi-\i (the former obl. stem having superseded the direct one in Chech.). 4th class in both languages."
363,"*stim",1065,"gall","stim","sim","sem","    Obl. base \I*stima-\i (Chech. \Istima-,\i Ing. \Isimo\i); 5th class in Chech., 6th class in Ing."
364,"*mr",68,"husband","mar","mar","mar","    Obl. base \I*mre-\i (Chech. \Imra-,\i Ing. \Imaro\i). Cf. also Pharch. \Imr\i id. More used in Chech. is the derivate form \Imajra\i ( < \I*mrV-ja\i) 'husband; brave, brave man'."
365,"*“ṭa",1067,"urine","“aṭa","","“ajṭi","    Vowel length determined because of Bacb. dyphthongization (a short *a would not yield -aj- in this position). Obl. base \I*“ṭu-\i (Chech. \I“oṭa-,\i Bacb. \I“aṭu-\i). 3d class in both languages."
366,"*b(ɦ)eṭ (--)",107,"faeces","","bɛd (dial.)","","    Attested only in Ing., but having probable external parallels."
367,"*bʕʯu-",1071,"dirty","bʯa","bʕeʯa","",""
368,"*j(ɦ)olk",1074,"sediment after boiling butter","jk-a","lok","","    The Chech. form is a pluralis tantum. The PN -l- must be reconstructed to account for the exceptional correlation Chech. j- : Ing. l-."
369,"*ḳiḳ",1075,"1 bead 2 button 3 smallpox","ḳig 3 (Pkharch)","ḳig 2,3","ḳiḳ 1","    3d class in Ing., 6th class in Bacb."
370,"*VwVn ( -b-)",1078,"dungwash","n","un","","    3d class in Chech., 4th class in Ing. We have to suppose a contraction to account for the Chech. vowel length (old long vowels are shortened in a closed syllable)."
371,"*far- ( --)",1081,"sheep's dung","","far-ast","","    The Ing. word is a compound; the second component is most probably a distorted PN \I*lust\i 'dung, sheep's dung'."
372,"*anṭ-al ( --)",1083,"snivel, mucus from the nose","","andal","","    Attested only in Ing., but with probable external parallels."
373,"*mʕuṭe",1084,"1 dirt 2 dirt (on face, body, cloth)","moda 2","mʕad 2","mujṭi 1","    PN paradigm \I*mʕuṭe,\i obl. \I*mʕaṭV-;\i the obl. base superseded the direct one in Chech. (where \Imoda\i < \I*mʕaṭu-\i) and Ing. 4th class in Chech., Ing., 6th class in Bacb. Cf. also Bacb. \Imuṭo-re(n\i) 'dirty'."
374,"*ʁarʁV ( --)",1085,"crumbs of bread","","ʁarʁa","","    Attested only in Ing., but having probable external parallels."
375,"*naṭu",1091,"pus","noṭa","nod","noṭ","    In Bacb. \Inoṭ\i in Kadagidze's notation; Desheriyev writes \Inaṭ\i (which is the more expected variant). Obl. base \I*naṭ-ar-,\i cf. Chech. \Inaṭara-,\i Ing. \Inadaro\i (showing that the loss of - in the direct base is a recent phenomenon). Note that in Bacb. the plural \Inaṭ-ajri\i means "tears" (cf. the meaning in all other EC languages). 4th class in all languages."
376,"*tuj ( --)",1092,"spit, spittle","tuj","tu-g","tuj","    In Ing. - a diminutive form (\I*tu(j)-ḳ\i). It is impossible to establish vowel length. 3d class in Chech., Ing., 5th class in Bacb."
377,"*dʯo-ni",1096,"cattle","dʯni","dɔʯan","daʯne","    3d class in all languages."
378,"*gub ( --)",1097,"1 hill, barrow 2 island","g 1","guw 1","gub 2 (Schiefner)","    6th class in Chech. and Ing. The Bacb. form is quoted from Schiefner; Kadagidze has only Bacb. \Igub\i 'pool' which is obviously borrowed from Georg. \Igube\i 'pool, pond'."
379,"*“ʯ",1098,"mountain goat","“eʯ","“aʁ","“aʯ","    The reason for voicing -ʯ > -ʁ in Ing. is unclear. In Chech. the vowel -e- is due to analogy with the oblique base \I“ʯara-\i ( < \I*“ʯi-ri-\i). 3d class in Chech., 6th class in all languages."
380,"*ʁala",1099,"doe","ʁala","ʁala","","    6th class in both languages."
381,"*o",1101,"mountain goat","o","","","    The Chech. word is quoted from Карасаев-Мациев 1978, thus vowel length and paradigm are unknown."
382,"*“l-ij",1104,"cows (pl.)","“l","“lij","",""
383,"*jtt",1106,"cow","jett","jett","jett","    Obl. base \I*ʕtti-,\i cf. Chech. \Itta-,\i Ing. erg. \Iʕatto,\i Bcb. \Iatti-.\i 6th class in Chech., Ing., 4th class in Bacb."
384,"*ḳornV",1108,"young (of an animal), nestling","ḳorni","ḳorig","","    Cf. also Chech. (Uslar) \Iḳornaj.\i The Ing. form is probably a contraction of \I*ḳornaj-iḳ\i with elision of -n-."
385,"*ʕsse",1113,"calf","sa","ʕasa","se","    The Bacb. notation of Kadagidze (\Ise\i) stands obviously for \Iasse\i (Bacb. has lost long vowels); cf. also \Iasse\i in Imnaishvili's notation.      Obl. base \I*ʕssi-\i (cf. Chech. \Isa-,\i Ing. \Iʕso\i); 3d class in Chech., Ing., 5th class in Bacb. Cf. also a derived form: Bacb. \Iasaʔo\i (Imnaishvili: \Iassaʔo\i) 'heifer'."
386,"*in ( --)",1114,"1 sheep (about 1 y. old) 2 ram (about 1 y. old)","in-t 2","un-to 2","in 1","    In Chech. and Ing. the root is present only in compounds (cf. also Chech. \Iin-\i 'sheep about 1 y. old'). Since the root is homonymous with \I*in-\i 'new' (having a quite distinct origin), these compounds may now be reinterpreted as 'new sheep' or 'new ram'; however, a separate usage of the stem \Iin\i in Bacb. shows that this is a secondary situation. Cf. also Osset. \Iɨnr\i / \Iinr\i 'dry (goat, cow or sheep)', probably borrowed from Nakh."
387,"*ʔbst (ɦ-,-ṭ)",1116,"goat (about 1 y. old)","awst","ɔsta","","    4th class in both languages."
388,"*bader ( --)",1121,"child","ber","ber","bader","    Chech. obl. base \Ibra-.\i"
389,"*gile",1125,"horse, steed","gila","gila","","    6th class in both languages."
390,"*bʡar ( --)",1126,"1 look, sight 2 to meet, look, stare","bʕar 1","bʕar “aa 2","bʕar-daʯar 2","    The root is very close phonetically to PN \I*bʡa\i 'eye' (q.v.), but external parallels show that it must be kept distinct. For the short vowel in PN cf. Chech. obl. stem \Ibʕra-\i (also used in \Ibʕra “a\i 'to stare' = Ing. \Ibʕar-“aa\i)."
391,"*ʔʁo-b",1127,"side","ʁ","ɔʁuw","","    Cf. also Cheb. \Iʁaw,\i Lev. \Iʁw\i id."
392,"*bʡron",672,"mule","bʕarza","bʕarza","bʕaro~","    Cf. also Shar. \Ibʕorʒo~,\i Itumk. \Ibʕrʒa~\i (pointing to a long vowel in PN). 4th class in Chech., Ing., 5th class in Bacb. In Ing. we would expect \I*bʕɔrza;\i the form \Ibʕarza\i is probably a result of vowel levelling (on analogy with the obl. base \I*bʡrana-\i)."
393,"*ḳṭi",1137,"cat","","","ḳujṭi","    5th class; pl. \Iḳoṭa-r‰i.\i"
394,"*“-",2295,"who (obl. stem)","“a (erg.)","“a (erg.)","“a (erg.)","    Cf. also Chech. gen. \I“-na-\i etc. The stem also serves for building relative and indefinite pronouns (Chech. \I“-neʯ\i 'someone', Bacb. \I“ane\i '...who,...which' etc.)."
395,"*kta-m",1141,"hen","ktam","kotam","kotam","    Cf. also Chech. Lev. \Ikwtam.\i 4th class in Chech., Ing., 5th class in Bacb."
396,"*‰a",1146,"bear","‰a","‰a","‰a","    4th class in all languages. Short vowel is reconstructed on basis of forms like Chech. dat. \I‰e-na.\i"
397,"*bɦor",1147,"wolf","borz","borz","bʕor","    Obl. base \I*bɦari-,\i cf. Chech. \Iberza-,\i Ing. \Iberzo,\i Bacb. plur. \Ibʕare-l.\i Cf. also Ing. (Imnaishvili) \Ibworʒ\i / \Ibworc:,\i Chech. Cheb. \Ibworz,\i Khild. \Ibworʒ\i etc. 4th class in Chech., Ing., 6th class in Bacb."
398,"*kri",1148,"hawk","kra","ker","kujr","    Cf. also Bacb. pl. \Ikore-l‰,\i Chech. Cheb. \Ikwri,\i Shar. \Ik(ʔ)ri\i, Ved. \Ikwri\i etc. Since the PN form has very reliable EC parallels, we must assume that Georg. \Ikori\i 'hawk' is an old Nakh loan (preserving the PN phonetic structure)."
399,"*cɦḳal",1149,"fox","c“gal","cogal","coḳal","    3d class in all languages."
400,"*lar-iḳ",1151,"hare","","lerg","","    The simple stem meaning 'hare' is preserved in Ing. Since the word is homonymous with \Ilerg\i ( < \I*lariḳ\i) 'ear', in Chech. it was reinterpreted and is now only used within a compound \Ilerg-jʯar\i 'hare', lit. 'ear'+'long'."
401,"*p“-ḳal",1152,"hare","p“gal","p“agal","pʯaḳal","    4th class in Chech., Ing., dd in Bacb. Reasons for irregular development in Bacb. (*p“- > pʯ-) are unclear."
402,"*=ʁ- / *=bʁ-",96,"1 to erect, plant 2 to sit","=ʁ-","=oʁ- 1, =aʁ- 2","=oʁ- 1, =aʁ- 2","    PN \I*=ʁ-\i is the terminative stem; durative (with infix and Ablaut) \I*=-b-ʁ-\i is reflected in Chech. \I=ʁ-\i (with the same meaning).     The intransitive Ablaut correlate with *-- is PN \I*=ʁ-\i 'to sit'. Vowel length here can be established by the Ing. pret. \I=ʁaw.\i In Bacb. the root is preserved in the compound \Iʕe=aʁ-\i "to sit". This is one of the relatively rare cases of the *a/*o "intransitive/ transitive" Ablaut in PN."
403,"*masor",566,"1 mountain goat 2 chamois","masar 1","mosar 2","masor 2","    3d class in Chech., 4th class in Ing., 5th class in Bacb."
404,"*ʕi",98,"stone plate, flat stone","a","ʕa","aji","    4th class in Chech., Ing., 6th class in Bacb. Cf. also Chech. Cheb., Shar. \Iʕi,\i Lev. \Iʕi\i id. and a derivate: Chech. \Iam\i ( < \I*ʕu-m\i) 'boulder; block of ice'."
405,"*lVwV",1156,"roe","l","lij-g","","    3d class in Chech. and Ing. (the Ing. form is a diminutive < \I*lVw-iḳ\i). Cf. also Chech. Lev. \Il\i 'mountain goat'. Since there is no Bacb. form, the Inlaut is not quite clear (theoretically, *-w-, *-b-, *-d- or *-g- may be reconstructed)."
406,"*bula",1157,"aurochs","bula","","","    Attested only in Chech., but having probable external parallels."
407,"*bur(u)ḳ ( --,-ḳ)",1159,"pig, piglet","","","buruḳ","    Attested only in Bacb. (thus *-ḳ or *-ḳ) are equally probable), but having probable external parallels."
408,"*arʁa ( --)",1160,"sow, pig","arʁa","arʁa","","    4th class in both languages. There are not enough data to establish vowel length. Nakh > Osset. \Iʒrɣ\i / \Iʒrɣ\i (see Abayev 1958, 395)."
409,"*VrṭV",1162,"weasel","aṭa","urṭa","","    6th class in Chech., 3d class in Ing. Vocalism is irregular."
410,"*daʯḳa",1164,"mouse","daʯka","daʯka","daʯḳo","    6th class in all languages. Obl. base \I*daʯḳi-,\i cf. Chech. \Ideʯka-,\i Ing. \Ideʯko,\i Bacb. \Idaʯḳe-.\i"
411,"*dingV-ṭ (--,-ḳ-)",1166,"weasel","dingad","","","    Attested only in Chech., but having probable external parallels."
412,"*ʯet ( --,-ṭ)",1168,"otter","ʯet","ʯet","","    3d class in Chech. and Ing."
413,"*ic",1169,"1 weasel 2 rat","eca-joqqurg 1","cic-ʯolg 2","","    On basis of Chech. \Ieca-\i and Ing. \Icic-\i (with assimilation < \Iic-\i) a PN paradigm \I*ic,\i \I*aci-\i can be reconstructed. The simple root is not attested; it is present only within a compound \I*aci-joqqV-riḳ\i (\I*ic-joqqV-riḳ\i), distorted phonetically in Ing. \Icicʯolg,\i and meaning literally "a big \I*ic"\i (\I*j-oqqa\i 'big').     The same root with a simple diminutive suffix \I*ic-iḳ\i (and with assimilation > \I*cic-iḳ\i) means "cat" in Chech.-Ing. (Chech. \Icicig,\i Ing. \Icisḳ\i)."
414,"*ʡorṭ ( -ʕ-,--)",178,"lark","","ord","","    Attested only in Ing., but having probable external parallels."
415,"*kr",1177,"window","kor","kor","kor","    Obl. base \I*kra-\i (Chech. \Ikra-,\i Ing. \Ikoro\i). 5th class in Chech. and Bacb."
416,"*un",1181,"a round 3-legged table","un","u","","    Obl. base \I*une-,\i cf. Chech. \Ina-,\i Ing. \Iuno.\i 3d class in both languages."
417,"*ag-iḳ",118,"crow","ig","ajg","","    4th class in Chech. and Ing.; cf. also Chech. obl. \Iga-.\i Note that Bacb. \Ioʔ\i (Desheriyev: \Iwaʔ\i) is not related here, but obviously borrowed from Georg. \Iwaw-i\i 'crow'."
418,"*ʁV",1188,"magpie","ʁag","","","    -ag is a common diminutive suffix. Isolated in Chech., but having probable external parallels."
419,"*ʁVrṭ-iḳ",1190,"swallow","ʁardig","agarg","","    An expressive stem with some irregular changes (notably in Ing.: *-ʁ- > -g- by assimilation to the following g)."
420,"*mɦqqVl",1191,"kite","maqqal","","","    Cf. also Shar. \Imʕaqqil,\i Akk. \Imʕqqal,\i Cheb., Ved. \Imaqqil.\i The intervocalic geminate -qq- is either expressive or a result of some cluster simplification (unfortunately there is no Bacb. evidence which would clarify the case).     Nakh > Osset. \Imqqɨl,\i \Imql\i / \Imiḳil\i 'a bird of prey' (see Abayev 1973, 94-95 - also linking Osset. \Imqql\i 'Ingush' as a zoomorphic ethnonym)."
421,"*guguṭṭ",1193,"cuckoo","","","guguṭṭ","    Preserved only in Bacb., but having good external parallels."
422,"*qaqu",1195,"pigeon","qoqa","qoq","qawqu","    6th class in all languages. Cf. also Cheb. \Iqaqu,\i Shar., Ved. etc. \Iqoqu\i id."
423,"*buho",1198,"owl","buha","bow","bujh","    4th class in Chech., Ing., 5th class in Bacb."
424,"*huttut",1199,"cuckoo","huttut","","","    Attested only in Chech., but having good external parallels."
425,"*mu",1201,"partridge","ma","mɔ","","    3d class in Chech., 4th class in Ing. Cf. also Cheb. \Imu,\i Akk. \Ima,\i Shar. \Imu\i etc."
426,"*aru-l",1202,"thrush, blackbird","oral","","","    Attested only in Chech., but having possible external parallels."
427,"*ʁarVʁurV / *-lV",1203,"crane","ʁarʁuli","ʁaraʁura","","    4th class in both languages."
428,"*p“iṭ",1205,"frog","p“id","p“id","p“iṭ","    Obl. stem \I*p“iṭa-\i (cf. Chech. \Ip“ida-,\i Ing. \Ip“ido\i). 4th class in Chech., Ing., 6th class in Bacb."
429,"*ulṭV",1208,"1 lizard 2 a k. of lizard ("медяница")","aṭam 2","ula 1","","    The PN form is probably a reduction < \I*ulṭ-iḳV\i (with a common diminutive suffix). The Chech. form has a secondary suffixed -m, joined to the original oblique base \I*alṭV-\i (with Ablaut). 6th class in Chech., 4th class in Ing."
430,"*ʁn-",624,"louse","ʁn-ig","ʁon-g","","    The Chech. and Ing. forms both contain a diminutive suffix -g ( < *-Vḳ), but the Ing. form is derived from the old direct stem \I*ʁn(V\i), while the Chech. form - from the old oblique stem \I*ʁn(V\i)-. 3d class in both languages."
431,"*ri ( -e)",1209,"earwig","ra, r-olg","","","    Attested only in Chech., but having probable external parallels."
432,"*naci",1216,"moth","neca","neca","","    Cf. also Cheb. \Inace,\i Shar. \Inaca,\i Khild. \Ineci\i etc. 6th class in Chech., Ing."
433,"*l-b‰- / *l-b‰-",128,"1 to bathe 2 to be scattered about","l‰a 1","luw‰- 1","lep‰- 2","    PN Ablaut -- / --. The medial -b- is usually a  "plural aspect" infix, but here it is probably an original part of the root."
434,"*ṭoṭ",1218,"1 gadfly 2 fly","ṭod 1","","ṭuṭ 2","    6th class in both languages. Reason for narrowing *-o- > -u- in Bacb. is not quite clear. Obl. base \I*ṭoṭa-,\i cf. Chech. \Iṭoda-.\i"
435,"*maʒu",1219,"fly","moza","moza","","    6th class in both languages. Cf. also Chech. (in Uslar's notation) \Imɔzu,\i Ing. (Imnaishvili) \Imwoz.\i"
436,"*garu",1220,"gadfly","gora","gor","","    6th class in both languages."
437,"*bʡV (--,--)",1223,"a k. of steppe spider","bʕ","","","    Attested only in Chech., but with possible external parallels."
438,"*ʯina",1225,"1 nit 2 a k. of worm ('червь-нитчатка')","ʯina 1,2","ʯena 1","ʯin 1","    Cf. also Shar. \Iʯin,\i Itumk., Khild. \Iʯin\i 'nit'. 6th class in Chech., Ing., 5th class in Bacb. The old oblique base \I*ʯanV-\i can be observed in Ing. plur. \Iʯan.\i"
