"NUMBER","PROTO","PRNUM","MEANING","ABK","ABA","ADG","KAB","UBK","COMMENT"
235,"*p:ə~sa",242,"eyebrow","a-ə-m","ə-msa","n-pca","n-bʒa","bLa-msa","    For PWC a compound \I*bə~lV-p:ə~sa\i (**'eye-hair') should be reconstructed. The first part is normally reflected in Ub. \IbLa-\i and PAK \I*na-,\i but in PAT replaced by an obscure component \I*ə-\i (PAT \I*ə-məsV\i). In Abkh. a further assimilation has occurred (\I*ə-ms\i > \Iə-m\i). The strong *p:- in PWC is suggested by the PAK form \I*-p:c:a\i < \I*-p:sa\i (PAK \I*na-p:c:a\i)."
236,"*rV-pəʯa",856,"lung","a-rp“a","rap“a","","","","    PAT \I*rVpə“a;\i historically the rV- is probably a prefix."
237,"*bətʷa",245,"sheep's spring-time hair","a-btʷa","b‰ʷa","","","","    PAT \I*bətʷa\i (in Abkh. there exists also a secondary variant \Ia-ptʷa\i)."
238,"*p:Vwa (b-)",862,"1 to breathe 2 breath","","","","bawa-n 1","bəwa 2","    The word is lacking in Ad. (bawa- 'to kiss' is quite a different root, despite Kuipers 14), thus *b- or *p:- may be reconstructed for PAK, and, consequently, for PWC. Despite Shagirov 1,77 the Kab. word is certainly not a Turkic loan, and the Ubykh word - not a loan from Kabardian."
239,"*p:aʯ(I)a",864,"steam","","","pʯ","bʯa","","    PAK \I*p:aʯa.\i     See Shagirov 1,69 (Shagirov is right in thinking that Abaz. \Ibaʯ\i is a Kabardian loan - pace Abdokov 1973,40; there is, however, absolutely no reason to consider the Adygh. root an Arabic loan)."
240,"*pəə-ta- ( -s-)",865,"to swell","","","psəta-","","psta-","    Ub. 3d p. \Ia-psta-n.\i Dumezil 1975 considers the Ub. word as a loan from Adygh., deriving the Adygh. verb from \Ipsə\i 'water'; Shagirov 2,36 also supports this etymology. It is possible, but seems to us less likely in view of the external evidence.         Since there are no AA parallels, it is impossible to distinguish between reconstructing *-- or *-s- in the root."
241,"*c:ʷapa",867,"cradle","","","","","cʷpa","    Isolated in Ub., but with probable EC correspondences."
242,"pIVIV ( -qI:-)",869,"hat, cap","","","pʡʷa","pəʡa","bIaIə","    PAK \I*pVʡa\i (labialisation of ʡʷ in Ad. is secondary, due to the labialising influence of p-). Voiced bI- in Ub. is irregular (probably *pI- > *ṗI- (under influence of glottalisation) > *bI- (dissimilation)). The correspondence PAK *ʡ : Ub.  points either to PWC *I or *qI:."
243,"*padə",873,"socks, stockings","","","a-pad","a-pad","","    PAK \I*a-padə\i (\I*a\i "foot"). Ub. \Iapad\i "woolen socks" is probably an Ad. loanword (like Abkh. \Ia-klapad\i).     Shagirov (1977,251) derives \I*apadə\i from \I*apa\i 'front part of the foot' + \I*da\i "to sew" which is quite improbable in view of the external evidence."
244,"*pəqʷV",876,"1 plum 2 peach 3 fruit","a-p“ʷa/b“ʷa 1","","pʯa- 1,3","pʯa- 1,3","pqə 3","    The PAK root \I*pʯV-\i / \I*pʯʷV-\i is present in several compounds: \I*pʯa-gʷəə\i 'wild plum' (Ad., Kab. \Ipʯagʷə\i), \I*pʯa-s“aməs“a\i 'fruit'. With labialisation cf. Shaps. \Ipʯʷə-sʷṭa\i 'plum', \Ipʯʷə-ca\i 'peach'. The PAK form \I*q:ə-ṗa\i 'plum' (Ad., Kab. \Iq:əṗa\i) is probably a modification of \I*pʯ(ʷ)ə-ṗa\i under influence of PAK \I*q:əca\i 'peach' which has a separate etymology (q.v.).     In Ub. the root means 'a k. of big plum'.     The WC languages have yet another root with close meaning, but without the initial labial: cf. Abaz. \I“ʷa-sa,\i Abkh. \Ia-“ʷa-sa\i 'wild plum' (in Bzyb. we have \Ia-p“ʷasa\i / \Ia-b“ʷasa\i - obviously, a result of merging \I*pə“ʷa\i 'plum' and \I*“ʷasa\i 'wild plum'); *-sa is a frequent component in names of plants. We could compare also Bzhed. \Iʯərc\i 'peach' (as opposed to other terms with *q:- or *pʯʷ-, see above). Although we can not absolutely exclude the possibility of a secondary loss of the initial labial in these forms (see Shagirov 2, 229), it is still possible to reconstruct a separate PWC root \I*ʯ(ʷ)V\i (or \I*ʯ(ʷ)V\i, \I*ʯI(ʷ)V\i ) 'wild plum' opposed to \I*pəqʷV\i plum. This root (but not Abkh. \Ia-p“ʷa,\i pace Lomtatidze 1961, 116-117) could be compared to PL \I*ʯʷen:\i 'plum, wild plum' (Lezg. \Iʯʷat,\i dial. \Iʯʷad,\i Tab. \Iʯut,\i dial. \Iʯud,\i Ag. \Iʯut,\i dial. \Iʯur,\i \Iʯud,\i  Rut. \Iʯd,\i Tsakh. \Iʯon,\i Kryz. \Iʯed,\i Bud. \Iʯed\i)."
245,"*bəʁ(I)a",877,"1 rotten 2 having a bad eye-sight","a-b 1","bʕa 1","n-bʁa 2","n-bʁa 2","","    PAK \I*na-bʁa\i (*na 'eye'). The original meaning of the root was 'eye secretion, matter in the eye' which explains the divergence of meaning in PAT and PAK."
246,"*pəza",880,"ploughshare","a-pəza","pəza","cʷ-bza","v-bʒa","cʷ-bza","    PAT \I*pəza\i (cf. also Bzyb. \Ia-pəza\i); PAK \I*cʷa-bʒa.\i     The first part of the Adygh and Ub. compound, despite Shagirov 1977, 104-105, is connected neither with PWC \I*c:ʷə\i 'ox' (q.v.) nor with PWC \I*zʷa\i 'to plough' (q.v.), but reflects a separate PWC root (see under \I*Hrjc_\i). Again, pace Shagirov ibid., since the correspondence between Abkh. and Ad. here is quite obvious, it is impossible to connect the second part of the compound with PAK \I*bzə\i 'to cut' (q.v.). Finally, since Ub. has a palatal z, the Ub. form (again despite Shagirov ibid.) can not be regarded as an Adygh loanword. The correspondence between PAK \I*-bʒa,\i PAT \I*pəza\i and Ub. \I-bza\i is quite regular."
247,"*pʷV",882,"spring","-pə-n","ʕa-p-nə","","","wa-fa-da","    PAT \I*ʕa-pə-nə\i (-nə is a locative/temporal nominal suffix). The PAT and Ub. forms go back to a PWC compound \I*ʁIʷa-pʷV\i (\I*ʁIʷa-\i 'time, season' q.v.)."
248,"*(a)p:ə",889,"father","ab","aba","tə","da","tʷə","    PAT \I*abV\i (cf. also Abkh. plur. \Iaba-ca\i); PAK \I*at:a,\i \I*t:ə\i (cf. also Ad. /in compounds/ \It(a\i) ). Ub. def. form \Ia-tʷ.\i     The correspondences are regular, thus it seems reasonable to accept Deeters's etymology (Deeters 1963,39), pace Shagirov (1, 56-57). Cf. also Meszaros 1934,208 (Abkh.-Ub.)."
249,"*bʷV",890,"to sew","a-ʒa-ʯ-ra","ʒa-ʯ-ra","da-n","da-n","-dʷə-","    PAT \I*ʒa-xə-\i (cf. also Abkh. Bz. \Ia-ʒa-x-ra\i); PAK \I*da-\i (trans., cf. also \I*də-\i intr. > Ad., Kab. \Idə-n\i). The same root served as a basis for PWC \I*bʷV\i / \I*bʷV-bʷV\i 'awl' > PAT \I*ʒaʒə\i (Abkh. \Ia-ʒaʒ,\i Bz. \Ia-ʒaʒ,\i Abaz. \Iʒaʒə\i), PAK \I*dədə\i (Ad. \Idədə,\i Kab. \Idəd\i); Ub. \Idʷa\i 'needle'."
250,"*qI:(ʷ)abIa",893,"a heap of sheaves","","","","","qIabIa","    Isolated in Ub., but having very probable external parallels."
251,"*bəV",895,"1 beetle 2 flea","a-bə 1","bə 1","bə-ʒa 3","bzə-ʒa 3","","    In Abaz. there exists also a reduplicated form \Ibəbə.\i PAT \I*bəə,\i PAK \I*bə-ʒa\i (-ʒa < PWC \I*ʒə\i 'flea, fly' q.v.). The correspondence PAK * : PAT * is only pointing to PWC *.     This root (for phonetic reasons) should be kept apart both from Ub. \Iʷa(n)ḳə \i'flea' and from PAK \I*ba\i 'bee'.     See Shagirov 1977, 91."
252,"*bəV-wə (-ə~-)",897,"1 post, log, pile  2 pilaster, post, pillar","a-bəʷ","","p:q:aw","pq:ow, bəq:ow","","    PAT \I*bVʷə\i (cf. also Bz. \Ia-baʷ\i); PAK \I*bə:a-wə\i / \I*p:q:a-wə.\i      Despite Klimov (1968, 292) there are no reasons to consider the Abkhaz form  an Adygh loan. Kumakhov's etymology (1964,126) - PAK \I*b(ə)q:awə\i from \I*p:q:ə\i 'corpus, skeleton' - seems dubious, first of all because of the Kab. form \Ibəq:ow\i (there's no parallel form \I*bəq:ə\i 'skeleton' in Kab.). Very dubious is the comparison with Ub. \IbəIʷ\i 'thick' (Shagirov 2, 47).     Since there is no Ub. cognate, it is impossible to determine whether the first vowel in PWC was nasalized or not. Somewhat unclear is the status of the PAK *-wə: it is either a suffix (in this case \I*bəq:awə\i < \I*bəq:ʷa-wə\i), or part of the root which has yielded labialisation in Abkh. (\I*bVʷə\i < \I*bVəwə\i)."
253,"*mV‰V",898,"1 millet (standing) 2 bread 3 to eat","a-‰a 2","‰a-ra 3","maə 1","ma 1","","    PAT \I*‰a\i 'to eat; bread, wheat' (cf. also Abkh. \Ia-‰a-ra\i 'to eat', \Ia-‰a-ra-ʒ\i / \Ia-‰a-rə-ʒ\i 'wheat' [lit. 'seed of bread']); PAK \I*ma‰ə.\i     Despite  Shagirov (1, 268) PAK \I*ma‰ə\i is not connected with PAT \I*məxə\i 'field, harvest' q.v. We prefer the older etymology of Rogava (1956, 34). The disappearance of *mV- in PAT must be explained by the fact that the root became verbal in PAT ('to eat') - and verbal roots can not begin with *m-."
254,"*məc:ə",903,"wall","a-tʒa-mc","","","","","    Cf. also Bzyb. \Ia-tʒa-mc\i id. (tʒa- "house, household"). Isolated in Abkh., but having probable EC parallels."
255,"*bə~la (-l-)",907,"1 ladder 2 funeral stretcher","","‰ʷə-mla 1","pʯ-bLa 2","pʯ-bLa 2","","    The Abaz. form goes back to \I*cʷə-məla,\i where cʷə- is probably the PAT verb root \I*cʷə\i 'to plane' ("planed ladder"). PAK \I*bLa\i (with \I*pʯa-\i 'wood'; cf. also Kab. \Iq-bLa\i id. with \I*qa\i 'grave'). The Adygh compound \I*pʯa-bLa\i was also borrowed in Ub. \IpʯabLa.\i     The root has absolutely nothing to do with \I*bLa\i 'arm' or \I*bLa-\i 'to plait' (see Shagirov 2,20)."
256,"*aba",912,"ploughshare","","aba","","","","    Isolated in Abaz., but having very probable EC parallels."
257,"*:V",2317,"three","ʯ-pa","ʯ-pa","ə","sə","sa  sə","    PAT \I*xə\i (cf. also Bzyb. \Ix-pa\i); PAK \I*:ə\i 'three' (cf. also Bzhed. \I:ə\i), \I*:a\i 'thrice' (Ad. \Ia,\i Bzhed. \I:a,\i Kab. \Isa\i). The correspondence PAT *x : PAK *: : Ub. s reflects only PWC *:."
258,"*baba (p:)",917,"grandfather","baba","","","","","    Isolated in Abkh., but having EC parallels."
259,"*naṭa",927,"forehead","","","nṭa","nṭa","","    PAK *naṭa. One cannot agree with Kuipers' (1960,111) attempt to consider this stem an Adygh compound."
260,"*q:ʷa",939,"1 gorge, ravine 2 valley","","","q:ʷa 1,2","q:ʷa 1,2","qʷa 2","    PAK \I*q:ʷa.\i The Ub.-Ad. comparison see in Meszaros 1934,377, Shagirov 1,231 (where he also adduces Ub. \IIʷa\i 'cave' and Abkh. \Ia-ʷara\i 'rocky river bank' which should be kept apart). This root also should be separated from PAT \I*ḳʷarV\i 'ravine, river' (despite Shagirov ibid.) and from Ub. \Iʷada\i 'gutter' (despite Abdokov 1973,55)."
261,"*ḳaṗa",184,"shin, shank; calf of leg","","","a-ṗa","a-n-ṗa","","    PAK \I*ḳaṗa\i (in a compound with \I*a\i 'foot, leg')."
262,"*aʁIʷa",946,"jaw","a-c-lam“ʷa","c-lam“ʷa","","","LaʁIʷa","    PAT \I*cə-lamə“ʷa\i (a compound with \I*cə\i 'tooth'; cf. also Bzyb. \Ia-clam“ʷə\i); -mə- is a secondary insertion, probably due to the influence of PAT \I*ʒaməʕʷa\i 'cheek' q.v."
263,"*ʷə",948,"mouth","","","ʡʷə","ʡʷə","","    PAK \I*ʡʷə\i (presupposing PWC *ʷ-, *q:Iʷ- or *Iʷ-)."
264,"*ʁIanəc:a",956,"hook","","","","","ʁInca","    Isolated in Ub., but having good EC parallels."
265,"*ə",962,"back","","","ə-b","sə-b","","    PAK \I*ə\i (in compounds with \I*bə\i 'thick part', \I*p:q:ə\i 'bone' > Ad. \Iə-pq:\i 'waist'). The PAK * may go back to PWC *, *ʷ, * or *ʷ; we prefer * only on basis of the external evidence."
266,"*nəq:Iə",629,"armpit","","","","","nəqI","    Ub. qI may go back to PWC *qI or *q:I (although within WC we have no examples for *q:I > Ub. qI, this is exactly the expected reflex)."
267,"*ʷaʷa",58,"hip-bones","a-ʷaʷa","ʷaʷa","","","","    PAT *ʷaʷa."
268,"*mʷV",1003,"1 part of the foreleg 2 young branch 3 foreleg","a-ma 2","pə-maʷa 1","sʷ-a 3","f-a 3","","    PAK \I*ʷa-a\i (\Ia\i 'foot'). PAT \I*maʷV;\i cf. also Abkh. Bzyb.  \Ia-pə-ma\i "front side of femoral parts of hindlegs" ( = Abaz. \Ipə-maʷa\i). The meaning 'branch' in Abkh. (Abzh.) is obviously secondary."
269,"*məʁa (-ʁ-)",1010,"handle","a-m","mʕa","","","","    PAT \I*məʕa.\i"
270,"*ḳəsə",1012,"little finger","a-na--ḳəs","ma‰ʷ-ḳəs","","","a(n)cʷa-ḳəs","    PAT \I*ḳəsə,\i used in a compound with \I*ma-cʷa\i 'finger' or \I*a-cʷa\i 'toe' - in Ub., also a compound with the same root (PWC \I*c:ʷa\i  \I*:ʷa\i). Cf. also Abkh. Bzyb. \Ia-na-c-ḳəs\i 'little finger'; Abkh. \Ia-a--ḳəs,\i Bzyb. \Ia-a-c-ḳəs,\i Abaz. \Ia‰ʷ-ḳəs\i 'little toe'."
271,"*k:ʷac:(ʷ)V (gʷ-)",1017,"1 shin 2 calf of leg","a-argʷac ","","","","a-gaca 2","    The Abkh. and Ub. form are in perfect correspondence. In both cases there is a compound with PWC \I*a\i 'foot' (in Abkh. also a connecting morpheme -r-). The second consonant can also be reconstructed as *-c(ʷ)-."
272,"*wV~V",1020,"empty, hollow","","","naə","nas","wəa","    PAK \I*naə.\i See Aбдоков 1973, 61, Шагиров 1977, 282. Somewhat uncertain is the status of the first syllable. It can be either reconstructed as \I*wV~\i (with *w- possibly reflecting the old class prefixation), or Shagirov may be right in treating PAK *na- and Ub. wə- here as two different derivational morphemes."
273,"*kʷə(ʷ)V ( *kʷ-)",1022,"1 mane 2 head's crown","a-kʷə 2","","sakʷ 1","sokʷ 1","","    PAK \I*sakʷə.\i For PWC also *s may be reconstructed (since there are no Bzyb. data available).     Despite Shagirov (1977) PAK \I*sakʷə\i can not have been borrowed from Ub. \Ia-Iʷə\i 'hair on head' (for phonetic reasons); however, he must be right in  considering Ub. \Isakʷ\i as a loan from Ad. The Abkh. form can be compared if we assume a metathesis - which is rather common in roots of this type."
274,"*kʷa",487,"hip, thigh","","","kʷa","kʷa","","    PAK \I*kʷa.\i"
275,"*məʷə",1025,"1 wood, firewood 2 coal","a-mə 1","mə 1","sʷa-mə 2","fa-məs 2","","    PAT \I*məə;\i PAK \I*ʷa-məə\i (lit. "black (\I*ʷa-\i) wood"). See Шагиров 1977, 2, 102 (where, however, PAK \I*ʷa-\i is erroneously linked to \I*maʷa\i 'fire')."
276,"*ḳanə",1026,"knucklebone","","","an","an","","    PAK \I*ḳanə\i (in PWC both *ḳ and *ḳ may be reconstructed)."
277,"*ṗV",1027,"extremity","-ṗə","-ṗə","","","-ṗa","    The root is present only in compounds: \I*a-ṗV\i 'foot' (PAT \I*aṗə,\i Ub. \I-ṗa\i) q.v., PAT \I*na-ṗə,\i Ub. \I-ṗa\i 'hand' q.v."
278,"*ʯV",6,"more","aj“a","a(j)“a","nh","naʯ","ca-ʯ","    PAT \I*(ajə)-“a\i (with a reciprocal prefix); PAK \I*na-ʯə\i (with a deictic prefix na-). In Ub. ca- is a comparative prefix. See Shagirov 1,281 with literature (justly singling out the common WC root morpheme \I*ʯV\i "more"; however, Shagirov's linking this root with PAT \I*“araḳə\i 'high' is probably wrong)."
279,"*ə",7,"1 small bird 2 sparrow","a-ə-s","i-s","","","","    PAT \I*ə-sə\i (cf. also Abkh. Bzyb. \Ia-əs\i ) with a singular-diminutive component \I*sə;\i without it cf. the plural form \I*a-ra\i > Abkh. a-a-ra, Bzyb. \Ia-a-ra,\i Abaz. \Iara.\i"
280,"*ḳə",12,"dark","","","sʷə-n-ə","ə-f","","    PAK \I*ʷə(n)-ḳə\i / \I*ḳə-ʷə\i (in Ad. Bzhed. both \Isʷənə\i and \Iəsʷə\i exist; cf. also both variants in Kab. \Iwə-n-əf-\i / \Iwə-fən-\i 'to go out (as light)'). The root \I*ḳə\i is used within these two compounds with \I*ʷə\i 'dark, black'; cf. perhaps also PAK \I*ḳa-ʁʷa\i / \I*ṗḳa-ʁʷa\i 'soot' (Ad. \Iṗaʁʷ-sa,\i Kab.  \Iʁʷa,\i \Iaʁʷsa\i) - a compound with \I*ʁʷa\i 'smoke'. See Kuipers 1975, 33, 52, 53."
